id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,zone,drawdown_pct,price_resilience,is_gold,suspected_wash_trading,momentum,rs_24h,rs_7d,rs_strong_24h,rs_leader_24h,ratio,range,volume_recovery,timeframe_analysis,timeframe_classification,social_analysis,seller_exhaustion,volatility_14d,ratio_surge,sector,accumulation_score,accumulation_signal,accumulation_slope,is_silent_accumulation,accumulation_reason,source_range,quant_score,social_score,final_score,ranking,persistence_count_3d,persistence_count_7d,persistence_count_14d,first_seen,max_persistence_ever,persistence_days,is_confirmed_leader,social_explosion,social_validation,rs_strong,fdv_warning
stargate-finance,stg,Stargate Finance,https://coin-images.coingecko.com/coins/images/24413/large/STG_LOGO.png?1696523595,0.261123,36482627,560,36482627,62164957,0.272602,0.229702,0.02954851,12.75985,4181849.0,12.94659,139412600.91084498,139412600.91084498,1000000000.0,4.14,-93.68068,2022-04-02T00:00:00.000Z,0.104476,150.5011,2025-12-31T19:01:22.813Z,,2026-06-17T11:24:05.666Z,39.14189527389647,-37.78010798360062,breakout,0.9369,False,False,False,low,15.52761,,True,True,1.7039605453850677,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.78,strong,0.0731,True,"Acumulação silenciosa: slope=0.0731, consistência=52%",10_49m_range,1.5,0,0.9,1,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,True,
epic-chain,epic,Epic Chain,https://coin-images.coingecko.com/coins/images/54734/large/PFP.png?1753421273,0.65758,22097911,780,22097911,23010857,0.672435,0.608068,0.04581878,7.48966,1640377.0,8.01845,33600000.0,33600000.0,33600000.0,3.2,-79.44021,2025-08-20T15:57:23.043Z,0.192233,241.94983,2026-05-29T04:15:25.109Z,,2026-06-17T11:24:07.804Z,109.78950758651432,28.963695705267355,breakout,0.7945,False,False,False,low,10.25742,,True,True,1.0413136789264832,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.2273,False,Ratio em queda — sem acumulação,10_49m_range,1.5,0,0.9,2,0,0,0,20260603,0,0,False,False,NOT_APPLICABLE,True,
bio-protocol,bio,Bio Protocol,https://coin-images.coingecko.com/coins/images/53022/large/bio.jpg?1735011002,0.03506147,75247860,336,116465972,71369260,0.03623631,0.03005728,0.00383531,12.28237,8211448.0,12.24924,2145029070.25,3320000000.0,3320000000.0,0.888995,-96.05396,2025-01-03T13:16:10.915Z,0.01589991,120.63089,2026-03-29T22:55:40.552Z,,2026-06-17T11:24:07.475Z,-5.331260846290535,19.633164445395245,strong,0.9606,False,False,False,low,15.05013,,True,True,0.9484556770119442,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.07798280665774364,True,Other,0.06,none,0.0012,False,"Spike detectado — possível pump, não acumulação gradual",50m_range,1.0,0,0.6,1,0,0,0,20260513,0,0,False,False,NOT_APPLICABLE,True,True
iotex,iotx,IoTeX,https://coin-images.coingecko.com/coins/images/3334/large/20250731-171811.png?1754021073,0.00319613,30175247,640,30175247,23640050,0.00345843,0.00320235,-0.000222620492905323,-6.51176,-2110944.686110709,-6.53823,9441368550.0,9441368555.0,10000000000.0,0.255593,-98.74977,2021-11-13T16:54:18.643Z,0.00121576,162.84059,2020-03-13T02:29:47.597Z,,2026-06-17T11:24:06.376Z,-27.444265482720198,-1.9393098791892656,strong,0.9875,False,False,False,low,-3.7439999999999998,,False,False,0.7834252359226753,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Infra,0.0,none,-0.1841,False,Ratio em queda — sem acumulação,10_49m_range,1.0,0,0.6,3,0,0,0,20260614,0,0,False,False,NOT_APPLICABLE,False,
wink,win,WINkLink,https://coin-images.coingecko.com/coins/images/9129/large/WinK.png?1696509252,1.878e-05,18662354,856,18662354,13941060,1.9e-05,1.781e-05,8.4255e-07,4.69725,839510.0,4.71031,993701854154.286,993701859243.3864,,0.00289424,-99.35166,2021-04-05T20:24:01.448Z,1.615e-05,16.19423,2026-06-06T05:05:34.550Z,"{'times': -0.8436331425202617, 'currency': 'usd', 'percentage': -84.36331425202617}",2026-06-17T11:24:09.382Z,-0.9641411762228346,10.138480950543311,strong,0.9935,False,False,False,low,7.46501,,True,True,0.7470150871642453,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Other,0.053,none,0.0001,False,"Spike detectado — possível pump, não acumulação gradual",10_49m_range,1.0,0,0.6,4,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,True,
spell-token,spell,Spell,https://coin-images.coingecko.com/coins/images/15861/large/abracadabra-3.png?1696515477,0.00013279,22770535,764,26023029,14582030,0.0001504,0.00012655,3.2e-06,2.46859,518197.0,2.32873,171510541047.0,196008739620.0,210000000000.0,0.03506357,-99.62144,2021-11-02T08:44:42.429Z,0.00011815,12.3416,2026-06-06T05:10:23.773Z,,2026-06-17T11:24:05.301Z,-16.333317833185955,9.971152399209618,strong,0.9962,False,False,False,low,5.23635,,True,True,0.6403903114265871,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,DeFi,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),10_49m_range,0.5,0,0.3,5,0,0,0,20260615,0,0,False,False,NOT_APPLICABLE,True,
liquity,lqty,Liquity,https://coin-images.coingecko.com/coins/images/14665/large/logo_V2.png?1725437146,0.216559,21383829,799,21659620,12403937,0.231358,0.202763,0.00804225,3.85688,796674.0,3.86976,98726704.57116148,100000000.0,100000000.0,146.94,-99.85255,2021-04-05T21:48:37.754Z,0.187435,15.59896,2026-06-10T22:20:26.069Z,,2026-06-17T11:24:20.864Z,-18.01569095544183,11.455575284722,strong,0.9985,False,False,False,low,6.624639999999999,,True,True,0.5800615502490223,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Other,0.0,none,-0.006,False,Ratio em queda — sem acumulação,10_49m_range,0.5,0,0.3,6,0,0,0,20260517,0,0,False,False,NOT_APPLICABLE,True,
ondo-u-s-dollar-token,usdon,Ondo U.S. Dollar Token,https://coin-images.coingecko.com/coins/images/68688/large/usdon_160x160.png?1756268513,1.0,64115228,381,64115228,27050288,1.0,1.0,0.0,0.0,-2646943.5497388393,-3.96474,64115228.22997658,64115228.22997658,,1.0,0.0,2025-08-27T08:45:01.644Z,1.0,0.0,2025-08-27T08:45:01.644Z,,2026-06-17T11:24:08.943Z,0.0,0.0,early_accumulation,0.0,False,False,False,low,2.76776,,True,False,0.4219011433602014,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.0423,False,Ratio em queda — sem acumulação,50m_range,0.0,0,0.0,2,0,0,0,20260506,0,0,False,False,NOT_APPLICABLE,True,
orca,orca,Orca,https://coin-images.coingecko.com/coins/images/17547/large/Orca_Logo.png?1696517083,1.2,73152962,346,90239295,27006892,1.25,1.14,0.02281297,1.93207,1305583.0,1.81716,60798783.758242,74999552.095381,100000000.0,20.33,-94.09274,2021-10-02T20:14:11.766Z,0.351125,242.06463,2022-06-19T19:34:08.830Z,,2026-06-17T11:24:05.393Z,-15.671886986757261,22.951331750109123,early_accumulation,0.941,False,False,False,low,4.69983,,True,True,0.36918384794863124,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.07198850430389812,False,Other,0.301,weak,0.0199,False,Sinal fraco: slope=0.0199,50m_range,0.0,0,0.0,3,0,0,0,20260512,0,0,False,False,NOT_APPLICABLE,True,
sushi,sushi,Sushi,https://coin-images.coingecko.com/coins/images/12271/large/512x512_Logo_no_chop.png?1696512101,0.191597,52363042,447,55911771,17700387,0.202927,0.181724,0.00661038,3.57345,1775516.0,3.50979,273012266.12632084,291514753.9009228,,23.38,-99.18088,2021-03-13T23:44:36.774Z,0.161098,18.85995,2026-06-09T15:40:08.710Z,,2026-06-17T11:24:05.086Z,-6.713490564996103,13.759273277304167,early_accumulation,0.9918,False,False,False,low,6.34121,,True,True,0.3380320608569685,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,DeFi,0.675,strong,0.115,True,"Acumulação silenciosa: slope=0.1150, consistência=50%",50m_range,0.0,0,0.0,4,0,0,0,20260509,0,0,False,False,NOT_APPLICABLE,True,
