id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,zone,fdv_warning,drawdown_pct,price_resilience,is_gold,suspected_wash_trading,momentum,rs_24h,rs_7d,rs_strong_24h,rs_leader_24h,ratio,range,volume_recovery,timeframe_analysis,timeframe_classification,social_analysis,seller_exhaustion,volatility_14d,ratio_surge,sector,accumulation_score,accumulation_signal,accumulation_slope,is_silent_accumulation,accumulation_reason,source_range,quant_score,social_score,final_score,ranking,persistence_count_3d,persistence_count_7d,persistence_count_14d,first_seen,max_persistence_ever,persistence_days,is_confirmed_leader,social_explosion,social_validation,rs_strong
celo,celo,Celo,https://coin-images.coingecko.com/coins/images/11090/large/InjXBNx9_400x400.jpg?1696511031,0.067187,40563275,504,67183999,901580462,0.070505,0.055629,0.00948199,16.4318,5822907.0,16.76121,603763925.0,1000000000.0,1000000000.0,9.82,-99.31715,2021-08-30T14:25:09.929Z,0.055629,20.55686,2026-06-30T20:46:01.537Z,,2026-07-01T16:56:06.762Z,-8.584581494592394,7.445931962789894,breakout,True,0.9932,False,False,False,low,13.88633,,False,False,22.226520467097394,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,L1,0.817,very_strong,0.1452,True,"Acumulação silenciosa FORTE: slope=0.1452, consistência=67%, aceleração=101%",10_49m_range,1.5,0,0.9,1,0,0,0,20260523,0,0,False,False,NOT_APPLICABLE,False
bio-protocol,bio,Bio Protocol,https://coin-images.coingecko.com/coins/images/53022/large/bio.jpg?1735011002,0.0299207,64194948,367,99358666,49965043,0.03106009,0.02719299,0.00272771,10.03091,5865185.0,10.05522,2145029070.25,3320000000.0,3320000000.0,0.888995,-96.61815,2025-01-03T13:16:10.915Z,0.01589991,89.08563,2026-03-29T22:55:40.552Z,,2026-07-01T16:55:48.294Z,-3.2305891469817745,2.9325466392753423,strong,True,0.9663,False,False,False,low,7.4854400000000005,,False,False,0.7783329460754451,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Other,0.0,none,-0.0213,False,Ratio em queda — sem acumulação,50m_range,1.0,0,0.6,1,0,0,0,20260513,0,0,False,False,NOT_APPLICABLE,False
epic-chain,epic,Epic Chain,https://coin-images.coingecko.com/coins/images/54734/large/PFP.png?1753421273,0.482293,16205042,903,16205042,15200869,0.52773,0.411465,0.062595,14.91427,2101245.0,14.89843,33600000.0,33600000.0,33600000.0,3.2,-84.94977,2025-08-20T15:57:23.043Z,0.192233,150.31508,2026-05-29T04:15:25.109Z,,2026-07-01T16:56:03.063Z,43.032674838279235,17.69131150570311,strong,,0.8493,False,False,False,low,12.3688,,False,False,0.9380332985252368,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Other,0.0,none,-0.1097,False,Ratio em queda — sem acumulação,10_49m_range,1.0,0,0.6,2,0,0,0,20260603,0,0,False,False,NOT_APPLICABLE,False
pha,pha,PHALA,https://coin-images.coingecko.com/coins/images/12451/large/phala.png?1696512270,0.02715559,22830777,742,27163448,17777689,0.02733925,0.02457677,-0.000109401614793718,-0.40125,-83548.53460507095,-0.36461,840496260.4928192,1000000000.0,1000000000.0,1.39,-98.07476,2021-05-15T04:20:32.741Z,0.02120268,26.27387,2026-03-01T20:41:27.308Z,,2026-07-01T16:56:07.565Z,-25.667809937385933,-24.74483544414111,strong,,0.9805,False,False,False,low,-2.94672,,False,False,0.7786720968804522,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.0143,False,Ratio em queda — sem acumulação,10_49m_range,1.0,0,0.6,3,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,False
circle-internet-group-bstock,crclb,Circle Internet Group (bStocks Tokenized Stock),https://coin-images.coingecko.com/coins/images/102173742/large/circle-internet-group-tokenized-bStocks-crclb.png?1781196448,65.79,18603651,837,18603651,13771433,66.21,61.46,1.2,1.85233,5985158.0,47.43163,282237.10132991,282237.10132991,,84.44,-22.17352,2026-06-22T14:00:22.713Z,61.46,6.9336,2026-07-01T07:16:02.758Z,,2026-07-01T16:56:06.196Z,,-9.962035875060609,strong,,0.2209,False,False,False,low,-0.6931399999999999,,False,False,0.740254318896866,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 0 snapshots (mínimo 3),10_49m_range,1.0,0,0.6,4,0,0,0,20260701,0,0,False,False,NOT_APPLICABLE,False
spacex-bstocks-tokenized-stock,spcxb,SpaceX (bStocks Tokenized Stock),https://coin-images.coingecko.com/coins/images/102173888/large/bstocks_spacex.png?1781280362,160.76,82330232,296,82330232,56805632,175.71,158.48,-9.435184497526365,-5.54366,-2318821.1882039607,-2.73934,519473.366642,519473.366642,,226.95,-29.43111,2026-06-16T01:01:03.420Z,147.32,8.71702,2026-06-23T08:45:23.800Z,,2026-07-01T16:55:41.253Z,,2.27097028260419,strong,,0.2917,False,False,False,low,-8.08913,,False,False,0.6899729372801962,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.0836,False,Ratio em queda — sem acumulação,50m_range,0.5,0,0.3,2,0,0,0,20260619,0,0,False,False,NOT_APPLICABLE,False
ondo-u-s-dollar-token,usdon,Ondo U.S. Dollar Token,https://coin-images.coingecko.com/coins/images/68688/large/usdon_160x160.png?1756268513,1.0,65095045,362,65095045,35807127,1.0,1.0,0.0,0.0,-1867005.0367259458,-2.78815,65095044.67764846,65095044.67764846,,1.0,0.0,2025-08-27T08:45:01.644Z,1.0,0.0,2025-08-27T08:45:01.644Z,,2026-07-01T16:55:54.617Z,0.0,0.0,strong,,0.0,False,False,False,low,-2.54547,,False,False,0.5500745410038506,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.036,False,Ratio em queda — sem acumulação,50m_range,0.5,0,0.3,3,0,0,0,20260506,0,0,False,False,NOT_APPLICABLE,False
stargate-finance,stg,Stargate Finance,https://coin-images.coingecko.com/coins/images/24413/large/STG_LOGO.png?1696523595,0.169271,23850047,730,23850047,16584157,0.178612,0.16397,0.00459989,2.79337,647648.0,2.7913,140897997.37188414,140897997.37188414,1000000000.0,4.14,-95.91101,2022-04-02T00:00:00.000Z,0.104476,62.08988,2025-12-31T19:01:22.813Z,,2026-07-01T16:55:46.226Z,-47.259802211115634,0.6901025098196267,strong,,0.9591,False,False,False,low,0.2479,,False,False,0.6953511244652893,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.02,False,Ratio em queda — sem acumulação,10_49m_range,0.5,0,0.3,5,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,False
adventure-gold,agld,Adventure Gold,https://coin-images.coingecko.com/coins/images/18125/large/lpgblc4h_400x400.jpg?1696517628,0.176553,15436168,937,16389563,9802761,0.191895,0.176276,-0.009736177847640692,-5.22637,-864112.4954896104,-5.30121,87430001.0,92830001.0,96000000.0,7.7,-97.6927,2021-09-03T11:41:40.240Z,0.117529,51.20971,2026-06-25T13:56:03.279Z,,2026-07-01T16:56:08.194Z,-19.047272739115904,20.90711779774078,strong,,0.9771,False,False,False,low,-7.77184,,False,False,0.6350514583671284,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.391,weak,0.1532,False,Sinal fraco: slope=0.1532,10_49m_range,0.5,0,0.3,6,0,0,0,20260511,0,0,False,False,NOT_APPLICABLE,False
sandisk-bstocks-tokenized-stock,sndkb,SanDisk (bStocks Tokenized Stock),https://coin-images.coingecko.com/coins/images/102173744/large/sandisk-tokenized-bStocks-sndkb.png?1781196896,2054.58,15737092,920,15737092,9490297,2268.06,2030.22,-136.55093688568468,-6.23197,-713915.5663432125,-4.33965,7644.2663858,7644.2663858,,2357.29,-12.63346,2026-06-22T15:24:53.479Z,1864.53,10.45571,2026-06-24T19:10:42.289Z,,2026-07-01T16:56:06.242Z,,6.413271317887145,strong,,0.1284,False,False,False,low,-8.777439999999999,,False,False,0.6030527749345305,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),10_49m_range,0.5,0,0.3,7,0,0,0,20260630,0,0,False,False,NOT_APPLICABLE,False
