id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,zone,drawdown_pct,price_resilience,is_gold,suspected_wash_trading,momentum,rs_24h,rs_7d,rs_strong_24h,rs_leader_24h,ratio,range,volume_recovery,timeframe_analysis,timeframe_classification,social_analysis,seller_exhaustion,volatility_14d,ratio_surge,sector,accumulation_score,accumulation_signal,accumulation_slope,is_silent_accumulation,accumulation_reason,source_range,quant_score,social_score,final_score,ranking,persistence_count_3d,persistence_count_7d,persistence_count_14d,first_seen,max_persistence_ever,persistence_days,is_confirmed_leader,social_explosion,social_validation,rs_strong,fdv_warning
amp-token,amp,Amp,https://coin-images.coingecko.com/coins/images/12409/large/amp-200x200.png?1696512231,0.0006491,56329934,448,64728669,3439386934,0.00069266,0.00063046,-3.3779095510169e-05,-4.94655,-2797223.362400055,-4.73086,86781193103.18022,99720178909.70996,100000000000.0,0.120813,-99.46405,2021-06-16T16:03:41.147Z,0.00063046,2.70283,2026-06-03T04:00:45.393Z,,2026-06-03T10:13:24.502Z,-26.6286416838091,-16.861327602307533,breakout,0.9946,False,False,False,low,-1.5568300000000002,,False,False,61.05789035719445,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.026934022405039698,False,Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),50m_range,1.5,0,0.9,1,0,0,0,20260516,0,0,False,False,NOT_APPLICABLE,False,
bio-protocol,bio,Bio Protocol,https://coin-images.coingecko.com/coins/images/53022/large/bio.jpg?1735011002,0.03285669,70490630,375,109102900,110991335,0.03696091,0.03084861,0.00200807,6.50944,5016467.0,7.66175,2145029070.25,3320000000.0,3320000000.0,0.888995,-96.30491,2025-01-03T13:16:10.915Z,0.01589991,106.59958,2026-03-29T22:55:40.552Z,,2026-06-03T10:13:27.378Z,-45.19875312074729,2.658308189025502,breakout,0.963,False,False,False,low,9.89916,,True,True,1.5745544478748452,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Other,0.0,none,-0.0049,False,Ratio em queda — sem acumulação,50m_range,1.5,0,0.9,2,0,0,0,20260513,0,0,False,False,NOT_APPLICABLE,True,True
portal-2,portal,Portal,https://coin-images.coingecko.com/coins/images/35436/large/portal.jpeg?1708590254,0.02408726,19484241,872,24332970,156622095,0.02830998,0.01873678,0.00401844,20.02332,3527238.0,22.10464,800734194.0901614,1000000000.0,1000000000.0,3.36,-99.27188,2024-02-29T10:05:01.008Z,0.00734734,232.87968,2026-05-29T07:50:23.475Z,,2026-06-03T10:14:43.201Z,105.21722531399276,193.44136705011087,breakout,0.9928,False,False,False,low,23.41304,,True,True,8.038398570413905,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),10_49m_range,1.5,0,0.9,1,0,0,0,20260601,0,0,False,False,NOT_APPLICABLE,True,
epic-chain,epic,Epic Chain,https://coin-images.coingecko.com/coins/images/54734/large/PFP.png?1753421273,0.483318,15996821,962,15996821,53343933,0.481021,0.37413,0.079669,19.73725,2251166.0,16.37729,33600000.0,33600000.0,33600000.0,3.2,-85.3349,2025-08-20T15:57:23.043Z,0.192233,143.90954,2026-05-29T04:15:25.109Z,,2026-06-03T10:14:39.864Z,30.486929187918843,130.35413734098555,breakout,0.849,False,False,False,low,23.12697,,True,True,3.3346583674343795,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 0 snapshots (mínimo 3),10_49m_range,1.5,0,0.9,2,0,0,0,20260603,0,0,False,False,NOT_APPLICABLE,True,
stratis,strax,Xertra,https://coin-images.coingecko.com/coins/images/531/large/Xertra_Logo_200x200.png?1761277005,0.01188009,25851025,746,25851025,60742623,0.01282894,0.01170696,-0.000524125960917997,-4.22538,-2146124.1696819887,-7.66551,2171648244.258682,2171648244.258682,,22.77,-99.9478,2018-01-08T00:00:00.000Z,0.01086795,9.3486,2026-05-28T04:30:47.344Z,,2026-06-03T10:13:27.426Z,-8.87733830367378,0.4567435766264712,breakout,0.9995,False,False,False,low,-0.8356600000000003,,False,False,2.3497181639799583,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-1.4111,False,Ratio em queda — sem acumulação,10_49m_range,1.5,0,0.9,3,0,0,0,20260531,0,0,False,False,NOT_APPLICABLE,False,
goatseus-maximus,goat,Goatseus Maximus,https://coin-images.coingecko.com/coins/images/50717/large/GOAT_LOGO_NEW.jpg?1731292759,0.01602055,16017420,968,16017420,17573353,0.01872765,0.01478853,-0.001136199389491603,-6.62246,-1105895.8554005343,-6.45842,999979280.230757,999979280.230757,1000000000.0,1.35,-98.82494,2024-11-17T13:01:21.319Z,0.01393137,13.94255,2026-04-13T05:20:44.631Z,,2026-06-03T10:14:43.492Z,-16.80280163710907,-3.1587865683524687,breakout,0.9881,False,False,False,low,-3.23274,,False,False,1.0971400512691807,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Meme,0.25,weak,0.0053,False,Sinal fraco: slope=0.0053,10_49m_range,1.5,0,0.9,4,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,False,
stargate-finance,stg,Stargate Finance,https://coin-images.coingecko.com/coins/images/24413/large/STG_LOGO.png?1696523595,0.267173,31179022,660,31179022,32823968,0.34611,0.266727,-0.06652963308796478,-19.93681,-9548969.611897767,-23.44572,116795690.89533089,116795690.89533089,1000000000.0,4.14,-93.54238,2022-04-02T00:00:00.000Z,0.104476,155.98331,2025-12-31T19:01:22.813Z,,2026-06-03T10:13:25.542Z,18.830199632711953,65.92165180154095,breakout,0.9355,False,False,False,low,-16.54709,,False,False,1.0527581012643694,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.377,weak,0.0454,False,Sinal fraco: slope=0.0454,10_49m_range,1.5,0,0.9,5,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,False,
ondo-u-s-dollar-token,usdon,Ondo U.S. Dollar Token,https://coin-images.coingecko.com/coins/images/68688/large/usdon_160x160.png?1756268513,1.0,58876822,431,58876822,88820612,1.0,1.0,0.0,0.0,3926999.0,7.14652,58876822.35190252,58876822.35190252,,1.0,0.0,2025-08-27T08:45:01.644Z,1.0,0.0,2025-08-27T08:45:01.644Z,,2026-06-03T10:13:12.861Z,0.0,0.0,breakout,0.0,False,False,True,low,3.38972,,True,False,1.5085836664213976,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.765,strong,0.0575,True,"Acumulação silenciosa: slope=0.0575, consistência=46%",50m_range,1.2,0,0.72,3,0,0,0,20260506,0,0,False,False,NOT_APPLICABLE,True,
memecoin-2,meme,Memecoin,https://coin-images.coingecko.com/coins/images/32528/large/memecoin_%282%29.png?1698912168,0.00054579,34051856,612,36991683,33526587,0.00054185,0.00048327,2.362e-05,4.5232,992976.0,3.00366,63516387916.66666,69000000000.0,69000000000.0,0.056324,-99.04369,2024-03-04T17:30:21.569Z,0.00046386,16.11828,2026-05-28T12:25:43.677Z,,2026-06-03T10:13:26.210Z,-5.577344780051317,9.751035194211468,strong,0.9903,False,False,False,low,7.91292,,True,True,0.9845744384681998,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.37,weak,0.3208,False,Sinal fraco: slope=0.3208,10_49m_range,1.0,0,0.6,6,0,0,0,20260503,0,0,False,False,NOT_APPLICABLE,True,
pha,pha,PHALA,https://coin-images.coingecko.com/coins/images/12451/large/phala.png?1696512270,0.03755071,31408468,656,37414679,24740034,0.03813995,0.03443497,0.00105636,2.89457,824259.0,2.69505,839469137.2528075,1000000000.0,1000000000.0,1.39,-97.30647,2021-05-15T04:20:32.741Z,0.02120268,76.66454,2026-03-01T20:41:27.308Z,,2026-06-03T10:13:26.631Z,13.518249829764365,-24.136246562913435,strong,0.973,False,False,False,low,6.28429,,True,True,0.7876867474083741,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.291,weak,0.0513,False,Sinal fraco: slope=0.0513,10_49m_range,1.0,0,0.6,7,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,True,
