id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,zone,drawdown_pct,suspected_wash_trading,momentum,is_gold,btc_change_24h,btc_change_7d,rs_24h,rs_7d,rs_available,rs_strong_24h,rs_leader_24h,ratio,range,volume_recovery,price_resilience,timeframe_analysis,timeframe_classification,social_analysis,seller_exhaustion,volatility_14d,ratio_surge,sector,accumulation_score,accumulation_signal,accumulation_slope,is_silent_accumulation,accumulation_reason,source_range,quant_score,social_score,final_score,ranking,persistence_count_3d,persistence_count_7d,persistence_count_14d,first_seen,max_persistence_ever,persistence_days,is_confirmed_leader,social_explosion,social_validation,rs_strong
pha,pha,PHALA,https://coin-images.coingecko.com/coins/images/12451/large/phala.png?1696512270,0.04925584,41125385,552,49010374,122130067,0.053405,0.04058853,0.00866731,21.35409,7013962.0,20.56192,839115923.6881304,1000000000.0,1000000000.0,1.39,-96.47829,2021-05-15T04:20:32.741Z,0.02120268,130.98422,2026-03-01T20:41:27.308Z,,2026-05-26T10:32:44.545Z,44.59543697482036,51.48980969447111,breakout,0.9646,False,low,False,-0.38969,,21.74378,,True,True,True,2.969700271498978,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Other,0.7,strong,0.0375,True,"Acumulação silenciosa: slope=0.0375, consistência=50%",10_49m_range,1.9,0,1.14,1,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,True
marlin,pond,Marlin,https://coin-images.coingecko.com/coins/images/8903/large/200x200.png?1706115827,0.00250947,20619690,877,25138624,44019835,0.00287719,0.00139855,0.0011094,79.23941,9135589.0,79.54989,8202394162.0,10000000000.0,10000000000.0,0.323362,-99.20621,2020-12-21T23:37:33.267Z,0.00135057,90.05485,2026-05-23T08:20:56.196Z,,2026-05-26T10:33:49.075Z,0.6873799465458527,69.57564914928007,breakout,0.9922,False,low,False,-0.38969,,79.62910000000001,,True,True,True,2.134844655763496,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),10_49m_range,1.9,0,1.14,2,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,True
drift-protocol,drift,Drift Protocol,https://coin-images.coingecko.com/coins/images/37509/large/DRIFT.png?1715842607,0.04550847,28217335,731,46143263,29612416,0.04649598,0.03307839,0.01228584,36.98032,8034691.0,39.8099,611515824.085346,1000000000.0,1000000000.0,2.6,-98.2509,2024-11-09T01:41:24.471Z,0.02667806,70.74471,2026-04-10T03:05:31.364Z,,2026-05-26T10:32:32.811Z,27.905729028302233,61.32059804853834,breakout,0.9825,False,low,False,-0.38969,,37.37001,,True,True,True,1.0494405655247032,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Other,0.65,strong,0.0868,True,"Acumulação silenciosa: slope=0.0868, consistência=100%",10_49m_range,1.9,0,1.14,3,0,0,0,20260511,0,0,False,False,NOT_APPLICABLE,True
stablr-usd,usdr,StablR USD,https://coin-images.coingecko.com/coins/images/53721/large/stablrusd-logo.png?1737126629,0.994285,20954094,869,20954094,37149007,0.994351,0.962171,0.02110332,2.16849,443060.0,2.16011,21076437.506944,21076437.506944,,1.053,-5.56481,2025-03-04T20:26:03.971Z,0.40209,147.20702,2026-05-24T08:51:44.804Z,,2026-05-26T10:33:46.976Z,-0.4968073667192997,-0.526086345283619,breakout,0.0558,False,low,False,-0.38969,,2.5581799999999997,,True,True,True,1.7728758399193971,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),10_49m_range,1.7,0,1.02,4,0,0,0,20260525,0,0,False,False,NOT_APPLICABLE,True
dogs-2,dogs,Dogs,https://coin-images.coingecko.com/coins/images/39699/large/dogs_logo_200x200.png?1723687163,5.33e-05,27432152,744,29197259,35588142,5.807e-05,5.108e-05,1.41e-06,2.7221,577237.0,2.14946,516750000000.0,550000000000.0,550000000000.0,0.00163299,-96.7684,2024-08-28T10:10:46.492Z,2.375e-05,122.19316,2026-02-28T12:15:13.471Z,,2026-05-26T10:32:39.281Z,63.24920350882224,-3.7648494763697147,breakout,0.9674,False,low,False,-0.38969,,3.11179,,True,True,True,1.2973149900890022,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Meme,0.0,none,-0.1033,False,Ratio em queda — sem acumulação,10_49m_range,1.7,0,1.02,5,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,True
bonfida,fida,Bonfida,https://coin-images.coingecko.com/coins/images/13395/large/bonfida.png?1696513157,0.03337711,32964447,651,32964447,24116673,0.03731349,0.03290384,-0.003936381080221305,-10.54948,-4076205.355145082,-11.00468,990910772.711948,990910772.711948,1000000000.0,18.77,-99.82448,2021-11-03T20:34:33.492Z,0.01221703,169.72748,2026-03-29T22:50:36.078Z,,2026-05-26T10:32:44.867Z,94.65553587049045,62.412469178482276,strong,0.9982,False,low,False,-0.38969,,-10.159790000000001,,True,False,False,0.7315964681585588,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.775,strong,0.2416,True,"Acumulação silenciosa: slope=0.2416, consistência=50%",10_49m_range,1.0,0,0.6,6,0,0,0,20260506,0,0,False,False,NOT_APPLICABLE,False
aixbt,aixbt,aixbt,https://coin-images.coingecko.com/coins/images/51784/large/3.png?1731981138,0.03213624,31942734,672,32114274,20140579,0.03216642,0.02881947,0.00295633,10.1314,2912498.0,10.03264,994658423.1010208,1000000000.0,1000000000.0,0.942578,-96.58625,2025-01-16T11:56:02.862Z,0.01797721,78.98904,2026-02-23T01:30:43.221Z,,2026-05-26T10:32:33.464Z,12.858146678198915,1.6613814680821688,strong,0.9659,False,low,False,-0.38969,,10.52109,,True,True,True,0.6305214512946825,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,AI,0.0,none,-0.0071,False,Ratio em queda — sem acumulação,10_49m_range,0.9,0,0.54,7,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,True
paxos-standard,usdp,Pax Dollar,https://coin-images.coingecko.com/coins/images/6013/large/Pax_Dollar.png?1696506427,0.999345,40541577,558,40541577,27871677,0.999828,0.999146,-0.000290284268116392,-0.02904,-13183.010980807245,-0.03251,40569459.92052442,40569459.92052442,,1.18,-15.64601,2024-04-16T16:20:21.365Z,0.863529,15.71888,2021-05-19T13:14:42.046Z,"{'times': -0.000654982472621, 'currency': 'usd', 'percentage': -0.0654982472621}",2026-05-26T10:32:34.118Z,-0.04757957131853364,0.0029265802677165952,strong,0.1531,False,low,False,-0.38969,,0.36064999999999997,,True,False,False,0.6874837897894303,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.402,moderate,0.0077,False,Possível acumulação: slope=0.0077,10_49m_range,0.5,0,0.3,8,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,False
test-3,tst,Test,https://coin-images.coingecko.com/coins/images/54274/large/Test.png?1738997629,0.01742146,16360169,981,16360169,10011790,0.01814902,0.01696015,-0.000497482215498064,-2.77629,-544301.7759995442,-3.21987,942230397.1986927,942230397.1986927,1000000000.0,0.511293,-96.61633,2025-02-09T09:09:52.387Z,0.00783528,120.80186,2026-03-29T22:56:25.457Z,,2026-05-26T10:33:47.023Z,55.77831932934677,1.5680393989388703,strong,0.9659,False,low,False,-0.38969,,-2.3866,,True,False,False,0.611961282307047,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.0038,False,Ratio em queda — sem acumulação,10_49m_range,0.5,0,0.3,9,0,0,0,20260506,0,0,False,False,NOT_APPLICABLE,False
peanut-the-squirrel,pnut,Peanut the Squirrel,https://coin-images.coingecko.com/coins/images/51301/large/Peanut_the_Squirrel.png?1734941241,0.058235,58043590,447,58043590,18218060,0.058414,0.054498,0.00359075,6.57119,3304229.0,6.0363,999842179.29428,999842179.29428,1000000000.0,2.44,-97.63872,2024-11-14T01:20:47.489Z,0.03187374,80.51576,2024-11-04T21:41:11.808Z,,2026-05-26T10:32:33.376Z,7.560583626414731,1.5684095895977044,early_accumulation,0.9761,False,low,False,-0.38969,,6.9608799999999995,,True,True,True,0.3138685942754402,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.050245920861002956,False,Other,0.0,none,-0.0024,False,Ratio em queda — sem acumulação,50m_range,0.4,0,0.24,1,0,0,0,20260509,0,0,False,False,NOT_APPLICABLE,True
