id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,zone,suspected_wash_trading,momentum,is_gold,btc_change_24h,btc_change_7d,rs_24h,rs_7d,rs_available,rs_strong_24h,rs_leader_24h,ratio,range,volume_recovery,price_resilience,timeframe_analysis,timeframe_classification,social_analysis,sector,accumulation_score,accumulation_signal,accumulation_slope,is_silent_accumulation,accumulation_reason,source_range,quant_score,social_score,final_score,ranking,persistence_count_3d,persistence_count_7d,persistence_count_14d,first_seen,max_persistence_ever,persistence_days,is_confirmed_leader,social_explosion,social_validation,rs_strong
unstable-coin,usduc,Unstable Coin,https://coin-images.coingecko.com/coins/images/56006/large/usduc-logo.jpg?1748000956,0.01936729,18622454,948,18622454.0,32023073,0.02694861,0.00210966,0.01723446,808.0547,16492065.0,774.13419,999892310.943349,999892310.943349,1000000000.0,0.074542,-75.01752,2025-09-01T08:42:30.412Z,0.00113082,1546.81393,2026-04-07T06:34:44.728Z,,2026-05-07T00:07:07.798Z,1449.10282626291,961.3329817178192,breakout,False,low,False,0.55459,,807.5001100000001,,True,False,False,1.7195946892928289,10m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Other,0.0,none,0.0,False,Apenas 0 snapshots (mínimo 3),10m_range,1.6,0,0.96,1,0,0,0,20260506,0,0,False,False,NOT_APPLICABLE,False
microstrategy-ondo-tokenized-stock,mstron,MicroStrategy (Ondo Tokenized Stock),https://coin-images.coingecko.com/coins/images/68530/large/mstron_160x160.png?1756100941,186.11,15813938,1019,15813938.0,13254893,192.0,179.35,6.75,3.76519,-8330861.948904198,-34.50375,84930.55631186442,84930.55631186442,,362.7,-48.66266,2025-10-06T14:08:13.315Z,101.13,84.11703,2026-02-06T00:21:01.650Z,,2026-05-07T00:07:08.920Z,47.192307759464754,17.02981080360966,strong,False,low,False,0.55459,,3.2106,,True,False,False,0.8381778782742161,10m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0.20221160539230326, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),10m_range,1.1,0,0.66,2,0,0,0,20260506,0,0,False,False,NOT_APPLICABLE,False
test-3,tst,Test,https://coin-images.coingecko.com/coins/images/54274/large/Test.png?1738997629,0.01905287,17975236,969,17975236.0,28801516,0.02124562,0.01879005,-0.001559849062166531,-7.56741,-1089734.5335247964,-5.7159,942230397.1986927,942230397.1986927,1000000000.0,0.511293,-96.27337,2025-02-09T09:09:52.387Z,0.00783528,143.18196,2026-03-29T22:56:25.457Z,,2026-05-07T00:07:17.730Z,122.20961859797177,77.27921843400838,breakout,False,low,False,0.55459,,-8.122,,True,False,False,1.6022886152927283,10m_range,False,False,"{'short_term': {'has_spike': True, 'momentum_initial': 'low', 'volume_mc_ratio': 2.963339168762218, 'is_candidate': True}, 'medium_term': {'persistence_days': 1, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 7.142857142857142, 'is_confirmed_leader': False}, 'classification': 'CANDIDATE_INITIAL'}",CANDIDATE_INITIAL,"{""should_analyze"": true, ""reason"": ""Valida\u00e7\u00e3o social completa"", ""youtube_velocity"": 0.1, ""telegram_spike"": 0.0, ""combined_validation"": ""SOCIAL_WEAK"", ""youtube_data"": {""symbol"": ""tst"", ""daily_videos"": [0, 19, 7, 8, 2, 4, 7], ""today_videos"": 0, ""avg_7d_videos"": 7.833333333333333, ""avg_views_per_video"": 2674.14, ""avg_likes_per_video"": 69.14, ""avg_comments_per_video"": 6.82, ""total_engagement"": 75.96000000000001, ""total_videos_found"": 50, ""videos_with_stats"": 50, ""data_source"": ""real""}, ""telegram_data"": {""symbol"": ""Test"", ""mentions_today"": 29, ""mentions_7d_avg"": 25.285714285714285, ""channels_analyzed"": 4, ""data_source"": ""simulation""}, ""youtube_data_quality"": ""real"", ""telegram_data_quality"": ""simulation"", ""data_quality_warning"": true, ""both_simulated"": false}",Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),10m_range,1.5,-1,0.5,3,0,0,0,20260506,0,1,False,False,SOCIAL_WEAK,False
act-i-the-ai-prophecy,act,Act I The AI Prophecy,https://coin-images.coingecko.com/coins/images/50984/large/ai_prophecy.jpg?1729653897,0.01592731,15124097,1034,15124097.0,15650245,0.01631314,0.01574955,1.715e-05,0.1078,22777.0,0.15083,948240776.527631,948240776.527631,1000000000.0,0.919768,-98.26581,2024-11-14T08:35:39.083Z,0.00709075,124.94803,2025-10-10T21:25:23.179Z,,2026-05-07T00:07:28.743Z,35.776155932834165,17.10433023438471,breakout,False,low,False,0.55459,,-0.44679,,True,False,False,1.0347887216010319,10m_range,False,False,"{'short_term': {'has_spike': True, 'momentum_initial': 'low', 'volume_mc_ratio': 1.3035127159100206, 'is_candidate': True}, 'medium_term': {'persistence_days': 3, 'volume_recovery_consistent': True, 'volatility_reducing': False, 'is_emerging_leader': True}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 21.428571428571427, 'is_confirmed_leader': False}, 'classification': 'CANDIDATE_STRONG'}",CANDIDATE_STRONG,"{""should_analyze"": true, ""reason"": ""Valida\u00e7\u00e3o social completa"", ""youtube_velocity"": 0.1, ""telegram_spike"": 0.0, ""combined_validation"": ""SOCIAL_WEAK"", ""youtube_data"": {""symbol"": ""act"", ""daily_videos"": [0, 8, 5, 8, 12, 7, 5], ""today_videos"": 0, ""avg_7d_videos"": 7.5, ""avg_views_per_video"": 11447.9, ""avg_likes_per_video"": 263.06, ""avg_comments_per_video"": 22.84, ""total_engagement"": 285.9, ""total_videos_found"": 50, ""videos_with_stats"": 50, ""data_source"": ""real""}, ""telegram_data"": {""symbol"": ""Act I The AI Prophecy"", ""mentions_today"": 12, ""mentions_7d_avg"": 5.857142857142857, ""channels_analyzed"": 4, ""data_source"": ""simulation""}, ""youtube_data_quality"": ""real"", ""telegram_data_quality"": ""simulation"", ""data_quality_warning"": true, ""both_simulated"": false}",Other,0.425,moderate,0.0547,False,Possível acumulação: slope=0.0547,10m_range,1.5,-1,0.5,4,0,0,0,20260504,0,3,False,False,SOCIAL_WEAK,False
aixbt,aixbt,aixbt,https://coin-images.coingecko.com/coins/images/51784/large/3.png?1731981138,0.0346898,34528889,653,34714318.0,19953039,0.03632808,0.03303477,0.00114095,3.40085,1160574.0,3.47807,994658423.1010208,1000000000.0,1000000000.0,0.942578,-96.31635,2025-01-16T11:56:02.862Z,0.01797721,93.14038,2026-02-23T01:30:43.221Z,,2026-05-07T00:04:49.883Z,51.01000423837632,24.79660816259421,strong,False,low,False,0.55459,,2.84626,,True,False,False,0.5778650740833278,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",AI,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),50m_range,0.6,0,0.36,1,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,False
og-fan-token,og,OG Fan Token,https://coin-images.coingecko.com/coins/images/11663/large/OG_400px_%282%29.png?1769068991,3.14,14735439,1046,15766600.0,7974486,3.16,3.01,0.098888,3.2465,498094.0,3.4985,4672992.0,5000000.0,5000000.0,24.78,-87.28637,2025-09-10T22:17:25.303Z,1.18,166.58285,2022-05-12T06:17:01.402Z,,2026-05-07T00:07:25.729Z,22.25699169877021,7.558762708604867,strong,False,low,False,0.55459,,2.69191,,True,False,False,0.5411773615974387,10m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Other,0.0,none,0.0,False,Apenas 0 snapshots (mínimo 3),10m_range,0.6,0,0.36,5,0,0,0,20260506,0,0,False,False,NOT_APPLICABLE,False
giggle-fund,giggle,Giggle Fund,https://coin-images.coingecko.com/coins/images/69414/large/giggle-fund.jpg?1758541887,36.88,36866127,616,36866127.0,26536917,37.57,34.74,1.73,4.91044,1699904.0,4.83391,1000000.0,1000000.0,1000000.0,274.54,-86.5895,2025-10-25T04:05:48.420Z,8.64,326.01693,2025-09-25T16:01:24.440Z,,2026-05-07T00:04:47.427Z,50.06051683247434,14.30508495971301,strong,False,low,False,0.55459,,4.35585,,True,False,False,0.719818412170066,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0.6474061628263743, 'is_candidate': False}, 'medium_term': {'persistence_days': 3, 'volume_recovery_consistent': True, 'volatility_reducing': False, 'is_emerging_leader': True}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 21.428571428571427, 'is_confirmed_leader': False}, 'classification': 'CANDIDATE_STRONG'}",CANDIDATE_STRONG,"{""should_analyze"": true, ""reason"": ""Valida\u00e7\u00e3o social completa"", ""youtube_velocity"": 0.5746863864488811, ""telegram_spike"": 0.0, ""combined_validation"": ""SOCIAL_WEAK"", ""youtube_data"": {""symbol"": ""giggle"", ""daily_videos"": [14, 6, 4, 13, 15, 13, 15], ""today_videos"": 14, ""avg_7d_videos"": 11.0, ""avg_views_per_video"": 14602, ""avg_likes_per_video"": 438, ""avg_comments_per_video"": 68, ""total_engagement"": 506, ""data_source"": ""simulation""}, ""telegram_data"": {""symbol"": ""Giggle Fund"", ""mentions_today"": 47, ""mentions_7d_avg"": 22.285714285714285, ""channels_analyzed"": 4, ""data_source"": ""simulation""}, ""youtube_data_quality"": ""simulation"", ""telegram_data_quality"": ""simulation"", ""data_quality_warning"": true, ""both_simulated"": true}",Other,0.0,none,-0.8637,False,Ratio em queda — sem acumulação,50m_range,1.1,-1,0.26,2,0,0,0,20260504,0,3,False,False,SOCIAL_WEAK,False
neiro-3,neiro,Neiro,https://coin-images.coingecko.com/coins/images/39488/large/neiro.jpg?1731449567,9.827e-05,41386510,561,41386510.0,30568788,0.00010044,9.596e-05,-1.20558097969e-07,-0.12253,-4596.729449190199,-0.01111,420690000000.0,420690000000.0,420690000000.0,0.00301761,-96.73988,2024-11-12T08:05:49.038Z,2.44e-06,3934.48863,2024-08-01T07:00:23.692Z,,2026-05-07T00:04:45.183Z,77.23788956594758,12.343232829165416,strong,False,low,False,0.55459,,-0.67712,,True,False,False,0.7386171967629066,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0.8753601470546536, 'is_candidate': True}, 'medium_term': {'persistence_days': 5, 'volume_recovery_consistent': True, 'volatility_reducing': False, 'is_emerging_leader': True}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 35.714285714285715, 'is_confirmed_leader': False}, 'classification': 'LEADER_EMERGING'}",LEADER_EMERGING,"{""should_analyze"": true, ""reason"": ""Valida\u00e7\u00e3o social completa"", ""youtube_velocity"": 0.1, ""telegram_spike"": 0.0, ""combined_validation"": ""SOCIAL_WEAK"", ""youtube_data"": {""symbol"": ""neiro"", ""daily_videos"": [0, 1, 0, 0, 3, 1, 0], ""today_videos"": 0, ""avg_7d_videos"": 0.8333333333333334, ""avg_views_per_video"": 4.4, ""avg_likes_per_video"": 0.2, ""avg_comments_per_video"": 0.8, ""total_engagement"": 1.0, ""total_videos_found"": 5, ""videos_with_stats"": 5, ""data_source"": ""real""}, ""telegram_data"": {""symbol"": ""Neiro"", ""mentions_today"": 43, ""mentions_7d_avg"": 24.142857142857142, ""channels_analyzed"": 4, ""data_source"": ""simulation""}, ""youtube_data_quality"": ""real"", ""telegram_data_quality"": ""simulation"", ""data_quality_warning"": true, ""both_simulated"": false}",Meme,0.775,strong,0.1324,True,"Acumulação silenciosa: slope=0.1324, consistência=50%",50m_range,1.0,-1,0.2,3,0,0,0,20260502,0,5,False,False,SOCIAL_WEAK,False
zerebro,zerebro,Zerebro,https://coin-images.coingecko.com/coins/images/51289/large/zerebro_2.png?1730588883,0.04342319,43342445,545,43342445.0,19499584,0.0441146,0.02877125,0.0136309,45.75309,13500582.0,45.24042,999949996.08105,999949996.08105,1000000000.0,0.784071,-94.46942,2025-01-02T07:41:04.150Z,0.00580864,646.53681,2024-11-03T08:34:49.111Z,,2026-05-07T00:04:50.175Z,512.5264602925193,61.61003010250386,early_accumulation,False,low,False,0.55459,,45.1985,,True,False,False,0.44989580075604874,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0.3866878024940366, 'is_candidate': False}, 'medium_term': {'persistence_days': 1, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 7.142857142857142, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Other,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),50m_range,0.1,0,0.06,4,0,0,0,20260504,0,1,False,False,NOT_APPLICABLE,False
carv,carv,CARV,https://coin-images.coingecko.com/coins/images/37689/large/CARV_%281%29.png?1728418485,0.060854,35695260,631,60603049.0,12193028,0.063825,0.058268,0.0024535,4.20118,1295782.0,3.76687,589001066.0,1000000000.0,1000000000.0,1.36,-95.55418,2024-11-02T15:50:28.103Z,0.051064,18.71781,2026-04-13T09:15:45.359Z,,2026-05-07T00:04:49.342Z,7.190190240554148,7.7155972789696134,early_accumulation,False,low,False,0.55459,,3.6465899999999998,,True,False,False,0.3415867540956418,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Other,0.0,none,0.0,False,Apenas 0 snapshots (mínimo 3),50m_range,0.1,0,0.06,5,0,0,0,20260506,0,0,False,False,NOT_APPLICABLE,False
