id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,zone,fdv_warning,drawdown_pct,price_resilience,is_gold,suspected_wash_trading,momentum,rs_24h,rs_7d,rs_strong_24h,rs_leader_24h,ratio,range,volume_recovery,timeframe_analysis,timeframe_classification,social_analysis,seller_exhaustion,volatility_14d,ratio_surge,sector,accumulation_score,accumulation_signal,accumulation_slope,is_silent_accumulation,accumulation_reason,source_range,quant_score,social_score,final_score,ranking,persistence_count_3d,persistence_count_7d,persistence_count_14d,first_seen,max_persistence_ever,persistence_days,is_confirmed_leader,social_explosion,social_validation,rs_strong
biconomy,bico,Biconomy,https://coin-images.coingecko.com/coins/images/21061/large/biconomy_logo.jpg?1696520444,0.050787,36832247,554,51294847,225963736,0.064705,0.03948995,0.01081643,27.06096,8036745.0,27.90972,718049656.9789356,1000000000.0,1000000000.0,21.45,-99.75847,2021-12-02T02:18:45.254Z,0.01732508,198.9856,2026-06-06T04:45:48.988Z,,2026-06-21T13:45:45.131Z,87.01713807309332,171.89906638753905,breakout,True,0.9976,False,False,False,low,26.142210000000002,,False,False,6.134943002527106,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.419,moderate,0.3809,False,Possível acumulação: slope=0.3809,10_49m_range,1.5,0,0.9,1,0,0,0,20260506,0,0,False,False,NOT_APPLICABLE,False
stratis,strax,Xertra,https://coin-images.coingecko.com/coins/images/531/large/Xertra_Logo_200x200.png?1761277005,0.01191288,25900921,703,25900921,40993892,0.01354375,0.00915105,0.00274081,29.88209,5905246.0,29.53261,2177879899.464843,2177879899.464843,,22.77,-99.9478,2018-01-08T00:00:00.000Z,0.00793545,49.75659,2026-06-09T03:05:29.971Z,,2026-06-21T13:45:46.992Z,-4.728978673808921,28.346701112652344,breakout,,0.9995,False,False,False,low,28.963340000000002,,False,False,1.5827194716357769,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.0646,False,Ratio em queda — sem acumulação,10_49m_range,1.5,0,0.9,2,0,0,0,20260531,0,0,False,False,NOT_APPLICABLE,False
synapse-2,syn,Synapse,https://coin-images.coingecko.com/coins/images/18024/large/synapse_social_icon.png?1696517540,0.143979,31465323,627,35908410,45143184,0.169628,0.128475,-0.01790287993237466,-11.0592,-3569327.2154967412,-10.18799,219066529.0,250000000.0,250000000.0,4.92,-97.07584,2021-10-24T00:24:41.805Z,0.02738298,424.9054,2026-06-11T02:30:31.818Z,,2026-06-21T13:45:44.780Z,204.52504322140146,268.081219624452,breakout,,0.9707,False,False,False,low,-11.97795,,False,False,1.4346963481035933,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),10_49m_range,1.5,0,0.9,3,0,0,0,20260619,0,0,False,False,NOT_APPLICABLE,False
wormhole,w,Wormhole,https://coin-images.coingecko.com/coins/images/35087/large/W_Token_%283%29.png?1758122686,0.01127513,68008299,362,112744972,41051230,0.01140958,0.01021271,0.00106242,10.40287,6432060.0,10.44569,6032047195.0,10000000000.0,10000000000.0,1.66,-99.32246,2024-04-03T11:46:35.308Z,0.00851248,31.94507,2026-06-10T23:20:46.175Z,,2026-06-21T13:45:24.014Z,-14.120709280953095,15.829703216796798,strong,True,0.9932,False,False,False,low,9.48412,,False,False,0.6036208904445618,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",True,0.038675092866276385,True,Other,0.0,none,-0.0133,False,Ratio em queda — sem acumulação,50m_range,1.3,0,0.78,1,0,0,0,20260509,0,0,False,False,NOT_APPLICABLE,False
epic-chain,epic,Epic Chain,https://coin-images.coingecko.com/coins/images/54734/large/PFP.png?1753421273,0.479503,16108669,921,16108669,15012009,0.491668,0.426943,0.04605681,10.62572,1537993.0,10.5554,33600000.0,33600000.0,33600000.0,3.2,-85.00137,2025-08-20T15:57:23.043Z,0.192233,149.45681,2026-05-29T04:15:25.109Z,,2026-06-21T13:46:43.806Z,86.76799320922873,-7.195542682311272,strong,,0.8502,False,False,False,low,9.70697,,False,False,0.9319211289275359,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.124,False,Ratio em queda — sem acumulação,10_49m_range,1.0,0,0.6,4,0,0,0,20260603,0,0,False,False,NOT_APPLICABLE,False
waves,waves,Waves,https://coin-images.coingecko.com/coins/images/425/large/waves.png?1696501700,0.304293,30772356,635,30772356,27148112,0.336079,0.272566,0.02937584,10.68534,3280642.0,11.9332,100000000.0,100000000.0,,61.3,-99.50275,2022-03-31T14:34:44.545Z,0.130878,132.90962,2016-08-02T00:00:00.000Z,"{'times': 0.6185805890094718, 'currency': 'usd', 'percentage': 61.85805890094718}",2026-06-21T13:45:46.725Z,-21.7615116565953,13.983108200308347,strong,,0.995,False,False,False,low,9.76659,,False,False,0.8822240325050185,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Other,0.0,none,-0.0466,False,Ratio em queda — sem acumulação,10_49m_range,1.0,0,0.6,5,0,0,0,20260507,0,0,False,False,NOT_APPLICABLE,False
xai-blockchain,xai,Xai,https://coin-images.coingecko.com/coins/images/34258/large/round_icon_2048_px.png?1719523838,0.00851601,17656963,879,18795972,14702154,0.00865136,0.0079435,0.00056093,7.05123,1162265.0,7.04629,2073843506.7024958,2207622225.361187,2500000000.0,1.59,-99.46465,2024-02-25T16:20:31.509Z,0.00728072,16.89574,2026-06-06T05:05:22.703Z,,2026-06-21T13:46:42.485Z,-19.445098996755075,6.127718720667075,strong,,0.9946,False,False,False,low,6.13248,,False,False,0.8326547436272025,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Other,0.072,none,0.0014,False,"Spike detectado — possível pump, não acumulação gradual",10_49m_range,1.0,0,0.6,6,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,False
metamask-usd,musd,MetaMask USD,https://coin-images.coingecko.com/coins/images/68451/large/MetaMask-mUSD-Icon-200x200.png?1755878384,0.99961,36173508,562,36173508,28225251,0.999768,0.999524,-2.9716445216543e-05,-0.00297,9292.08,0.02569,36184478.360055,36187687.443518,,1.26,-20.67192,2026-05-17T23:15:47.956Z,0.979806,2.0301,2025-09-03T00:00:00.000Z,,2026-06-21T13:45:47.935Z,-0.014429649265206563,-0.02134750476121057,strong,,0.2067,False,False,False,low,-0.92172,,False,False,0.7802740889824675,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.1316,False,Ratio em queda — sem acumulação,10_49m_range,1.0,0,0.6,7,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,False
kintara,kins,Kintara,https://coin-images.coingecko.com/coins/images/102173474/large/fqh1kyqexcnpjt8420afe6bjhb00.?1779705768,0.01622594,16252700,916,16252700,10995113,0.016802,0.01376835,0.00085976,5.59512,988194.0,6.4738,994014354.41487,994014033.172833,1000000000.0,0.02151926,-24.01892,2026-06-18T20:50:23.245Z,0.00026633,6039.11303,2026-05-25T19:49:31.422Z,,2026-06-21T13:46:40.695Z,,71.66775293136754,strong,,0.246,False,False,False,low,4.6763699999999995,,False,False,0.6765099337340873,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),10_49m_range,0.5,0,0.3,8,0,0,0,20260619,0,0,False,False,NOT_APPLICABLE,False
stargate-finance,stg,Stargate Finance,https://coin-images.coingecko.com/coins/images/24413/large/STG_LOGO.png?1696523595,0.203197,28274901,669,28274901,18850076,0.217153,0.200502,-0.003542106599166733,-1.71332,-552645.465188887,-1.91707,139396741.64605498,139396741.64605498,1000000000.0,4.14,-95.10005,2022-04-02T00:00:00.000Z,0.104476,94.23664,2025-12-31T19:01:22.813Z,,2026-06-21T13:45:45.043Z,22.01437787348433,-21.977178453818873,strong,,0.9509,False,False,False,low,-2.6320699999999997,,False,False,0.6666716887885832,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.439,moderate,0.0479,False,Possível acumulação: slope=0.0479,10_49m_range,0.5,0,0.3,9,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,False
