id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,zone,suspected_wash_trading,momentum,is_gold,btc_change_24h,btc_change_7d,rs_24h,rs_7d,rs_available,rs_strong_24h,rs_leader_24h,ratio,range,volume_recovery,price_resilience,timeframe_analysis,timeframe_classification,social_analysis,sector,accumulation_score,accumulation_signal,accumulation_slope,is_silent_accumulation,accumulation_reason,source_range,quant_score,social_score,final_score,ranking,persistence_count_3d,persistence_count_7d,persistence_count_14d,first_seen,max_persistence_ever,persistence_days,is_confirmed_leader,social_explosion,social_validation,rs_strong
notcoin,not,Notcoin,https://coin-images.coingecko.com/coins/images/33453/large/rFmThDiD_400x400.jpg?1701876350,0.00060482,60129387,461,61957715,48078729,0.00065041,0.00060181,-2.0540346431363e-05,-3.28456,-2185254.258072868,-3.50681,99429447866.9074,102452755868.5205,102456956842.91,0.02836145,-97.86772,2024-06-02T18:00:38.587Z,0.00032676,85.07516,2026-02-28T13:45:06.069Z,,2026-05-10T14:22:32.731Z,69.64419412956646,53.81721211115935,strong,False,low,False,0.7012,,-3.98576,,True,False,False,0.7995878787189366,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Meme,0.775,strong,0.433,True,"Acumulação silenciosa: slope=0.4330, consistência=50%",50m_range,1.0,0,0.6,1,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,False
wormhole,w,Wormhole,https://coin-images.coingecko.com/coins/images/35087/large/W_Token_%283%29.png?1758122686,0.01611605,94012215,320,161534798,54399021,0.01631049,0.01443859,0.00136374,9.24424,8200693.0,9.55663,5819935800.0,10000000000.0,10000000000.0,1.66,-99.02556,2024-04-03T11:46:35.308Z,0.01174426,37.54357,2026-04-15T06:15:44.396Z,,2026-05-10T14:22:24.763Z,24.566265318775454,26.459525759512758,strong,False,low,False,0.7012,,8.54304,,True,False,False,0.5786377972266689,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),50m_range,0.6,0,0.36,2,0,0,0,20260509,0,0,False,False,NOT_APPLICABLE,False
api3,api3,Api3,https://coin-images.coingecko.com/coins/images/13256/large/Api3-Token.png?1742439807,0.367432,52599473,499,61789655,36160049,0.397635,0.364821,-0.004972689406714581,-1.33529,-702040.2301772833,-1.31711,143154426.2782652,168166373.6779725,,10.3,-96.43,2021-04-07T06:54:35.507Z,0.257119,42.974,2026-02-06T00:30:21.935Z,,2026-05-10T14:22:26.004Z,29.833058473898618,-3.6663635046511267,strong,False,low,False,0.7012,,-2.03649,,True,False,False,0.6874602907143195,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Infra,0.0,none,0.0,False,Apenas 0 snapshots (mínimo 3),50m_range,0.5,0,0.3,3,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,False
renzo,rez,Renzo,https://coin-images.coingecko.com/coins/images/37327/large/renzo_200x200.png?1714025012,0.00717137,61098896,455,70290314,21110614,0.00715515,0.00639018,0.00061161,9.32373,5199722.0,9.30197,8531232557.202737,9814629224.12962,10000000000.0,0.278213,-97.42594,2024-04-30T11:50:54.665Z,0.00265163,170.07421,2026-02-28T10:11:14.983Z,,2026-05-10T14:22:31.973Z,95.69966342326826,31.06019187598,early_accumulation,False,low,False,0.7012,,8.62253,,True,False,False,0.34551547379841363,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",DeFi,0.0,none,-0.0302,False,Ratio em queda — sem acumulação,50m_range,0.1,0,0.06,4,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,False
troll-2,troll,TROLL,https://coin-images.coingecko.com/coins/images/55282/large/Untitled_design.png?1777015928,0.086819,86726760,338,86726760,28429369,0.096918,0.052789,0.03005014,52.93464,30021878.0,52.94408,998881364.26423,998881364.26423,1000000000.0,0.282604,-69.26022,2025-08-22T21:48:29.985Z,0.00387003,2144.72951,2025-04-22T03:50:51.686Z,,2026-05-10T14:22:33.032Z,634.0506515225952,134.34984259892607,early_accumulation,False,low,False,0.7012,,52.23344,,True,False,False,0.32780388659740084,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Meme,0.0,none,-0.1561,False,Ratio em queda — sem acumulação,50m_range,0.1,0,0.06,5,0,0,0,20260503,0,0,False,False,NOT_APPLICABLE,False
based-brett,brett,Brett,https://coin-images.coingecko.com/coins/images/35529/large/1000050750.png?1709031995,0.00987905,97770832,315,97770832,26689978,0.01053852,0.00923157,0.00057125,6.13731,5666636.0,6.15242,9909607140.51193,9909607140.51193,9999998988.0,0.234204,-95.78732,2024-12-01T16:31:18.357Z,0.00084753,1064.12442,2024-02-29T08:40:24.951Z,,2026-05-10T14:22:24.407Z,48.400988983727274,24.882490282999672,early_accumulation,False,low,False,0.7012,,5.43611,,True,False,False,0.2729850759580321,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Meme,0.0,none,0.0,False,Apenas 0 snapshots (mínimo 3),50m_range,0.1,0,0.06,6,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,False
sushi,sushi,Sushi,https://coin-images.coingecko.com/coins/images/12271/large/512x512_Logo_no_chop.png?1696512101,0.251177,68574273,412,73221663,16802905,0.25816,0.238159,0.00914155,3.77695,2627835.0,3.9848,273012266.12632084,291514753.9009228,,23.38,-98.92403,2021-03-13T23:44:36.774Z,0.176242,42.71501,2026-02-06T00:25:56.686Z,,2026-05-10T14:22:22.571Z,28.30468861943607,14.77748817770021,early_accumulation,False,low,False,0.7012,,3.0757499999999998,,True,False,False,0.24503220034137294,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",DeFi,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),50m_range,0.1,0,0.06,7,0,0,0,20260509,0,0,False,False,NOT_APPLICABLE,False
popcat,popcat,Popcat,https://coin-images.coingecko.com/coins/images/33760/large/image.jpg?1702964227,0.071036,69639180,409,69639180,16078452,0.072031,0.067287,0.00336107,4.96647,3280181.0,4.94308,979978669.96,979978669.96,979978694.0,2.05,-96.54154,2024-11-17T15:50:59.669Z,0.00379728,1771.39188,2024-01-05T15:34:24.842Z,,2026-05-10T14:22:32.030Z,38.139063596989416,16.37160152177989,early_accumulation,False,low,False,0.7012,,4.26527,,True,False,False,0.23088227058388683,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Meme,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),50m_range,0.1,0,0.06,8,0,0,0,20260509,0,0,False,False,NOT_APPLICABLE,False
grx-chain,grx,GRX Chain,https://coin-images.coingecko.com/coins/images/71011/large/Untitled_design_%283%29.png?1765178472,9.35,88955794,330,93497326,32413257,9.78,9.18,-0.20493777001621005,-2.14448,-2128253.4588653147,-2.33658,9512395.0,9998039.0,10000000.0,13.26,-29.47675,2026-02-26T22:25:48.793Z,0.868057,977.29915,2026-02-14T17:00:45.524Z,,2026-05-10T14:22:27.030Z,-1.7387852444825866,2.1039241910239244,early_accumulation,False,low,False,0.7012,,-2.84568,,True,False,False,0.364374882652388,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),50m_range,0.0,0,0.0,9,0,0,0,20260509,0,0,False,False,NOT_APPLICABLE,False
moo-deng,moodeng,Moo Deng,https://coin-images.coingecko.com/coins/images/50264/large/MOODENG.jpg?1726726975,0.065299,64686006,428,64686006,14691595,0.066644,0.064423,-0.000516091360550627,-0.78415,-549334.924254477,-0.84208,989938191.298893,989938191.298893,1000000000.0,0.680378,-90.39577,2024-11-15T14:06:28.269Z,0.01544782,323.00545,2024-09-20T13:55:20.098Z,,2026-05-10T14:22:25.036Z,30.54056715292327,9.7527076463905,early_accumulation,False,low,False,0.7012,,-1.48535,,True,False,False,0.2271216899679971,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),50m_range,0.0,0,0.0,10,0,0,0,20260509,0,0,False,False,NOT_APPLICABLE,False
