id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,zone,suspected_wash_trading,momentum,is_gold,btc_change_24h,btc_change_7d,rs_24h,rs_7d,rs_available,rs_strong_24h,rs_leader_24h,ratio,range,volume_recovery,price_resilience,timeframe_analysis,timeframe_classification,social_analysis,sector,accumulation_score,accumulation_signal,accumulation_slope,is_silent_accumulation,accumulation_reason,source_range
constitutiondao,people,ConstitutionDAO,https://coin-images.coingecko.com/coins/images/20612/large/GN_UVm3d_400x400.jpg?1696520017,0.00852418,43182699,545,43182699.0,11189151,0.00862486,0.0083431,-1.3848782207612e-05,-0.1622,-340397.2381079197,-0.78211,5066444892.014003,5066444892.014003,,0.185022,-95.39287,2021-12-23T05:59:19.861Z,0.0009194,827.15022,2021-11-21T11:33:21.508Z,,2026-05-06T11:41:42.259Z,29.426458819663186,7.804247057889256,early_accumulation,False,low,False,2.05344,,-2.21564,,True,False,False,0.25911189571545773,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Other,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),50m_range
paxos-standard,usdp,Pax Dollar,https://coin-images.coingecko.com/coins/images/6013/large/Pax_Dollar.png?1696506427,0.999306,40541310,574,40541310.0,9774198,0.99975,0.999128,-0.000273842511237077,-0.0274,-8238.366489008069,-0.02032,40569459.93027243,40569459.93027243,,1.18,-15.64247,2024-04-16T16:20:21.365Z,0.863529,15.72373,2021-05-19T13:14:42.046Z,"{'times': -0.000693864221453, 'currency': 'usd', 'percentage': -0.0693864221453}",2026-05-06T11:41:51.075Z,-0.09341536291889448,-0.0018993477180678292,early_accumulation,False,low,False,2.05344,,-2.0808400000000002,,True,False,False,0.24109230806799287,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Other,0.586,moderate,0.0393,False,Possível acumulação: slope=0.0393,50m_range
merlin-chain,merl,Merlin Chain,https://coin-images.coingecko.com/coins/images/37118/large/merlin.jpeg?1713352230,0.03835671,47444516,509,80567394.0,11379326,0.0423028,0.03774068,-0.001026383295689305,-2.60615,-1258500.445850484,-2.58403,1236647716.0,2100000000.0,2100000000.0,1.45,-97.35279,2024-04-19T11:41:13.943Z,0.02130297,80.1857,2026-04-03T19:50:42.218Z,,2026-05-06T11:41:53.170Z,59.37799921081308,7.035745998873855,early_accumulation,False,low,False,2.05344,,-4.65959,,True,False,False,0.2398449169552072,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Other,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),50m_range
snek,snek,Snek,https://coin-images.coingecko.com/coins/images/30496/large/Snek-Square-BG_200x200.png?1768638178,0.00053804,40144880,580,40430082.0,9545079,0.00053807,0.00049554,4.19e-05,8.44482,3075415.0,8.29636,74714279612.0,75245073429.0,76715880000.0,0.00895508,-93.99176,2024-12-05T11:50:53.994Z,0.00013847,288.56667,2023-10-20T02:25:36.411Z,,2026-05-06T11:41:46.768Z,25.547349468125248,13.966542409658858,early_accumulation,False,low,False,2.05344,,6.39138,,True,False,False,0.237765787318333,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Meme,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),50m_range
cyberconnect,cyber,CYBER,https://coin-images.coingecko.com/coins/images/31274/large/token.png?1715826754,0.56353,35309916,641,56357241.0,8306823,0.56442,0.542139,0.01509583,2.75253,947333.0,2.75687,62653733.76,100000000.0,100000000.0,15.79,-96.43035,2023-09-01T22:25:07.435Z,0.441088,27.76875,2026-02-06T00:30:51.267Z,,2026-05-06T11:41:52.688Z,11.837177702270887,4.974946864127852,early_accumulation,False,low,False,2.05344,,0.69909,,True,False,False,0.2352546803000041,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Other,0.0,none,0.0,False,Apenas 0 snapshots (mínimo 3),50m_range
renzo,rez,Renzo,https://coin-images.coingecko.com/coins/images/37327/large/renzo_200x200.png?1714025012,0.00542651,46075203,522,53244333.0,10133803,0.00556322,0.00527387,5.828e-05,1.08562,632708.0,1.39233,8493129887.801069,9814629224.12962,10000000000.0,0.278213,-98.04936,2024-04-30T11:50:54.665Z,0.00265163,104.66391,2026-02-28T10:11:14.983Z,,2026-05-06T11:41:43.503Z,54.551823540973075,25.980318215624514,early_accumulation,False,low,False,2.05344,,-0.9678200000000001,,True,False,False,0.21994049597567697,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",DeFi,0.0,none,-0.0683,False,Ratio em queda — sem acumulação,50m_range
ssv-network,ssv,SSV Network,https://coin-images.coingecko.com/coins/images/19155/large/ssv.png?1696518606,2.93,43046000,547,43046000.0,9399154,2.94,2.8,0.084147,2.95959,1259311.0,3.01366,14699173.1,14699173.1,,65.82,-95.55158,2024-03-25T05:21:25.264Z,2.09,40.36939,2026-04-13T08:10:42.294Z,,2026-05-06T11:41:42.194Z,26.647241579806142,1.724845763824413,early_accumulation,False,low,False,2.05344,,0.9061499999999998,,True,False,False,0.21835139153463737,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",DeFi,0.259,weak,0.0078,False,Sinal fraco: slope=0.0078,50m_range
test-3,tst,Test,https://coin-images.coingecko.com/coins/images/54274/large/Test.png?1738997629,0.02025556,19077718,928,19077718.0,56533749,0.02213918,0.01879005,-0.000978136431172616,-4.60653,-1105156.7394698597,-5.47572,942230397.1986927,942230397.1986927,1000000000.0,0.511293,-96.03996,2025-02-09T09:09:52.387Z,0.00783528,158.41331,2026-03-29T22:56:25.457Z,,2026-05-06T11:43:04.310Z,129.5064730388307,83.33002484910782,breakout,False,low,False,2.05344,,-6.65997,,True,False,False,2.963339168762218,10m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Other,0.0,none,0.0,False,Apenas 0 snapshots (mínimo 3),10m_range
act-i-the-ai-prophecy,act,Act I The AI Prophecy,https://coin-images.coingecko.com/coins/images/50984/large/ai_prophecy.jpg?1729653897,0.01615221,15315813,1032,15315813.0,19964357,0.01664801,0.01572005,-0.000455008137372748,-2.73982,-406372.5904567521,-2.58471,948240776.527631,948240776.527631,1000000000.0,0.919768,-98.23886,2024-11-14T08:35:39.083Z,0.00709075,128.4445,2025-10-10T21:25:23.179Z,,2026-05-06T11:44:05.829Z,34.76808673284692,12.568219403391053,breakout,False,low,False,2.05344,,-4.79326,,True,False,False,1.3035127159100206,10m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Other,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),10m_range
mubarak,mubarak,Mubarak,https://coin-images.coingecko.com/coins/images/54857/large/DKjv3dc6_400x400.jpg?1742107486,0.01677513,16783093,995,16783093.0,10022985,0.01697317,0.01592634,0.00065362,4.05433,659429.0,4.08982,1000000000.0,1000000000.0,1000000000.0,0.211228,-92.05452,2025-03-18T05:06:59.770Z,0.01000671,67.71834,2025-10-10T21:27:11.195Z,,2026-05-06T11:43:04.545Z,46.51211851092403,16.587348861640187,strong,False,low,False,2.05344,,2.00089,,True,False,False,0.5972072609023855,10m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Meme,0.0,none,-0.0291,False,Ratio em queda — sem acumulação,10m_range
czs-dog,broccoli,CZ's Dog,https://coin-images.coingecko.com/coins/images/54400/large/broccoli.jpg?1739504145,0.01901285,18431526,954,18431526.0,10510827,0.01923976,0.01806426,0.00075367,4.12759,755113.0,4.27187,968133628.7294303,968133628.7294303,1000000000.0,0.257985,-92.62041,2025-02-14T10:31:04.883Z,0.0105676,80.15634,2025-10-10T21:25:13.973Z,,2026-05-06T11:43:04.413Z,50.2784802852925,0.6120762170855403,strong,False,low,False,2.05344,,2.0741499999999995,,True,False,False,0.5702635256570726,10m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Meme,0.717,strong,0.08,True,"Acumulação silenciosa: slope=0.0800, consistência=67%",10m_range
my-neighbor-alice,alice,My Neighbor Alice,https://coin-images.coingecko.com/coins/images/14375/large/alice_logo.jpg?1696514067,0.153357,15259706,1035,15259745.0,8281401,0.156609,0.149737,0.00174544,1.15126,193456.0,1.28403,99447287.81516,99447537.81516,100000000.0,40.93,-99.62505,2021-03-15T08:54:21.451Z,0.097767,56.97162,2026-02-24T05:36:05.553Z,,2026-05-06T11:44:03.656Z,40.0003092214859,3.8892273292907342,strong,False,low,False,2.05344,,-0.9021800000000002,,True,False,False,0.5426972839450511,10m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Gaming,0.65,strong,0.0568,True,"Acumulação silenciosa: slope=0.0568, consistência=100%",10m_range
vine,vine,Vine,https://coin-images.coingecko.com/coins/images/53859/large/vine.jpg?1737613523,0.01553971,15546012,1028,15546012.0,7424916,0.01571685,0.01525591,0.00013522,0.8778,142815.0,0.92718,999970050.549209,999970044.971901,1000000000.0,0.469941,-96.69182,2025-01-26T10:00:27.525Z,0.01447873,7.37461,2026-04-28T10:55:44.220Z,,2026-05-06T11:44:06.190Z,-12.865553056212283,-1.5142500256685347,early_accumulation,False,low,False,2.05344,,-1.17564,,True,False,False,0.47760904854569775,10m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Meme,0.584,moderate,0.0394,False,Possível acumulação: slope=0.0394,10m_range
chill-guy,chillguy,Just a chill guy,https://coin-images.coingecko.com/coins/images/51746/large/Scherm%C2%ADafbeelding_2024-11-15_om_20.57.58.png?1731926037,0.01887251,18596424,947,18596424.0,7294855,0.01974859,0.0165035,0.00086968,4.8308,635230.0,3.53668,999944868.287908,999944868.287908,1000000000.0,0.657518,-97.17433,2024-11-27T10:40:57.467Z,0.00604048,207.57941,2024-11-18T12:34:51.762Z,,2026-05-06T11:43:09.907Z,126.9330136777465,60.336085300439045,early_accumulation,False,low,False,2.05344,,2.77736,,True,False,False,0.3922719228169889,10m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Meme,0.0,none,-0.0086,False,Ratio em queda — sem acumulação,10m_range
