id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,zone,fdv_warning,drawdown_pct,price_resilience,is_gold,suspected_wash_trading,momentum,rs_24h,rs_7d,rs_strong_24h,rs_leader_24h,ratio,range,volume_recovery,timeframe_analysis,timeframe_classification,social_analysis,seller_exhaustion,volatility_14d,ratio_surge,sector,accumulation_score,accumulation_signal,accumulation_slope,is_silent_accumulation,accumulation_reason,source_range,quant_score,social_score,final_score,ranking,persistence_count_3d,persistence_count_7d,persistence_count_14d,first_seen,max_persistence_ever,persistence_days,is_confirmed_leader,social_explosion,social_validation,rs_strong
hamster-kombat,hmstr,Hamster Kombat,https://coin-images.coingecko.com/coins/images/39102/large/hamster-removebg-preview.png?1720514486,0.00034143,21979421,776,34142790,154911223,0.00042125,0.00028939,-5.8018424696937e-05,-14.52479,-3735098.1682626903,-14.52525,64375000000.0,100000000000.0,100000000000.0,0.00722201,-95.26063,2024-09-27T02:01:16.891Z,0.00012639,170.81151,2026-06-04T11:20:31.983Z,,2026-07-05T11:30:14.032Z,124.43078050928959,93.43545830042508,breakout,True,0.9527,False,False,False,low,-14.76947,,False,False,7.048012001772022,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.3548,False,Ratio em queda — sem acumulação,10_49m_range,1.5,0,0.9,1,0,0,0,20260611,0,0,False,False,NOT_APPLICABLE,False
alien-worlds,tlm,Alien Worlds,https://coin-images.coingecko.com/coins/images/14676/large/kY-C4o7RThfWrDQsLCAG4q4clZhBDDfJQVhWUEKxXAzyQYMj4Jmq1zmFwpRqxhAJFPOa0AsW_PTSshoPuMnXNwq3rU7Imp15QimXTjlXMx0nC088mt1rIwRs75GnLLugWjSllxgzvQ9YrP4tBgclK4_rb17hjnusGj_c0u2fx0AvVokjSNB-v2poTj0xT9BZRCbzRE3-lF1.jpg?1696514350,0.00277599,18877595,852,19514555,118277064,0.00319625,0.00225907,-5.7561447217085e-05,-2.03142,-592488.8860892765,-3.04307,6803029097.978101,7032574161.7515,10000000000.0,0.739714,-99.62935,2021-05-03T00:00:00.000Z,0.00081743,235.40857,2026-07-01T01:16:45.717Z,,2026-07-05T11:30:06.516Z,138.75498022559063,218.866447159289,breakout,,0.9962,False,False,False,low,-2.2760999999999996,,False,False,6.265473117735602,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),10_49m_range,1.5,0,0.9,2,0,0,0,20260704,0,0,False,False,NOT_APPLICABLE,False
synapse-2,syn,Synapse,https://coin-images.coingecko.com/coins/images/18024/large/synapse_social_icon.png?1696517540,0.393631,86236748,287,98413880,67203776,0.414251,0.310557,-0.005411342756038329,-1.35608,-1742203.0749935806,-1.98025,219066529.0,250000000.0,250000000.0,4.92,-91.86999,2021-10-24T00:24:41.805Z,0.02738298,1359.38844,2026-06-11T02:30:31.818Z,,2026-07-05T11:29:05.207Z,793.0438621182699,8.671980140803612,strong,,0.92,False,False,False,low,-1.60076,,False,False,0.7792939501846707,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.031081184810145667,False,Other,0.0,none,-0.1284,False,Ratio em queda — sem acumulação,50m_range,1.0,0,0.6,1,0,0,0,20260619,0,0,False,False,NOT_APPLICABLE,False
dogs-2,dogs,Dogs,https://coin-images.coingecko.com/coins/images/39699/large/dogs_logo_200x200.png?1723687163,4.433e-05,22905610,757,24379459,21021015,4.909e-05,4.328e-05,-2.642948944911e-06,-5.62701,-1319475.1997818574,-5.44673,516750000000.0,550000000000.0,550000000000.0,0.00163299,-97.28134,2024-08-28T10:10:46.492Z,2.375e-05,86.92509,2026-02-28T12:15:13.471Z,,2026-07-05T11:30:14.201Z,12.64239090148275,17.999999306560277,strong,,0.9729,False,False,False,low,-5.87169,,False,False,0.917723431072126,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Meme,0.249,weak,0.0047,False,Sinal fraco: slope=0.0047,10_49m_range,1.0,0,0.6,3,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,False
rocket-pool,rpl,Rocket Pool,https://coin-images.coingecko.com/coins/images/2090/large/rocket_pool_%28RPL%29.png?1696503058,2.05,46291560,476,46291560,42056179,2.58,1.68,0.361728,21.47052,8199566.0,21.52569,22619597.20624596,22619597.20624596,,61.9,-96.74886,2023-04-16T19:20:19.534Z,0.00884718,22646.07854,2018-08-28T00:00:00.000Z,,2026-07-05T11:29:05.994Z,50.87776874179899,46.22331885343472,strong,,0.9669,False,False,False,low,21.22584,,False,False,0.9085064102397932,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,DeFi,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),10_49m_range,1.0,0,0.6,4,0,0,0,20260626,0,0,False,False,NOT_APPLICABLE,False
book-of-meme,bome,BOOK OF MEME,https://coin-images.coingecko.com/coins/images/36071/large/bome.png?1710407255,0.00043081,29727758,644,29727758,23704253,0.00045637,0.00042666,-2.0533285989758e-05,-4.54941,-1364067.867633853,-4.38722,68999659569.0,68999659569.0,68999659569.0,0.02688878,-98.39827,2024-03-16T13:51:17.648Z,5.848e-05,636.43548,2024-03-14T10:17:29.365Z,,2026-07-05T11:29:19.240Z,2.9372677034416808,6.797691518568659,strong,,0.984,False,False,False,low,-4.79409,,False,False,0.7973777571789975,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Meme,0.259,weak,0.0096,False,Sinal fraco: slope=0.0096,10_49m_range,1.0,0,0.6,5,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,False
giggle-fund,giggle,Giggle Fund,https://coin-images.coingecko.com/coins/images/69414/large/giggle-fund.jpg?1758541887,26.64,26640443,693,26640443,20156683,27.55,25.33,1.31,5.1587,1296004.0,5.11356,1000000.0,1000000.0,1000000.0,274.54,-90.3151,2025-10-25T04:05:48.420Z,8.64,207.66426,2025-09-25T16:01:24.440Z,,2026-07-05T11:29:18.596Z,2.919629480416745,6.608721821627032,strong,,0.903,False,False,False,low,4.91402,,False,False,0.7566196628186701,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Other,0.0,none,-0.0053,False,Ratio em queda — sem acumulação,10_49m_range,1.0,0,0.6,6,0,0,0,20260504,0,0,False,False,NOT_APPLICABLE,False
spell-token,spell,Spell,https://coin-images.coingecko.com/coins/images/15861/large/abracadabra-3.png?1696515477,9.107e-05,15621832,944,17853221,10998822,0.00010381,9.075e-05,-6.4397025743e-07,-0.70214,-98445.9875232745,-0.62624,171510541047.0,196008739620.0,210000000000.0,0.03506357,-99.73991,2021-11-02T08:44:42.429Z,8.641e-05,5.53247,2026-07-01T11:31:09.154Z,,2026-07-05T11:30:07.117Z,-29.275108399994437,-7.632902557364872,strong,,0.9974,False,False,False,low,-0.94682,,False,False,0.7040673590651851,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,DeFi,0.0,none,-0.1787,False,Ratio em queda — sem acumulação,10_49m_range,1.0,0,0.6,7,0,0,0,20260615,0,0,False,False,NOT_APPLICABLE,False
skyai,skyai,SkyAI,https://coin-images.coingecko.com/coins/images/55294/large/1.png?1745517593,0.058801,58685659,397,58685659,35229227,0.06748,0.053365,-0.006256727652440085,-9.61716,-6249708.387512118,-9.62451,998384107.7857016,998384107.7857016,1000000000.0,0.854253,-93.20551,2026-05-06T05:10:24.313Z,0.01433298,304.95534,2025-10-11T01:55:44.099Z,,2026-07-05T11:29:15.549Z,-67.31823866704713,-67.15003599970169,strong,,0.9312,False,False,False,low,-9.86184,,False,False,0.6003038493612213,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.19113170188640677,True,Other,0.0,none,-0.0013,False,Ratio em queda — sem acumulação,50m_range,0.5,0,0.3,2,0,0,0,20260702,0,0,False,False,NOT_APPLICABLE,False
holotoken,hot,Holo,https://coin-images.coingecko.com/coins/images/3348/large/hot-mark-med.png?1747766692,0.00037867,67178333,359,67178333,36415511,0.00042421,0.00031402,6.024e-05,18.91634,10731862.0,19.01246,177619433541.1413,177619433541.1413,,0.03126682,-98.79056,2021-04-05T16:04:52.608Z,0.0002202,71.73335,2020-03-13T02:23:01.612Z,"{'times': -0.050052634459737046, 'currency': 'eth', 'percentage': -5.005263445973704}",2026-07-05T11:29:08.885Z,22.336419101129945,18.690392480631935,strong,,0.9879,False,False,False,low,18.671660000000003,,False,False,0.5420722630911369,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Infra,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),50m_range,0.5,0,0.3,3,0,0,0,20260603,0,0,False,False,NOT_APPLICABLE,False
