id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,zone,fdv_warning,drawdown_pct,price_resilience,is_gold,suspected_wash_trading,momentum,rs_24h,rs_7d,rs_strong_24h,rs_leader_24h,ratio,range,volume_recovery,timeframe_analysis,timeframe_classification,social_analysis,seller_exhaustion,volatility_14d,ratio_surge,sector,accumulation_score,accumulation_signal,accumulation_slope,is_silent_accumulation,accumulation_reason,source_range,quant_score,social_score,final_score,ranking,persistence_count_3d,persistence_count_7d,persistence_count_14d,first_seen,max_persistence_ever,persistence_days,is_confirmed_leader,social_explosion,social_validation,rs_strong
hamster-kombat,hmstr,Hamster Kombat,https://coin-images.coingecko.com/coins/images/39102/large/hamster-removebg-preview.png?1720514486,0.0002602,16750269,897,26019835,123691689,0.00031512,0.00021136,5.686e-08,0.02186,-16929.20445860736,-0.10097,64375000000.0,100000000000.0,100000000000.0,0.00722201,-96.28228,2024-09-27T02:01:16.891Z,0.00012639,112.43405,2026-06-04T11:20:31.983Z,,2026-06-12T00:30:04.424Z,46.118870234885925,67.01657629185529,breakout,True,0.964,False,False,True,low,-2.7203799999999996,,False,False,7.38445985554023,10_49m_range,False,"{'short_term': {'has_spike': True, 'momentum_initial': 'low', 'volume_mc_ratio': 9.145881628593152, 'is_candidate': True}, 'medium_term': {'persistence_days': 1, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 7.142857142857142, 'is_confirmed_leader': False}, 'classification': 'CANDIDATE_INITIAL'}",CANDIDATE_INITIAL,"{""should_analyze"": true, ""reason"": ""Valida\u00e7\u00e3o social completa"", ""youtube_velocity"": 1.1175155018351024, ""telegram_spike"": 0.0, ""combined_validation"": ""SOCIAL_STRONG"", ""youtube_data"": {""symbol"": ""hmstr"", ""daily_videos"": [61, 15, 12, 22, 13, 16, 15], ""today_videos"": 61, ""avg_7d_videos"": 15.5, ""avg_views_per_video"": 35886, ""avg_likes_per_video"": 375, ""avg_comments_per_video"": 23, ""total_engagement"": 398, ""data_source"": ""simulation""}, ""telegram_data"": {""symbol"": ""Hamster Kombat"", ""mentions_today"": 152, ""mentions_7d_avg"": 41.0, ""channels_analyzed"": 4, ""data_source"": ""simulation""}, ""youtube_data_quality"": ""simulation"", ""telegram_data_quality"": ""simulation"", ""data_quality_warning"": true, ""both_simulated"": true}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),10_49m_range,1.2,2,1.52,1,0,0,0,20260611,0,1,False,False,SOCIAL_STRONG,False
paxos-standard,usdp,Pax Dollar,https://coin-images.coingecko.com/coins/images/6013/large/Pax_Dollar.png?1696506427,0.998991,31921683,618,31921683,31201595,0.999263,0.998314,-6.8053918592548e-05,-0.00681,-2339.97200916335,-0.00733,31954027.03052443,31954027.03052443,,1.18,-15.65318,2024-04-16T16:20:21.365Z,0.863529,15.70905,2021-05-19T13:14:42.046Z,"{'times': -0.0010092375753711, 'currency': 'usd', 'percentage': -0.10092375753711}",2026-06-12T00:29:06.719Z,-0.05503155099866159,-0.056580623196859914,strong,,0.1534,False,False,False,low,-2.74905,,False,False,0.9774420415114078,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0.7493628353638282, 'is_candidate': True}, 'medium_term': {'persistence_days': 5, 'volume_recovery_consistent': True, 'volatility_reducing': False, 'is_emerging_leader': True}, 'long_term': {'trend_clear': True, 'sustainable_growth': True, 'consistency_score': 50.0, 'is_confirmed_leader': False}, 'classification': 'LEADER_EMERGING'}",LEADER_EMERGING,"{""should_analyze"": true, ""reason"": ""Valida\u00e7\u00e3o social completa"", ""youtube_velocity"": 1.1031242529600276, ""telegram_spike"": 0.0, ""combined_validation"": ""SOCIAL_STRONG"", ""youtube_data"": {""symbol"": ""usdp"", ""daily_videos"": [62, 16, 11, 10, 17, 23, 20], ""today_videos"": 62, ""avg_7d_videos"": 16.166666666666668, ""avg_views_per_video"": 36748, ""avg_likes_per_video"": 353, ""avg_comments_per_video"": 71, ""total_engagement"": 424, ""data_source"": ""simulation""}, ""telegram_data"": {""symbol"": ""Pax Dollar"", ""mentions_today"": 30, ""mentions_7d_avg"": 20.0, ""channels_analyzed"": 4, ""data_source"": ""simulation""}, ""youtube_data_quality"": ""simulation"", ""telegram_data_quality"": ""simulation"", ""data_quality_warning"": true, ""both_simulated"": true}",False,0.0,False,Other,0.638,strong,0.0202,True,"Acumulação silenciosa: slope=0.0202, consistência=67%",10_49m_range,1.0,2,1.4,2,0,0,0,20260502,0,5,False,False,SOCIAL_STRONG,False
astar,astr,Astar,https://coin-images.coingecko.com/coins/images/22617/large/astr.png?1696521933,0.00653153,56872504,417,56877534,67194585,0.00711383,0.00602642,0.00022548,3.57561,1960962.0,3.57113,8709441819.0,8710212220.0,10000000000.0,0.421574,-98.48926,2022-01-17T13:34:36.289Z,0.00521108,22.21765,2026-06-10T22:25:22.970Z,,2026-06-12T00:28:29.238Z,-28.412968942410398,4.466771774167365,breakout,,0.9845,False,False,False,low,0.8333700000000004,,False,False,1.181495103503795,50m_range,False,"{'short_term': {'has_spike': True, 'momentum_initial': 'low', 'volume_mc_ratio': 1.00013379800223, 'is_candidate': True}, 'medium_term': {'persistence_days': 1, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 7.142857142857142, 'is_confirmed_leader': False}, 'classification': 'CANDIDATE_INITIAL'}",CANDIDATE_INITIAL,"{""should_analyze"": true, ""reason"": ""Valida\u00e7\u00e3o social completa"", ""youtube_velocity"": 0.9457459684653026, ""telegram_spike"": 0.0, ""combined_validation"": ""SOCIAL_MODERATE"", ""youtube_data"": {""symbol"": ""astr"", ""daily_videos"": [31, 11, 8, 10, 6, 18, 12], ""today_videos"": 31, ""avg_7d_videos"": 10.833333333333334, ""avg_views_per_video"": 12701, ""avg_likes_per_video"": 335, ""avg_comments_per_video"": 8, ""total_engagement"": 343, ""data_source"": ""simulation""}, ""telegram_data"": {""symbol"": ""Astar"", ""mentions_today"": 98, ""mentions_7d_avg"": 25.142857142857142, ""channels_analyzed"": 4, ""data_source"": ""simulation""}, ""youtube_data_quality"": ""simulation"", ""telegram_data_quality"": ""simulation"", ""data_quality_warning"": true, ""both_simulated"": true}",False,0.09894411436293148,False,Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),50m_range,1.5,1,1.3,1,0,0,0,20260611,0,1,False,False,SOCIAL_MODERATE,False
bonfida,fida,Bonfida,https://coin-images.coingecko.com/coins/images/13395/large/bonfida.png?1696513157,0.02399733,23780065,742,23780065,39614071,0.0275775,0.02043147,0.00316914,15.21565,3141191.0,15.21978,990910744.563213,990910744.563213,1000000000.0,18.77,-99.87179,2021-11-03T20:34:33.492Z,0.01221703,97.01637,2026-03-29T22:50:36.078Z,,2026-06-12T00:29:03.874Z,21.346720229047268,21.96593058499012,breakout,,0.9987,False,False,False,low,12.473410000000001,,False,False,1.6658520908164045,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0.41911086534251973, 'is_candidate': False}, 'medium_term': {'persistence_days': 3, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 28.57142857142857, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": true, ""reason"": ""Valida\u00e7\u00e3o social completa"", ""youtube_velocity"": 0.8686889885119287, ""telegram_spike"": 0.0, ""combined_validation"": ""SOCIAL_MODERATE"", ""youtube_data"": {""symbol"": ""fida"", ""daily_videos"": [25, 19, 10, 12, 7, 6, 7], ""today_videos"": 25, ""avg_7d_videos"": 10.166666666666666, ""avg_views_per_video"": 16607, ""avg_likes_per_video"": 69, ""avg_comments_per_video"": 55, ""total_engagement"": 124, ""data_source"": ""simulation""}, ""telegram_data"": {""symbol"": ""Bonfida"", ""mentions_today"": 122, ""mentions_7d_avg"": 41.857142857142854, ""channels_analyzed"": 4, ""data_source"": ""simulation""}, ""youtube_data_quality"": ""simulation"", ""telegram_data_quality"": ""simulation"", ""data_quality_warning"": true, ""both_simulated"": true}",False,0.0,False,Other,0.0,none,-0.0852,False,Ratio em queda — sem acumulação,10_49m_range,1.5,1,1.3,3,0,0,0,20260506,0,3,False,False,SOCIAL_MODERATE,False
stratis,strax,Xertra,https://coin-images.coingecko.com/coins/images/531/large/Xertra_Logo_200x200.png?1761277005,0.01020417,22163538,771,22163538,24099679,0.0128102,0.01025386,-0.002458829636628222,-19.41744,-5378623.096961055,-19.52869,2174471291.260305,2174471291.260305,,22.77,-99.95443,2018-01-08T00:00:00.000Z,0.00793545,30.73179,2026-06-09T03:05:29.971Z,,2026-06-12T00:30:05.054Z,-24.907035603735885,0.97559445547777,breakout,,0.9996,False,False,False,low,-22.159679999999998,,False,False,1.087357036588653,10_49m_range,False,"{'short_term': {'has_spike': True, 'momentum_initial': 'low', 'volume_mc_ratio': 1.3674674353847946, 'is_candidate': True}, 'medium_term': {'persistence_days': 5, 'volume_recovery_consistent': True, 'volatility_reducing': False, 'is_emerging_leader': True}, 'long_term': {'trend_clear': True, 'sustainable_growth': True, 'consistency_score': 71.42857142857143, 'is_confirmed_leader': False}, 'classification': 'LEADER_EMERGING'}",LEADER_EMERGING,"{""should_analyze"": true, ""reason"": ""Valida\u00e7\u00e3o social completa"", ""youtube_velocity"": 1.0886127179057632, ""telegram_spike"": 0.0, ""combined_validation"": ""SOCIAL_MODERATE"", ""youtube_data"": {""symbol"": ""strax"", ""daily_videos"": [66, 15, 25, 15, 20, 14, 17], ""today_videos"": 66, ""avg_7d_videos"": 17.666666666666668, ""avg_views_per_video"": 28472, ""avg_likes_per_video"": 405, ""avg_comments_per_video"": 44, ""total_engagement"": 449, ""data_source"": ""simulation""}, ""telegram_data"": {""symbol"": ""Xertra"", ""mentions_today"": 80, ""mentions_7d_avg"": 48.285714285714285, ""channels_analyzed"": 4, ""data_source"": ""simulation""}, ""youtube_data_quality"": ""simulation"", ""telegram_data_quality"": ""simulation"", ""data_quality_warning"": true, ""both_simulated"": true}",False,0.0,False,Other,0.65,strong,0.0638,True,"Acumulação silenciosa: slope=0.0638, consistência=40%",10_49m_range,1.5,1,1.3,4,0,0,0,20260531,0,5,False,False,SOCIAL_MODERATE,False
lorenzo-protocol,bank,Lorenzo Protocol,https://coin-images.coingecko.com/coins/images/55250/large/lorenzo.jpg?1744963693,0.04533815,19290075,843,19290075,20062307,0.04718354,0.04120827,0.00381578,9.1897,1643144.0,9.31122,425250000.0,425250000.0,2100000000.0,0.230688,-80.30268,2025-10-18T05:15:39.862Z,0.02243767,102.51352,2026-06-05T15:50:47.067Z,,2026-06-12T00:30:05.364Z,10.069005531360494,48.12280926831956,breakout,,0.8035,False,False,False,low,6.44746,,False,False,1.04003260744191,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0.9761477137320435, 'is_candidate': True}, 'medium_term': {'persistence_days': 3, 'volume_recovery_consistent': True, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 21.428571428571427, 'is_confirmed_leader': False}, 'classification': 'CANDIDATE_INITIAL'}",CANDIDATE_INITIAL,"{""should_analyze"": true, ""reason"": ""Valida\u00e7\u00e3o social completa"", ""youtube_velocity"": 0.8983424743072136, ""telegram_spike"": 0.0, ""combined_validation"": ""SOCIAL_MODERATE"", ""youtube_data"": {""symbol"": ""bank"", ""daily_videos"": [40, 20, 9, 20, 19, 16, 8], ""today_videos"": 40, ""avg_7d_videos"": 15.333333333333334, ""avg_views_per_video"": 11006, ""avg_likes_per_video"": 168, ""avg_comments_per_video"": 30, ""total_engagement"": 198, ""data_source"": ""simulation""}, ""telegram_data"": {""symbol"": ""Lorenzo Protocol"", ""mentions_today"": 50, ""mentions_7d_avg"": 25.0, ""channels_analyzed"": 4, ""data_source"": ""simulation""}, ""youtube_data_quality"": ""simulation"", ""telegram_data_quality"": ""simulation"", ""data_quality_warning"": true, ""both_simulated"": true}",False,0.0,False,Other,0.318,weak,0.0246,False,Sinal fraco: slope=0.0246,10_49m_range,1.5,1,1.3,5,0,0,0,20260506,0,3,False,False,SOCIAL_MODERATE,False
stargate-finance,stg,Stargate Finance,https://coin-images.coingecko.com/coins/images/24413/large/STG_LOGO.png?1696523595,0.633799,74306199,334,74306199,151523316,0.666005,0.390914,0.192757,43.70472,22988619.0,44.79677,117239300.93398955,117239300.93398955,1000000000.0,4.14,-84.55309,2022-04-02T00:00:00.000Z,0.104476,512.32381,2025-12-31T19:01:22.813Z,,2026-06-12T00:28:29.419Z,167.99984647961293,178.61952391683818,breakout,,0.8469,False,False,False,low,40.96248,,False,False,2.0391746319846074,50m_range,False,"{'short_term': {'has_spike': True, 'momentum_initial': 'low', 'volume_mc_ratio': 1.861641125395788, 'is_candidate': True}, 'medium_term': {'persistence_days': 6, 'volume_recovery_consistent': True, 'volatility_reducing': False, 'is_emerging_leader': True}, 'long_term': {'trend_clear': True, 'sustainable_growth': True, 'consistency_score': 85.71428571428571, 'is_confirmed_leader': False}, 'classification': 'LEADER_EMERGING'}",LEADER_EMERGING,"{""should_analyze"": true, ""reason"": ""Valida\u00e7\u00e3o social completa"", ""youtube_velocity"": 0.8015926130121018, ""telegram_spike"": 0.0, ""combined_validation"": ""SOCIAL_LOW"", ""youtube_data"": {""symbol"": ""stg"", ""daily_videos"": [15, 9, 2, 2, 9, 5, 15], ""today_videos"": 15, ""avg_7d_videos"": 7.0, ""avg_views_per_video"": 35973, ""avg_likes_per_video"": 253, ""avg_comments_per_video"": 73, ""total_engagement"": 326, ""data_source"": ""simulation""}, ""telegram_data"": {""symbol"": ""Stargate Finance"", ""mentions_today"": 22, ""mentions_7d_avg"": 25.142857142857142, ""channels_analyzed"": 4, ""data_source"": ""simulation""}, ""youtube_data_quality"": ""simulation"", ""telegram_data_quality"": ""simulation"", ""data_quality_warning"": true, ""both_simulated"": true}",False,0.2664403763923046,False,Other,0.794,strong,0.0542,True,"Acumulação silenciosa: slope=0.0542, consistência=58%",50m_range,1.5,0,0.9,2,0,0,0,20260510,0,6,False,False,SOCIAL_LOW,False
lumia,lumia,Lumia,https://coin-images.coingecko.com/coins/images/50867/large/lumia.jpg?1729321993,0.11124,15151443,956,26134407,19915151,0.110747,0.076982,0.03315796,42.46555,4316535.0,39.83915,138496021.73127738,238888888.0,238888888.0,2.49,-95.62914,2024-12-04T21:01:25.444Z,0.055025,98.13683,2026-02-28T10:11:03.598Z,,2026-06-12T00:30:04.831Z,-9.348523432757535,22.935882027436108,breakout,True,0.9553,False,False,False,low,39.72331,,False,False,1.3144062252024444,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.319,weak,0.01,False,Sinal fraco: slope=0.0100,10_49m_range,1.5,0,0.9,6,0,0,0,20260505,0,0,False,False,NOT_APPLICABLE,False
epic-chain,epic,Epic Chain,https://coin-images.coingecko.com/coins/images/54734/large/PFP.png?1753421273,0.632819,21267769,793,21267769,32649659,0.694623,0.521472,0.105789,20.07257,3557623.0,20.08805,33600000.0,33600000.0,33600000.0,3.2,-80.14557,2025-08-20T15:57:23.043Z,0.192233,230.21837,2026-05-29T04:15:25.109Z,,2026-06-12T00:30:05.285Z,79.47560012404922,1.129013472984442,breakout,,0.8022,False,False,False,low,17.33033,,False,False,1.5351708493730583,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0.8825421013757243, 'is_candidate': True}, 'medium_term': {'persistence_days': 5, 'volume_recovery_consistent': True, 'volatility_reducing': False, 'is_emerging_leader': True}, 'long_term': {'trend_clear': True, 'sustainable_growth': True, 'consistency_score': 50.0, 'is_confirmed_leader': False}, 'classification': 'LEADER_EMERGING'}",LEADER_EMERGING,"{""should_analyze"": true, ""reason"": ""Valida\u00e7\u00e3o social completa"", ""youtube_velocity"": 0.7143666961876711, ""telegram_spike"": 0.0, ""combined_validation"": ""SOCIAL_WEAK"", ""youtube_data"": {""symbol"": ""epic"", ""daily_videos"": [21, 15, 11, 11, 12, 11, 11], ""today_videos"": 21, ""avg_7d_videos"": 11.833333333333334, ""avg_views_per_video"": 4864, ""avg_likes_per_video"": 91, ""avg_comments_per_video"": 74, ""total_engagement"": 165, ""data_source"": ""simulation""}, ""telegram_data"": {""symbol"": ""Epic Chain"", ""mentions_today"": 32, ""mentions_7d_avg"": 29.428571428571427, ""channels_analyzed"": 4, ""data_source"": ""simulation""}, ""youtube_data_quality"": ""simulation"", ""telegram_data_quality"": ""simulation"", ""data_quality_warning"": true, ""both_simulated"": true}",False,0.0,False,Other,0.0,none,-0.3217,False,Ratio em queda — sem acumulação,10_49m_range,1.5,-1,0.5,7,0,0,0,20260603,0,5,False,False,SOCIAL_WEAK,False
ondo-u-s-dollar-token,usdon,Ondo U.S. Dollar Token,https://coin-images.coingecko.com/coins/images/68688/large/usdon_160x160.png?1756268513,1.0,79895593,307,79895593,42943287,1.0,1.0,0.0,0.0,21545584.0,36.92473,79895592.78606422,79895592.78606422,,1.0,0.0,2025-08-27T08:45:01.644Z,1.0,0.0,2025-08-27T08:45:01.644Z,,2026-06-12T00:28:32.508Z,0.0,0.0,strong,,0.0,False,False,False,low,-2.74224,,False,False,0.5374925623244325,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0.48767646137205356, 'is_candidate': False}, 'medium_term': {'persistence_days': 5, 'volume_recovery_consistent': True, 'volatility_reducing': False, 'is_emerging_leader': True}, 'long_term': {'trend_clear': True, 'sustainable_growth': True, 'consistency_score': 64.28571428571429, 'is_confirmed_leader': False}, 'classification': 'LEADER_EMERGING'}",LEADER_EMERGING,"{""should_analyze"": true, ""reason"": ""Valida\u00e7\u00e3o social completa"", ""youtube_velocity"": 0.8250584974391523, ""telegram_spike"": 0.0, ""combined_validation"": ""SOCIAL_LOW"", ""youtube_data"": {""symbol"": ""usdon"", ""daily_videos"": [21, 12, 5, 10, 5, 9, 15], ""today_videos"": 21, ""avg_7d_videos"": 9.333333333333334, ""avg_views_per_video"": 24280, ""avg_likes_per_video"": 454, ""avg_comments_per_video"": 74, ""total_engagement"": 528, ""data_source"": ""simulation""}, ""telegram_data"": {""symbol"": ""Ondo U.S. Dollar Token"", ""mentions_today"": 52, ""mentions_7d_avg"": 21.571428571428573, ""channels_analyzed"": 4, ""data_source"": ""simulation""}, ""youtube_data_quality"": ""simulation"", ""telegram_data_quality"": ""simulation"", ""data_quality_warning"": true, ""both_simulated"": true}",False,0.0,False,Other,0.0,none,-0.0184,False,Ratio em queda — sem acumulação,50m_range,0.5,0,0.3,3,0,0,0,20260506,0,5,False,False,SOCIAL_LOW,False
