id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,zone,fdv_warning,drawdown_pct,price_resilience,is_gold,suspected_wash_trading,momentum,rs_24h,rs_7d,rs_strong_24h,rs_leader_24h,ratio,range,volume_recovery,timeframe_analysis,timeframe_classification,social_analysis,seller_exhaustion,volatility_14d,ratio_surge,sector,accumulation_score,accumulation_signal,accumulation_slope,is_silent_accumulation,accumulation_reason,source_range,quant_score,social_score,final_score,ranking,persistence_count_3d,persistence_count_7d,persistence_count_14d,first_seen,max_persistence_ever,persistence_days,is_confirmed_leader,social_explosion,social_validation,rs_strong
bio-protocol,bio,Bio Protocol,https://coin-images.coingecko.com/coins/images/53022/large/bio.jpg?1735011002,0.03486541,74502221,358,115311898.0,60967164,0.03509015,0.0302692,0.00459621,15.18445,9378328.0,14.40075,2145029070.25,3320000000.0,3320000000.0,0.888995,-96.17838,2025-01-03T13:16:10.915Z,0.01589991,113.67391,2026-03-29T22:55:40.552Z,,2026-06-02T15:00:44.972Z,-38.140566038591416,3.199734021788835,strong,True,0.9608,False,False,False,low,20.20218,,True,True,0.8183267986064469,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",True,0.04418337823260975,True,Other,0.0,none,-0.0211,False,Ratio em queda — sem acumulação,50m_range,1.8,0,1.08,1,0,0,0,20260513,0,0,False,False,NOT_APPLICABLE,True
portal-2,portal,Portal,https://coin-images.coingecko.com/coins/images/35436/large/portal.jpeg?1708590254,0.01922951,15388375,988,19217831.0,148861457,0.02562762,0.01872594,-0.0061237009248921,-24.15355,-4903872.278854322,-24.16624,800734194.0901614,1000000000.0,1000000000.0,3.36,-99.42787,2024-02-29T10:05:01.008Z,0.00734734,161.56158,2026-05-29T07:50:23.475Z,,2026-06-02T15:02:44.098Z,64.54567523144375,125.5037515943633,breakout,,0.9943,False,False,False,low,-19.13582,,False,False,9.673630711494878,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),10_49m_range,1.5,0,0.9,1,0,0,0,20260601,0,0,False,False,NOT_APPLICABLE,False
memecoin-2,meme,Memecoin,https://coin-images.coingecko.com/coins/images/32528/large/memecoin_%282%29.png?1698912168,0.00050795,32314325,643,35104144.0,87750162,0.0005677,0.00050428,-3.5868006529787e-05,-6.59559,-2220512.2929738015,-6.42977,63516387916.66666,69000000000.0,69000000000.0,0.056324,-99.09671,2024-03-04T17:30:21.569Z,0.00046386,9.68061,2026-05-28T12:25:43.677Z,,2026-06-02T15:02:25.330Z,-9.72342976793446,-0.999925090307739,breakout,,0.991,False,False,False,low,-1.5778599999999994,,False,False,2.7155189532815553,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.382,weak,0.2936,False,Sinal fraco: slope=0.2936,10_49m_range,1.5,0,0.9,2,0,0,0,20260503,0,0,False,False,NOT_APPLICABLE,False
stargate-finance,stg,Stargate Finance,https://coin-images.coingecko.com/coins/images/24413/large/STG_LOGO.png?1696523595,0.345443,40431266,541,40431266.0,56660401,0.383784,0.297479,0.03640294,11.77934,4377933.0,12.14294,116795817.9053309,116795817.9053309,1000000000.0,4.14,-91.6419,2022-04-02T00:00:00.000Z,0.104476,231.31963,2025-12-31T19:01:22.813Z,,2026-06-02T15:02:29.413Z,57.860187313994146,107.98364455539264,breakout,,0.9166,False,False,False,low,16.797069999999998,,True,True,1.4014006140693196,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.36,weak,0.0389,False,Sinal fraco: slope=0.0389,10_49m_range,1.5,0,0.9,3,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,True
ardor,ardr,Ardor,https://coin-images.coingecko.com/coins/images/525/large/Ardor_Vertical_1.png?1696501746,0.03744457,38485918,563,38485918.0,48574489,0.070915,0.03519342,0.00210699,5.96247,3202540.0,9.07663,998466231.0,998466231.0,,2.04,-98.11385,2018-01-13T00:00:00.000Z,0.008745,340.76658,2016-12-06T00:00:00.000Z,,2026-06-02T15:02:36.686Z,-10.411139010162856,-1.2387888816151824,breakout,,0.9816,False,False,False,low,10.9802,,True,True,1.2621366859431546,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),10_49m_range,1.5,0,0.9,4,0,0,0,20260601,0,0,False,False,NOT_APPLICABLE,True
ordinals,ordi,ORDI,https://coin-images.coingecko.com/coins/images/30162/large/ordi.png?1696529082,3.64,76612834,349,76612834.0,59543871,4.06,3.58,0.00585141,0.16122,378325.0,0.49626,21000000.0,21000000.0,,95.52,-96.2106,2024-03-05T01:45:22.816Z,2.12,70.65486,2026-03-29T22:55:07.807Z,,2026-06-02T15:00:43.264Z,-27.868882155015946,-11.81806334613406,strong,,0.9619,False,False,False,low,5.17895,,True,True,0.7772049132133658,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.06904800952704933,False,Other,0.467,moderate,0.006,False,Possível acumulação: slope=0.0060,50m_range,1.0,0,0.6,2,0,0,0,20260512,0,0,False,False,NOT_APPLICABLE,True
adventure-gold,agld,Adventure Gold,https://coin-images.coingecko.com/coins/images/18125/large/lpgblc4h_400x400.jpg?1696517628,0.213466,18700765,900,19855793.0,16459101,0.236657,0.21185,-0.004622345655073828,-2.11948,-364617.8002927974,-1.91246,87430001.0,92830001.0,96000000.0,7.7,-97.22644,2021-09-03T11:41:40.240Z,0.178306,19.80969,2026-02-06T00:22:15.894Z,,2026-06-02T15:02:51.205Z,-15.505945338190466,-8.391396135301218,strong,,0.9723,False,False,False,low,2.8982500000000004,,True,False,0.8801298235660413,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.284,weak,0.0052,False,Sinal fraco: slope=0.0052,10_49m_range,1.0,0,0.6,5,0,0,0,20260511,0,0,False,False,NOT_APPLICABLE,True
stratis,strax,Xertra,https://coin-images.coingecko.com/coins/images/531/large/Xertra_Logo_200x200.png?1761277005,0.01233004,26802250,731,26802250.0,22624501,0.01395517,0.01197054,-0.001268235166482173,-9.32644,-2720127.2684854046,-9.21378,2171378197.302865,2171378197.302865,,22.77,-99.94578,2018-01-08T00:00:00.000Z,0.01086795,13.57644,2026-05-28T04:30:47.344Z,,2026-06-02T15:02:30.889Z,-5.050172354039173,1.6010707224119534,strong,,0.9995,False,False,False,low,-4.30871,,False,False,0.8441269296421009,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),10_49m_range,1.0,0,0.6,6,0,0,0,20260531,0,0,False,False,NOT_APPLICABLE,False
dogs-2,dogs,Dogs,https://coin-images.coingecko.com/coins/images/39699/large/dogs_logo_200x200.png?1723687163,4.755e-05,24609665,776,26193161.0,18586800,5.372e-05,4.753e-05,-8.43556953202e-07,-1.74315,-396882.4820080437,-1.58711,516750000000.0,550000000000.0,550000000000.0,0.00163299,-97.08364,2024-08-28T10:10:46.492Z,2.375e-05,100.51837,2026-02-28T12:15:13.471Z,,2026-06-02T15:02:52.516Z,45.61104013363802,-10.272804030660474,strong,,0.9709,False,False,False,low,3.2745800000000003,,True,False,0.7552642427274,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Meme,0.0,none,-0.1155,False,Ratio em queda — sem acumulação,10_49m_range,1.0,0,0.6,7,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,True
pha,pha,PHALA,https://coin-images.coingecko.com/coins/images/12451/large/phala.png?1696512270,0.03659364,30746290,671,36627775.0,22860320,0.03847638,0.03640671,-0.000132191246787171,-0.35994,-77067.61176463962,-0.25003,839425557.6616613,1000000000.0,1000000000.0,1.39,-97.36716,2021-05-15T04:20:32.741Z,0.02120268,72.68431,2026-03-01T20:41:27.308Z,,2026-06-02T15:02:41.715Z,12.822785675082066,-30.094231492022356,strong,,0.9737,False,False,False,low,4.65779,,True,False,0.7435147460067539,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.338,weak,0.0584,False,Sinal fraco: slope=0.0584,10_49m_range,1.0,0,0.6,8,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,True
alphabet-class-a-ondo-tokenized-stock,googlon,Alphabet Class A (Ondo Tokenized Stock),https://coin-images.coingecko.com/coins/images/68606/large/googlon_160x160.png?1756130033,373.09,26125803,742,26125803.0,16169583,378.51,359.52,-3.9049419044146134,-1.03581,-15011683.557832569,-36.49149,70141.1363102409,70141.1363102409,,407.72,-8.49323,2026-05-18T14:25:46.705Z,206.54,80.6405,2025-09-02T15:52:12.830Z,,2026-06-02T15:02:27.741Z,-3.378108094686653,-2.9532968831906863,strong,,0.0849,False,False,False,low,3.9819200000000006,,True,False,0.6189123832863626,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),10_49m_range,0.5,0,0.3,9,0,0,0,20260523,0,0,False,False,NOT_APPLICABLE,True
