id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,zone,drawdown_pct,price_resilience,is_gold,suspected_wash_trading,momentum,rs_24h,rs_7d,rs_strong_24h,rs_leader_24h,ratio,range,volume_recovery,timeframe_analysis,timeframe_classification,social_analysis,seller_exhaustion,volatility_14d,ratio_surge,sector,accumulation_score,accumulation_signal,accumulation_slope,is_silent_accumulation,accumulation_reason,source_range,quant_score,social_score,final_score,ranking,persistence_count_3d,persistence_count_7d,persistence_count_14d,first_seen,max_persistence_ever,persistence_days,is_confirmed_leader,social_explosion,social_validation,rs_strong,fdv_warning
robinhood-wrapped-eth-robinhood-chain,weth,Robinhood Wrapped ETH (Robinhood Chain),https://coin-images.coingecko.com/coins/images/102174283/large/weth-robinhood.jpeg?1782924507,1881.52,42417274,485,42417274,221088529,1910.11,1866.15,-24.634541301767968,-2.1,469084.0,1.11825,22543.53501803228,22543.53501803228,,2774.01,-32.17316,2026-07-01T19:07:50.000Z,1569.46,19.88296,2026-07-09T16:05:30.000Z,,2026-07-24T12:14:30.000Z,,3.0,breakout,0.3217,False,False,False,low,-1.0,,False,False,5.2122286076186795,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.7334,False,Ratio em queda — sem acumulação,10_49m_range,1.5,0,0.9,1,0,0,0,20260710,0,0,False,False,NOT_APPLICABLE,False,
jimothy-the-raccoon,jimothy,Jimothy The Raccoon,https://coin-images.coingecko.com/coins/images/102174627/large/ds1bxricdzevh41l96amz78ormrh.?1784284675,0.02428723,24281847,723,24281847,42748085,0.039374,0.0197295,-0.004868867618748249,-25.1,-4872820.2531875335,-16.71369,999950452.193796,999950452.193796,,0.04517575,-46.23836,2026-07-22T22:15:40.000Z,0.00223978,984.35562,2026-07-17T11:15:50.000Z,,2026-07-24T12:15:20.000Z,,849.2,breakout,0.4624,False,False,False,low,-24.0,,False,False,1.7604956080976872,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.0817,False,Ratio em queda — sem acumulação,10_49m_range,1.5,0,0.9,2,0,0,0,20260721,0,0,False,False,NOT_APPLICABLE,False,
little-john,john,Little John,https://coin-images.coingecko.com/coins/images/102174507/large/logo.png?1783834955,0.01719516,17195155,8661,17195155,167501374,0.0,0.0,,0.0,,,1000000000.0,1000000000.0,1000000000.0,0.03086909,-44.29653,2026-07-13T00:03:00.000Z,0.00031789,5309.11953,2026-07-12T08:04:10.000Z,,2026-07-13T02:32:40.000Z,,0.0,breakout,0.443,False,False,True,low,1.1,,False,False,9.741195935715613,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),10_49m_range,1.2,0,0.72,3,0,0,0,20260723,0,0,False,False,NOT_APPLICABLE,False,
cash-dog-in-hood,cashdog,Cash Dog in Hood,https://coin-images.coingecko.com/coins/images/102174510/large/Untitled-28.png?1783844926,0.0421274,42127398,3282,42127398,284189685,0.0,0.0,,0.0,,,1000000000.0,1000000000.0,1000000000.0,0.053383,-21.0842,2026-07-13T01:09:10.000Z,0.00045918,9074.44201,2026-07-12T11:47:00.000Z,,2026-07-13T02:32:40.000Z,,0.0,breakout,0.2108,False,False,True,low,1.1,,False,False,6.74595865142205,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),10_49m_range,1.2,0,0.72,4,0,0,0,20260723,0,0,False,False,NOT_APPLICABLE,False,
synapse-2,syn,Synapse,https://coin-images.coingecko.com/coins/images/18024/large/synapse_social_icon.png?1696517540,0.152129,33265723,585,37963037,29689356,0.165175,0.140278,-0.005544297288398253,1.4,-1275281.4871469326,-3.69208,219066529.0,250000000.0,250000000.0,4.92,-96.90506,2021-10-23T16:24:41.000Z,0.02732577,456.72462,2026-06-11T02:26:20.000Z,,2026-07-24T12:14:30.000Z,-43.8,-29.0,strong,0.9691,False,False,False,low,2.5,,True,True,0.8924909282747289,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.0464,False,Ratio em queda — sem acumulação,10_49m_range,1.0,0,0.6,5,0,0,0,20260619,0,0,False,False,NOT_APPLICABLE,True,
epic-chain,epic,Epic Chain,https://coin-images.coingecko.com/coins/images/54734/large/PFP.png?1753421273,0.712195,23950178,734,23950178,19796976,0.708468,0.611027,0.097944,17.2,3311350.0,16.04428,33600000.0,33600000.0,33600000.0,3.2,-77.72457,2025-08-20T07:57:23.000Z,0.191739,271.44027,2026-05-29T04:11:00.000Z,,2026-07-24T12:15:20.000Z,63.4,61.7,strong,0.7774,False,False,False,low,18.3,,True,True,0.8265899318159556,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.741,strong,0.0664,True,"Acumulação silenciosa: slope=0.0664, consistência=36%",10_49m_range,1.0,0,0.6,6,0,0,0,20260603,0,0,False,False,NOT_APPLICABLE,True,
skale,skl,SKALE,https://coin-images.coingecko.com/coins/images/13245/large/SKALE_token_300x300.png?1696513021,0.00388535,23648055,739,24599089,17882667,0.00430245,0.00386628,4.91e-06,0.3,620.76,0.00263,6094019337.0,6339097349.970483,7000000000.0,1.22,-99.68055,2021-03-11T21:14:18.000Z,0.00336472,15.4732,2026-07-01T06:47:50.000Z,,2026-07-24T12:15:20.000Z,1.4,-4.7,strong,0.9968,False,False,False,low,1.4000000000000001,,False,True,0.7562003302174323,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,L2,0.0,none,-0.03,False,Ratio em queda — sem acumulação,10_49m_range,1.0,0,0.6,7,0,0,0,20260603,0,0,False,False,NOT_APPLICABLE,False,
stargate-finance,stg,Stargate Finance,https://coin-images.coingecko.com/coins/images/24413/large/STG_LOGO.png?1696523595,0.135713,19129970,835,19129970,11003843,0.140107,0.134489,-0.001144193180046882,-1.4,-154674.82153791934,-0.80206,140910024.5030906,140910024.5030906,1000000000.0,4.14,-96.72307,2022-04-01T16:00:00.000Z,0.104476,29.89937,2025-12-31T11:01:22.000Z,,2026-07-24T12:15:20.000Z,-24.1,-5.0,strong,0.9672,False,False,False,low,-0.2999999999999998,,False,False,0.5752148591973746,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.0154,False,Ratio em queda — sem acumulação,10_49m_range,0.5,0,0.3,8,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,False,
book-of-meme,bome,BOOK OF MEME,https://coin-images.coingecko.com/coins/images/36071/large/bome.png?1710407255,0.00042872,29585959,642,29585959,16606551,0.00045018,0.00042137,6.08e-06,1.7,424162.0,1.45451,68999659569.0,68999659569.0,68999659569.0,0.02688878,-98.40558,2024-03-16T05:51:17.000Z,5.848e-05,633.07127,2024-03-14T02:17:29.000Z,,2026-07-24T12:14:30.000Z,4.4,6.6,strong,0.9841,False,False,False,low,2.8,,True,True,0.5612983848182849,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Meme,0.0,none,-0.0024,False,Ratio em queda — sem acumulação,10_49m_range,0.5,0,0.3,9,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,True,
coredaoorg,core,Core,https://coin-images.coingecko.com/coins/images/28938/large/file_589.jpg?1701868471,0.01917342,23858494,733,40248062,12947692,0.02372145,0.01740987,-0.004461723047978993,-19.6,-5560976.154438935,-18.90237,1244850953.9737957,2100000000.0,2100000000.0,6.14,-99.68791,2023-02-08T04:55:39.000Z,0.01740987,10.12962,2026-07-23T18:03:20.000Z,,2026-07-24T12:15:20.000Z,-27.8,-21.2,strong,0.9969,False,False,False,low,-18.5,,False,False,0.5426868938165167,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 0 snapshots (mínimo 3),10_49m_range,0.5,0,0.3,10,0,0,0,20260604,0,0,False,False,NOT_APPLICABLE,False,True
