id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,zone,drawdown_pct,price_resilience,is_gold,suspected_wash_trading,momentum,rs_24h,rs_7d,rs_strong_24h,rs_leader_24h,ratio,range,volume_recovery,timeframe_analysis,timeframe_classification,social_analysis,seller_exhaustion,volatility_14d,ratio_surge,sector,accumulation_score,accumulation_signal,accumulation_slope,is_silent_accumulation,accumulation_reason,source_range,quant_score,social_score,final_score,ranking,persistence_count_3d,persistence_count_7d,persistence_count_14d,first_seen,max_persistence_ever,persistence_days,is_confirmed_leader,social_explosion,social_validation,rs_strong,fdv_warning
memecoin-2,meme,Memecoin,https://coin-images.coingecko.com/coins/images/32528/large/memecoin_%282%29.png?1698912168,0.00056626,35966743,594,39071889.0,166604607,0.0006091,0.00051561,1.823e-05,3.32565,1157003.0,3.32379,63516387916.66666,69000000000.0,69000000000.0,0.056324,-99.01252,2024-03-04T17:30:21.569Z,0.00046386,19.9038,2026-05-28T12:25:43.677Z,,2026-05-31T15:20:44.117Z,-1.1988141965928163,12.615058944129917,breakout,0.9899,False,False,False,low,3.6960100000000002,,True,True,4.632184988226484,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Other,0.381,weak,0.0502,False,Sinal fraco: slope=0.0502,10_49m_range,1.5,0,0.9,1,0,0,0,20260503,0,0,False,False,NOT_APPLICABLE,True,
stratis,strax,Xertra,https://coin-images.coingecko.com/coins/images/531/large/Xertra_Logo_200x200.png?1761277005,0.01523305,32820100,647,32820319.0,120328628,0.02071522,0.01151265,0.003658,31.60244,7698406.0,30.64445,2170689533.357572,2170704008.593273,,22.77,-99.93337,2018-01-08T00:00:00.000Z,0.01086795,39.56043,2026-05-28T04:30:47.344Z,,2026-05-31T15:20:45.546Z,16.984416578013878,24.43191859024213,breakout,0.9993,False,False,False,low,31.972800000000003,,True,True,3.6663089996678866,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 0 snapshots (mínimo 3),10_49m_range,1.5,0,0.9,2,0,0,0,20260531,0,0,False,False,NOT_APPLICABLE,True,
hive,hive,Hive,https://coin-images.coingecko.com/coins/images/10840/large/logo_transparent_4x.png?1696510797,0.066787,36427175,587,,78930249,0.087504,0.057912,0.00806365,13.7317,4196773.0,13.02116,547802435.004,,,3.41,-98.03933,2021-11-26T01:46:11.175Z,0.055374,20.66144,2026-03-31T10:00:47.615Z,,2026-05-31T15:20:56.384Z,11.377907716347107,10.667369845466643,breakout,0.9804,False,False,False,low,14.10206,,True,True,2.166795778151888,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.1826,False,Ratio em queda — sem acumulação,10_49m_range,1.5,0,0.9,3,0,0,0,20260504,0,0,False,False,NOT_APPLICABLE,True,
stargate-finance,stg,Stargate Finance,https://coin-images.coingecko.com/coins/images/24413/large/STG_LOGO.png?1696523595,0.27437,31904985,665,31904985.0,49101938,0.278701,0.21083,0.059097,27.4521,6104661.0,23.66118,116893464.63112849,116893464.63112849,1000000000.0,4.14,-93.44165,2022-04-02T00:00:00.000Z,0.104476,159.97663,2025-12-31T19:01:22.813Z,,2026-05-31T15:20:43.515Z,23.880924565693824,63.325280818365826,breakout,0.9337,False,False,False,low,27.822460000000003,,True,True,1.5390052056128534,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Other,0.43,moderate,0.0074,False,Possível acumulação: slope=0.0074,10_49m_range,1.5,0,0.9,4,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,True,
giggle-fund,giggle,Giggle Fund,https://coin-images.coingecko.com/coins/images/69414/large/giggle-fund.jpg?1758541887,32.7,32737146,649,32737146.0,24469401,33.02,30.35,2.3,7.56977,2333768.0,7.67601,1000000.0,1000000.0,1000000.0,274.54,-88.33955,2025-10-25T04:05:48.420Z,8.64,270.4223,2025-09-25T16:01:24.440Z,,2026-05-31T15:20:46.955Z,7.269743855901023,6.586099043419696,strong,0.8809,False,False,False,low,7.94013,,True,True,0.7474506482635963,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Other,0.0,none,-0.0424,False,Ratio em queda — sem acumulação,10_49m_range,1.0,0,0.6,5,0,0,0,20260504,0,0,False,False,NOT_APPLICABLE,True,
pundi-x-2,pundix,Pundi X,https://coin-images.coingecko.com/coins/images/14571/large/vDyefsXq_400x400.jpg?1696514252,0.143838,36796414,580,36796414.0,26046643,0.180749,0.132858,0.00958647,7.1407,2107833.0,6.07645,258386541.0999244,258386541.0999244,,10.07,-98.57141,2021-03-31T06:39:32.892Z,0.129592,10.99296,2026-05-29T14:31:01.284Z,,2026-05-31T15:20:42.653Z,-1.5235852172332895,2.184294171716318,strong,0.9857,False,False,False,low,7.51106,,True,True,0.7078581896594598,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 0 snapshots (mínimo 3),10_49m_range,1.0,0,0.6,6,0,0,0,20260531,0,0,False,False,NOT_APPLICABLE,True,
vethor-token,vtho,VeThor,https://coin-images.coingecko.com/coins/images/5230/large/VTHO_Circle_Crop__Reference_.png?1751980206,0.00056984,56708869,450,56726033.0,30264644,0.00067159,0.00047593,9.39e-05,19.73052,8938711.0,18.71191,100366844728.0,100397222856.0,,0.04671227,-98.76498,2018-08-29T02:40:46.956Z,0.00015238,278.6075,2020-03-16T10:14:24.544Z,,2026-05-30T22:14:27.246Z,1.5182066599265687,9.02858381817951,strong,0.9878,False,False,False,low,19.10839,,False,False,0.5336844929846865,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),50m_range,0.5,0,0.3,1,0,0,0,20260529,0,0,False,False,NOT_APPLICABLE,False,
blast,blast,Blast,https://coin-images.coingecko.com/coins/images/35494/large/Blast.jpg?1719385662,0.00043383,27530928,728,44052714.0,18519457,0.00048725,0.00041667,1.258e-05,2.98751,1431968.0,5.48668,62495418942.43087,100000000000.0,100000000000.0,0.02917956,-98.48222,2024-06-27T00:20:41.843Z,0.00039916,10.95307,2026-05-28T14:10:24.043Z,,2026-05-31T15:20:51.460Z,-14.045845036554644,-4.243796424196543,strong,0.9851,False,False,False,low,3.35787,,True,True,0.6726782693267731,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 0 snapshots (mínimo 3),10_49m_range,0.5,0,0.3,7,0,0,0,20260531,0,0,False,False,NOT_APPLICABLE,True,True
dogs-2,dogs,Dogs,https://coin-images.coingecko.com/coins/images/39699/large/dogs_logo_200x200.png?1723687163,4.874e-05,25179330,768,26799480.0,16157069,4.969e-05,4.718e-05,6.69229e-07,1.39228,331410.0,1.33375,516750000000.0,550000000000.0,550000000000.0,0.00163299,-97.01552,2024-08-28T10:10:46.492Z,2.375e-05,105.20217,2026-02-28T12:15:13.471Z,,2026-05-31T15:21:44.870Z,52.168065910150275,0.00760782522012224,strong,0.9702,False,False,False,low,1.76264,,False,True,0.6416798620138026,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Meme,0.0,none,-0.0844,False,Ratio em queda — sem acumulação,10_49m_range,0.5,0,0.3,8,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,False,
mantra,mantra,MANTRA,https://coin-images.coingecko.com/coins/images/102172151/large/OM_Token_Primary-1K.png?1771922964,0.00850325,43849794,527,61225417.0,27107612,0.01007802,0.00813398,0.00028301,3.44279,1443829.0,3.40478,5158918342.628182,7203156540.249212,10000000000.0,0.0262739,-67.42044,2026-03-04T14:10:54.284Z,0.00790434,8.29388,2026-05-28T14:06:00.773Z,,2026-05-31T15:20:42.262Z,-13.384582238225754,-9.219745304096879,strong,0.6764,False,False,False,low,3.8131500000000003,,True,True,0.6181924594674265,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),10_49m_range,0.5,0,0.3,9,0,0,0,20260509,0,0,False,False,NOT_APPLICABLE,True,True
