id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,zone,fdv_warning,drawdown_pct,price_resilience,is_gold,suspected_wash_trading,momentum,rs_24h,rs_7d,rs_strong_24h,rs_leader_24h,ratio,range,volume_recovery,timeframe_analysis,timeframe_classification,social_analysis,seller_exhaustion,volatility_14d,ratio_surge,sector,accumulation_score,accumulation_signal,accumulation_slope,is_silent_accumulation,accumulation_reason,source_range,quant_score,social_score,final_score,ranking,persistence_count_3d,persistence_count_7d,persistence_count_14d,first_seen,max_persistence_ever,persistence_days,is_confirmed_leader,social_explosion,social_validation,rs_strong
bio-protocol,bio,Bio Protocol,https://coin-images.coingecko.com/coins/images/53022/large/bio.jpg?1735011002,0.0369582,79106288,318,122437910,79596329,0.0374743,0.03350257,0.00274291,8.01662,5700608.0,7.7659,2145029070.25,3320000000.0,3320000000.0,0.888995,-95.83674,2025-01-03T13:16:10.915Z,0.01589991,132.77613,2026-03-29T22:55:40.552Z,,2026-06-18T09:40:44.419Z,0.8757457288705854,19.9389562388565,breakout,True,0.9584,False,False,False,low,9.05129,,True,True,1.0061947161520206,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.255,weak,0.005,False,Sinal fraco: slope=0.0050,50m_range,1.5,0,0.9,1,0,0,0,20260513,0,0,False,False,NOT_APPLICABLE,True
stargate-finance,stg,Stargate Finance,https://coin-images.coingecko.com/coins/images/24413/large/STG_LOGO.png?1696523595,0.240955,33592269,601,33592269,34816636,0.265002,0.226544,-0.018200661157583176,-7.02306,-2471616.660464786,-6.85344,139409795.19189715,139409795.19189715,1000000000.0,4.14,-94.1956,2022-04-02T00:00:00.000Z,0.104476,130.08945,2025-12-31T19:01:22.813Z,,2026-06-18T09:41:06.803Z,42.65079010469858,-53.1619943439165,breakout,,0.9418,False,False,False,low,-5.98839,,False,False,1.0364478803143664,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.79,strong,0.0731,True,"Acumulação silenciosa: slope=0.0731, consistência=56%",10_49m_range,1.5,0,0.9,1,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,False
pha,pha,PHALA,https://coin-images.coingecko.com/coins/images/12451/large/phala.png?1696512270,0.03774682,31698485,627,37728041,18245131,0.03786288,0.03452648,0.00274995,7.85769,2332909.0,7.94436,840183692.7607863,1000000000.0,1000000000.0,1.39,-97.32357,2021-05-15T04:20:32.741Z,0.02120268,75.54358,2026-03-01T20:41:27.308Z,,2026-06-18T09:41:05.924Z,14.956659534712093,17.189760688200398,strong,,0.9728,False,False,False,low,8.89236,,True,True,0.5755836911448607,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.0233,False,Ratio em queda — sem acumulação,10_49m_range,0.5,0,0.3,2,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,True
ondo-u-s-dollar-token,usdon,Ondo U.S. Dollar Token,https://coin-images.coingecko.com/coins/images/68688/large/usdon_160x160.png?1756268513,1.0,67845286,365,66714349,30587955,1.0,1.0,0.0,0.0,3629511.0,5.65206,67845286.46660744,66714349.42870871,,1.0,0.0,2025-08-27T08:45:01.644Z,1.0,0.0,2025-08-27T08:45:01.644Z,,2026-06-18T09:40:45.586Z,0.0,0.0,early_accumulation,,0.0,False,False,False,low,1.03467,,False,False,0.4508486411274027,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.0518,False,Ratio em queda — sem acumulação,50m_range,0.0,0,0.0,2,0,0,0,20260506,0,0,False,False,NOT_APPLICABLE,False
enjincoin,enj,Enjin Coin,https://coin-images.coingecko.com/coins/images/1102/large/Symbol_Only_-_Purple.png?1709725966,0.03652109,72137847,350,72985014,26044936,0.03820202,0.03245025,0.00403317,12.41436,7975306.0,12.42985,1975386777.824753,1998585175.212215,,4.82,-99.24247,2021-11-25T09:53:41.955Z,0.01740499,109.75619,2026-03-08T06:25:21.982Z,,2026-06-18T09:40:43.558Z,-15.295770084291368,27.281709675927683,early_accumulation,,0.9924,False,False,False,low,13.44903,,True,True,0.36104398846281066,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Gaming,0.525,moderate,0.0956,False,Possível acumulação: slope=0.0956,50m_range,0.0,0,0.0,3,0,0,0,20260512,0,0,False,False,NOT_APPLICABLE,True
orca,orca,Orca,https://coin-images.coingecko.com/coins/images/17547/large/Orca_Logo.png?1696517083,1.2,73173037,345,90264059,24407873,1.26,1.18,0.00306146,0.25502,265076.0,0.36358,60798783.160746,74999551.497885,100000000.0,20.33,-94.0656,2021-10-02T20:14:11.766Z,0.351125,243.63659,2022-06-19T19:34:08.830Z,,2026-06-18T09:40:43.191Z,-15.411507063242286,19.766715194992585,early_accumulation,,0.941,False,False,False,low,1.28969,,False,True,0.3335637551848504,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.298,weak,0.0175,False,Sinal fraco: slope=0.0175,50m_range,0.0,0,0.0,4,0,0,0,20260512,0,0,False,False,NOT_APPLICABLE,False
based-brett,brett,Brett,https://coin-images.coingecko.com/coins/images/35529/large/1000050750.png?1709031995,0.00691847,68511137,362,68511137,21579580,0.00722763,0.00635067,0.00042171,6.49101,4208151.0,6.54425,9909605388.85215,9909605388.85215,9999998988.0,0.234204,-97.04357,2024-12-01T16:31:18.357Z,0.00084753,716.97341,2024-02-29T08:40:24.951Z,,2026-06-18T09:40:52.313Z,-11.837696403205525,25.84310112388034,early_accumulation,,0.9705,False,False,False,low,7.52568,,True,True,0.31497915441105584,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Meme,0.0,none,-0.002,False,Ratio em queda — sem acumulação,50m_range,0.0,0,0.0,5,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,True
ordinals,ordi,ORDI,https://coin-images.coingecko.com/coins/images/30162/large/ordi.png?1696529082,3.16,66318774,373,66318774,17286364,3.43,3.13,-0.23058405894025613,-6.80246,-4853591.439141549,-6.81949,21000000.0,21000000.0,,95.52,-96.68713,2024-03-05T01:45:22.816Z,2.12,49.19433,2026-03-29T22:55:07.807Z,,2026-06-18T09:40:42.789Z,-24.594268640696175,0.8810161439162701,early_accumulation,,0.9669,False,False,False,low,-5.76779,,False,False,0.2606556629047455,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.0086,False,Ratio em queda — sem acumulação,50m_range,0.0,0,0.0,6,0,0,0,20260512,0,0,False,False,NOT_APPLICABLE,False
eurite,euri,Eurite,https://coin-images.coingecko.com/coins/images/39952/large/EURI.jpg?1724902829,1.15,56965755,421,56965755,12750061,1.16,1.15,-0.012176887329390151,-1.0495,-604500.3593849242,-1.05002,49618527.99990108,49618527.99990108,,1.21,-4.91635,2026-01-27T20:51:03.671Z,1.008,13.86319,2025-01-13T14:36:52.913Z,,2026-06-18T09:40:43.778Z,-1.3015926506122495,-0.5222775396874996,early_accumulation,,0.0496,False,False,False,low,-0.01483000000000012,,False,False,0.2238197492511071,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.0168,False,Ratio em queda — sem acumulação,50m_range,0.0,0,0.0,7,0,0,0,20260603,0,0,False,False,NOT_APPLICABLE,False
plume,plume,Plume,https://coin-images.coingecko.com/coins/images/53623/large/plume-token.png?1736896935,0.01146514,65829489,378,114333403,13897394,0.01172505,0.01078721,0.00047437,4.31608,2609065.0,4.12693,5757677709.0,10000000000.0,10000000000.0,0.247537,-95.42525,2025-03-19T22:25:55.148Z,0.00854877,32.46554,2026-02-28T10:16:31.882Z,,2026-06-18T09:40:44.427Z,-3.0941195217969035,10.993158731862623,early_accumulation,True,0.9537,False,False,False,low,5.350750000000001,,True,True,0.2111119835671214,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.0449,False,Ratio em queda — sem acumulação,50m_range,0.0,0,0.0,8,0,0,0,20260523,0,0,False,False,NOT_APPLICABLE,True
