id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,zone,drawdown_pct,suspected_wash_trading,momentum,is_gold,btc_change_24h,btc_change_7d,rs_24h,rs_7d,rs_available,rs_strong_24h,rs_leader_24h,ratio,range,volume_recovery,price_resilience,timeframe_analysis,timeframe_classification,social_analysis,seller_exhaustion,volatility_14d,ratio_surge,sector,accumulation_score,accumulation_signal,accumulation_slope,is_silent_accumulation,accumulation_reason,source_range,quant_score,social_score,final_score,ranking,persistence_count_3d,persistence_count_7d,persistence_count_14d,first_seen,max_persistence_ever,persistence_days,is_confirmed_leader,social_explosion,social_validation,rs_strong
drift-protocol,drift,Drift Protocol,https://coin-images.coingecko.com/coins/images/37509/large/DRIFT.png?1715842607,0.033765,20799872,873,34013629,7961009,0.03560381,0.02668895,0.00607196,21.92595,3820293.0,22.49934,611515824.085346,1000000000.0,1000000000.0,2.6,-98.70025,2024-11-09T01:41:24.471Z,0.02667806,26.87997,2026-04-10T03:05:31.364Z,,2026-05-25T11:14:24.360Z,-0.49328202593833,19.839151259740373,early_accumulation,0.987,False,low,False,0.19561,,21.73034,,True,False,False,0.38274317265029323,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),10_49m_range,0.1,0,0.06,11,0,0,0,20260511,0,0,False,False,NOT_APPLICABLE,False
eitherway,either,Eitherway,https://coin-images.coingecko.com/coins/images/102172671/large/eitherway.jpg?1774677318,0.192327,19242012,919,19242012,5858750,0.202276,0.171022,0.01220421,6.77548,1248359.0,6.93778,99979840.9869272,99979840.9869272,100000000.0,0.380277,-49.36682,2026-05-03T00:50:04.374Z,0.07133,169.93619,2026-04-20T12:21:26.782Z,,2026-05-25T11:14:21.592Z,76.24940692376742,34.24999069267822,early_accumulation,0.4942,False,low,False,0.19561,,6.57987,,True,False,False,0.3044769954410173,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.0287,False,Ratio em queda — sem acumulação,10_49m_range,0.1,0,0.06,12,0,0,0,20260507,0,0,False,False,NOT_APPLICABLE,False
coin98,c98,Coin98,https://coin-images.coingecko.com/coins/images/17117/large/logo.png?1696516677,0.01976589,19736737,907,19736759,5692967,0.02054764,0.01860995,0.00052364,2.72132,521664.0,2.71487,999998884.0,1000000000.0,1000000000.0,6.42,-99.69248,2021-08-25T12:26:13.409Z,0.01666911,18.42795,2026-01-31T18:47:57.431Z,,2026-05-25T11:14:27.775Z,-9.208708573341633,3.489882279212923,early_accumulation,0.9969,False,low,False,0.19561,,2.52571,,True,False,False,0.2884451974001579,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),10_49m_range,0.1,0,0.06,13,0,0,0,20260511,0,0,False,False,NOT_APPLICABLE,False
vine,vine,Vine,https://coin-images.coingecko.com/coins/images/53859/large/vine.jpg?1737613523,0.01774023,17811943,945,17811943,4281377,0.01795618,0.01667433,0.00065872,3.85636,730902.0,4.27903,999969265.124275,999969265.124275,1000000000.0,0.469941,-96.21745,2025-01-26T10:00:27.525Z,0.01447873,22.7714,2026-04-28T10:55:44.220Z,,2026-05-25T11:14:24.805Z,12.502253157657982,-0.023161133634425415,early_accumulation,0.9623,False,low,False,0.19561,,3.66075,,True,False,False,0.24036552328962651,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Meme,0.0,none,-0.0152,False,Ratio em queda — sem acumulação,10_49m_range,0.1,0,0.06,14,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,False
edu-coin,edu,Open Campus,https://coin-images.coingecko.com/coins/images/29948/large/EDU_Logo.png?1696528874,0.04776499,36216889,617,47817869,8189169,0.04834484,0.0451396,0.0012257,2.63368,928216.0,2.63035,757392361.0,1000000000.0,1000000000.0,1.67,-97.13639,2023-04-29T08:05:57.583Z,0.04149096,15.56163,2026-04-19T10:25:16.201Z,,2026-05-25T11:14:23.028Z,2.557708955851005,3.9219502805229114,early_accumulation,0.9714,False,low,False,0.19561,,2.43807,,True,False,False,0.22611464502100112,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.157,none,0.0011,False,Dados insuficientes,10_49m_range,0.1,0,0.06,15,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,False
notcoin,not,Notcoin,https://coin-images.coingecko.com/coins/images/33453/large/rFmThDiD_400x400.jpg?1701876350,0.00047471,47260097,517,48697115,10524557,0.00047738,0.00043996,1.18e-05,2.54881,1227047.0,2.66558,99429447866.9074,102452755868.5205,102456956842.91,0.02836145,-98.32477,2024-06-02T18:00:38.587Z,0.00032676,45.40465,2026-02-28T13:45:06.069Z,,2026-05-25T11:14:23.636Z,12.658390391203108,0.2619202825862411,early_accumulation,0.9833,False,low,False,0.19561,,2.3532,,True,False,False,0.22269435883722372,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Meme,0.0,none,-0.0503,False,Ratio em queda — sem acumulação,10_49m_range,0.1,0,0.06,16,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,False
aevo-exchange,aevo,Aevo,https://coin-images.coingecko.com/coins/images/35893/large/aevo.png?1710138340,0.02545857,23283300,823,25387551,4968616,0.02583184,0.02385527,0.00063572,2.56105,506685.0,2.22459,917114835.8345721,1000000000.0,1000000000.0,3.76,-99.32291,2024-03-28T00:05:46.673Z,0.02078552,22.36451,2026-03-29T22:52:01.183Z,,2026-05-25T11:14:23.899Z,-6.901568309640668,-2.853936024061348,early_accumulation,0.9932,False,low,False,0.19561,,2.36544,,True,False,False,0.21339827258163577,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.0079,False,Ratio em queda — sem acumulação,10_49m_range,0.1,0,0.06,17,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,False
altlayer,alt,AltLayer,https://coin-images.coingecko.com/coins/images/34608/large/Logomark_200x200.png?1715107868,0.00756609,48465074,508,75679461,18699813,0.00798711,0.00746408,-0.000395530230218584,-4.96796,-791295.3309634253,-1.60648,6403993052.0,10000000000.0,10000000000.0,0.676743,-98.87474,2024-03-28T23:20:10.066Z,0.00600213,26.87374,2026-03-29T22:55:39.974Z,,2026-05-25T11:14:23.995Z,-6.64209962340721,15.004175520279887,early_accumulation,0.9888,False,low,False,0.19561,,-5.16357,,True,False,False,0.38584100789776987,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),10_49m_range,0.0,0,0.0,18,0,0,0,20260520,0,0,False,False,NOT_APPLICABLE,False
paxos-standard,usdp,Pax Dollar,https://coin-images.coingecko.com/coins/images/6013/large/Pax_Dollar.png?1696506427,0.999709,40557407,567,40557407,15209617,0.999746,0.998819,0.00043473,0.0435,17678.82,0.04361,40569459.92052442,40569459.92052442,,1.18,-15.61081,2024-04-16T16:20:21.365Z,0.863529,15.76716,2021-05-19T13:14:42.046Z,"{'times': -0.000291365292321, 'currency': 'usd', 'percentage': -0.0291365292321}",2026-05-25T11:14:25.270Z,-0.005857186540727513,-0.007805466128462794,early_accumulation,0.1528,False,low,False,0.19561,,-0.15211000000000002,,True,False,False,0.37501453187083683,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.256,weak,0.0007,False,Sinal fraco: slope=0.0007,10_49m_range,0.0,0,0.0,19,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,False
aixbt,aixbt,aixbt,https://coin-images.coingecko.com/coins/images/51784/large/3.png?1731981138,0.02903103,28947704,720,29103161,9951639,0.02988887,0.02787122,-0.000613584048732903,-2.0698,-344013.8483956568,-1.17444,994658423.1010208,1000000000.0,1000000000.0,0.942578,-96.91267,2025-01-16T11:56:02.862Z,0.01797721,61.87462,2026-02-23T01:30:43.221Z,,2026-05-25T11:14:24.731Z,3.2184766853906006,-3.4078913800442625,early_accumulation,0.9692,False,low,False,0.19561,,-2.2654099999999997,,True,False,False,0.34377990738056463,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,AI,0.0,none,-0.0063,False,Ratio em queda — sem acumulação,10_49m_range,0.0,0,0.0,20,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,False
doodles,dood,Doodles,https://coin-images.coingecko.com/coins/images/54399/large/dood.png?1774374789,0.00263474,20550198,882,26346407,6928025,0.00265392,0.0025542,-1.9177917621401e-05,-0.72263,-149604.66269757226,-0.72273,7800000000.0,10000000000.0,10000000000.0,0.01753469,-84.95654,2025-10-07T05:09:59.361Z,0.00204546,28.95981,2025-06-22T20:27:29.397Z,,2026-05-25T11:14:24.938Z,-20.153911775488776,-3.5555999811904484,early_accumulation,0.8497,False,low,False,0.19561,,-0.91824,,True,False,False,0.3371269220861035,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.0024,False,Ratio em queda — sem acumulação,10_49m_range,0.0,0,0.0,21,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,False
