id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,zone,fdv_warning,drawdown_pct,price_resilience,is_gold,suspected_wash_trading,momentum,rs_24h,rs_7d,rs_strong_24h,rs_leader_24h,ratio,range,volume_recovery,timeframe_analysis,timeframe_classification,social_analysis,seller_exhaustion,volatility_14d,ratio_surge,sector,accumulation_score,accumulation_signal,accumulation_slope,is_silent_accumulation,accumulation_reason,source_range,quant_score,social_score,final_score,ranking,persistence_count_3d,persistence_count_7d,persistence_count_14d,first_seen,max_persistence_ever,persistence_days,is_confirmed_leader,social_explosion,social_validation,rs_strong
g-token,g,Gravity (by Galxe),https://coin-images.coingecko.com/coins/images/39200/large/gravity.jpg?1721020647,0.00336848,24366802,723,40427728,24600640,0.00383782,0.00331615,-0.000449473513306159,-11.77264,-3147070.095619589,-11.43812,7232700000.0,12000000000.0,12000000000.0,0.091691,-96.36459,2024-07-18T08:44:41.666Z,0.00255749,30.33718,2026-06-23T06:35:30.638Z,,2026-07-20T12:00:03.051Z,27.48516543830666,0.271318850510592,breakout,True,0.9633,False,False,False,low,-12.619670000000001,,False,False,1.0095965814471672,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.078,False,Ratio em queda — sem acumulação,10_49m_range,1.5,0,0.9,1,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,False
nvidia-ondo-tokenized-stock,nvdaon,NVIDIA (Ondo Tokenized Stock),https://coin-images.coingecko.com/coins/images/68623/large/nvdaon_160x160.png?1756130268,205.82,40018689,512,40018689,38716710,206.49,202.29,3.53,1.74476,616807.0,1.56543,194437.5100703671,194437.5100703671,,240.21,-14.03645,2026-05-15T00:25:34.793Z,163.07,26.63174,2026-03-31T00:26:12.441Z,,2026-07-20T11:59:48.528Z,-1.4848902934103374,-1.041645999707683,strong,,0.1432,False,False,False,low,0.8977300000000001,,False,False,0.9674657258262508,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),10_49m_range,1.0,0,0.6,2,0,0,0,20260527,0,0,False,False,NOT_APPLICABLE,False
skale,skl,SKALE,https://coin-images.coingecko.com/coins/images/13245/large/SKALE_token_300x300.png?1696513021,0.00398637,24288111,722,25165954,20029192,0.00421246,0.00391509,-0.000137181149267571,-3.32678,-912387.4741861224,-3.62051,6094019337.0,6314274983.883265,7000000000.0,1.22,-99.67517,2021-03-12T05:14:18.439Z,0.00337253,17.14576,2026-07-01T06:45:35.535Z,,2026-07-20T11:59:54.778Z,-1.342475451010012,-8.156389938347473,strong,,0.9967,False,False,False,low,-4.17381,,False,False,0.824650052035747,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,L2,0.315,weak,0.0675,False,Sinal fraco: slope=0.0675,10_49m_range,1.0,0,0.6,3,0,0,0,20260603,0,0,False,False,NOT_APPLICABLE,False
semicon-bull-3x-etf-bstocks-tokenized-stock,soxlb,Semicon Bull 3X ETF (bStocks Tokenized Stock),https://coin-images.coingecko.com/coins/images/102174369/large/soxlb-bstocks.png?1783453750,146.33,19239119,832,19239119,15051627,146.33,129.36,14.51,11.0111,2366381.0,14.02488,131475.54364356,131475.54364356,,204.04,-28.34215,2026-07-09T13:49:18.291Z,118.94,22.93103,2026-07-17T13:45:53.946Z,,2026-07-20T12:01:00.802Z,,-17.08146307266602,strong,,0.2828,False,False,False,low,10.16407,,False,False,0.7823449192242119,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),10_49m_range,1.0,0,0.6,4,0,0,0,20260718,0,0,False,False,NOT_APPLICABLE,False
roundhill-memory-etf-bstocks-tokenized-stock,dramb,Roundhill Memory ETF (bStocks Tokenized Stock),https://coin-images.coingecko.com/coins/images/102174368/large/dramb-bstocks.png?1783453531,54.72,21798439,777,21798439,13413667,54.73,52.29,2.07,3.92437,3595913.0,19.75502,398394.34423056,398394.34423056,,66.05,-17.13798,2026-07-09T13:41:03.557Z,49.08,11.50357,2026-07-17T07:46:36.345Z,,2026-07-20T12:01:00.815Z,,-4.720959994176421,strong,,0.1715,False,False,False,low,3.0773400000000004,,False,False,0.6153498881273104,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.1664,False,Ratio em queda — sem acumulação,10_49m_range,0.5,0,0.3,5,0,0,0,20260715,0,0,False,False,NOT_APPLICABLE,False
mantra,mantra,MANTRA,https://coin-images.coingecko.com/coins/images/102172151/large/OM_Token_Primary-1K.png?1771922964,0.00655752,35722485,562,48332725,20503445,0.00679583,0.00625763,7.734e-05,1.19353,537349.0,1.5272,5439326840.064703,7359440144.487387,10000000000.0,0.0262739,-74.66543,2026-03-04T14:10:54.284Z,0.00604187,10.17091,2026-07-13T21:45:57.167Z,,2026-07-20T11:59:52.069Z,-11.013675937734412,3.1237785258417867,strong,True,0.7504,False,False,False,low,0.34650000000000003,,False,False,0.5739646891866566,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),10_49m_range,0.5,0,0.3,6,0,0,0,20260509,0,0,False,False,NOT_APPLICABLE,False
stargate-finance,stg,Stargate Finance,https://coin-images.coingecko.com/coins/images/24413/large/STG_LOGO.png?1696523595,0.13806,19453748,823,19453748,10608241,0.139457,0.136885,-0.000743829971332682,-0.53588,-104013.29303595051,-0.53183,140910733.22463906,140910733.22463906,1000000000.0,4.14,-96.66884,2022-04-02T00:00:00.000Z,0.104476,32.04882,2025-12-31T19:01:22.813Z,,2026-07-20T12:01:05.777Z,-32.85169227167473,-8.117166869867887,strong,,0.9667,False,False,False,low,-1.3829099999999999,,False,False,0.5453057683280363,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.0119,False,Ratio em queda — sem acumulação,10_49m_range,0.5,0,0.3,7,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,False
pha,pha,PHALA,https://coin-images.coingecko.com/coins/images/12451/large/phala.png?1696512270,0.02311653,19485230,821,23183007,9981710,0.0243167,0.02261323,-0.000731507781775411,-3.06737,-553834.8382250145,-2.76378,840496260.4928192,1000000000.0,1000000000.0,1.39,-98.33257,2021-05-15T04:20:32.741Z,0.02120268,9.3646,2026-03-01T20:41:27.308Z,,2026-07-20T12:01:04.238Z,-38.00487255245357,-2.812061332193493,strong,,0.9834,False,False,False,low,-3.9143999999999997,,False,False,0.512270576226198,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.516,moderate,0.0042,False,Possível acumulação: slope=0.0042,10_49m_range,0.5,0,0.3,8,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,False
cash-cat,cashcat,Cash Cat,https://coin-images.coingecko.com/coins/images/102174280/large/cashcat-logo.jpg?1782922765,0.072808,72113201,335,72113201,21642313,0.083838,0.060501,0.01224183,20.21233,11941946.0,19.8466,990458259.4761711,990458259.4761711,1000000000.0,0.227785,-68.34832,2026-07-11T21:26:24.971Z,9.6874e-08,74424152.73816,2026-07-05T14:35:30.318Z,,2026-07-20T11:59:32.621Z,,-55.624504027845326,early_accumulation,,0.6804,False,False,False,low,19.3653,,False,False,0.300115827613865,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),50m_range,0.0,0,0.0,1,0,0,0,20260718,0,0,False,False,NOT_APPLICABLE,False
ordinals,ordi,ORDI,https://coin-images.coingecko.com/coins/images/30162/large/ordi.png?1696529082,3.53,74148110,319,74148110,15948532,3.67,3.45,-0.09780045986477504,-2.69511,-2042503.4939111471,-2.68078,21000000.0,21000000.0,,95.52,-96.30814,2024-03-05T01:45:22.816Z,2.12,66.26227,2026-03-29T22:55:07.807Z,,2026-07-20T11:59:38.506Z,5.891382966919297,1.1112248959424014,early_accumulation,,0.963,False,False,False,low,-3.54214,,False,False,0.21509020256888545,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.03651650268679364,False,Other,0.232,weak,0.0012,False,Sinal fraco: slope=0.0012,50m_range,0.0,0,0.0,2,0,0,0,20260512,0,0,False,False,NOT_APPLICABLE,False
