id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,zone,drawdown_pct,price_resilience,is_gold,suspected_wash_trading,momentum,rs_24h,rs_7d,rs_strong_24h,rs_leader_24h,ratio,range,volume_recovery,timeframe_analysis,timeframe_classification,social_analysis,seller_exhaustion,volatility_14d,ratio_surge,sector,accumulation_score,accumulation_signal,accumulation_slope,is_silent_accumulation,accumulation_reason,source_range,quant_score,social_score,final_score,ranking,persistence_count_3d,persistence_count_7d,persistence_count_14d,first_seen,max_persistence_ever,persistence_days,is_confirmed_leader,social_explosion,social_validation,rs_strong,fdv_warning
lorenzo-protocol,bank,Lorenzo Protocol,https://coin-images.coingecko.com/coins/images/55250/large/lorenzo.jpg?1744963693,0.166031,70612453,341,70612453,182832911,0.329831,0.136759,-0.11711817782623699,-41.36275,-49855965.17311305,-41.38509,425250000.0,425250000.0,2100000000.0,0.329831,-50.06641,2026-07-21T07:50:50.446Z,0.02243767,634.01742,2026-06-05T15:50:47.067Z,,2026-07-21T16:13:14.395Z,342.29101459371543,286.09299905278664,breakout,0.4966,False,False,False,low,-43.052499999999995,,False,False,2.589244577015332,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.379,weak,0.0577,False,Sinal fraco: slope=0.0577,50m_range,1.5,0,0.9,1,0,0,0,20260506,0,0,False,False,NOT_APPLICABLE,False,
epic-chain,epic,Epic Chain,https://coin-images.coingecko.com/coins/images/54734/large/PFP.png?1753421273,0.543196,18275178,870,18275178,25885491,0.547173,0.437915,0.105281,24.04153,3564838.0,24.23355,33600000.0,33600000.0,33600000.0,3.2,-83.13417,2025-08-20T15:57:23.043Z,0.192233,180.51214,2026-05-29T04:15:25.109Z,,2026-07-21T16:14:14.054Z,13.697739882921201,36.65487025767569,breakout,0.8303,False,False,False,low,22.35178,,False,False,1.4164289398439784,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Other,0.193,none,0.0026,False,Dados insuficientes,10_49m_range,1.5,0,0.9,1,0,0,0,20260603,0,0,False,False,NOT_APPLICABLE,False,
jimothy-the-raccoon,jimothy,Jimothy The Raccoon,https://coin-images.coingecko.com/coins/images/102174627/large/ds1bxricdzevh41l96amz78ormrh.?1784284675,0.01846117,18741368,836,18741368,23886687,0.02103549,0.01007413,0.00753843,69.01599,7212923.0,62.56631,999952400.316607,999952400.316607,,0.02171333,-10.03195,2026-07-18T04:35:22.475Z,0.00042474,4499.26414,2026-07-17T11:00:51.401Z,,2026-07-21T16:14:01.975Z,,,breakout,0.1498,False,False,False,low,67.32624,,False,False,1.2745434057962044,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 0 snapshots (mínimo 3),10_49m_range,1.5,0,0.9,2,0,0,0,20260721,0,0,False,False,NOT_APPLICABLE,False,
yield-guild-games,ygg,Yield Guild Games,https://coin-images.coingecko.com/coins/images/17358/large/Shield_Mark_-_Colored_-_Iridescent.png?1696516909,0.01919542,15298591,951,19195417,15978066,0.02116056,0.01827179,0.00078671,4.27355,626969.0,4.27335,796991860.1014752,1000000000.0,1000000000.0,11.17,-99.82814,2021-11-20T16:49:03.371Z,0.01789651,7.28428,2026-07-20T14:46:59.323Z,,2026-07-21T16:14:08.454Z,-27.951343825197426,-13.069357442353702,breakout,0.9983,False,False,False,low,2.5838,,False,False,1.0444142208913225,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Gaming,0.618,strong,0.0196,True,"Acumulação silenciosa: slope=0.0196, consistência=60%",10_49m_range,1.5,0,0.9,3,0,0,0,20260512,0,0,False,False,NOT_APPLICABLE,False,
robinhood-wrapped-eth-robinhood-chain,weth,Robinhood Wrapped ETH (Robinhood Chain),https://coin-images.coingecko.com/coins/images/102174283/large/weth-robinhood.jpeg?1782924507,1930.89,40878273,511,40878273,134073098,1946.73,1891.42,36.34,1.91818,-139115.81524792314,-0.33916,21173.77130711354,21173.77130711354,,2063.07,-6.3998,2026-07-08T08:21:50.869Z,1640.67,17.69847,2026-07-08T03:25:47.823Z,,2026-07-21T16:13:36.189Z,,2.7494901155138463,breakout,0.0641,False,False,True,low,0.2284299999999999,,False,False,3.279813166275395,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-1.1195,False,Ratio em queda — sem acumulação,10_49m_range,1.2,0,0.72,4,0,0,0,20260710,0,0,False,False,NOT_APPLICABLE,False,
sk-hynix-bstocks-tokenized-stock,skhyb,SK Hynix (bStocks Tokenized Stock),https://coin-images.coingecko.com/coins/images/102174549/large/skhynix.png?1784001947,166.09,14830574,963,14830574,11079357,167.97,150.85,7.26,4.56784,5919580.0,66.43007,89361.18943483,89361.18943483,,193.39,-14.57036,2026-07-14T20:00:19.527Z,146.96,12.41563,2026-07-17T08:55:44.774Z,,2026-07-21T16:14:11.976Z,,-3.114809483587384,strong,0.1412,False,False,False,low,2.8780900000000003,,False,False,0.74706191412416,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 0 snapshots (mínimo 3),10_49m_range,1.0,0,0.6,5,0,0,0,20260721,0,0,False,False,NOT_APPLICABLE,False,
harmony,one,Harmony,https://coin-images.coingecko.com/coins/images/4344/large/Y88JAze.png?1696504947,0.00161607,24028560,760,24028562,17935081,0.00168479,0.00111818,0.00048138,42.42359,7157220.0,42.42235,14870211425.762915,14870212769.762915,,0.37902,-99.59308,2021-10-26T09:28:49.782Z,0.00110102,40.0813,2026-07-17T00:11:21.081Z,"{'times': -0.4910007215770611, 'currency': 'usd', 'percentage': -49.10007215770611}",2026-07-21T16:13:31.926Z,12.945487401293034,38.17408708989331,strong,0.9957,False,False,False,low,40.73384,,False,False,0.7464068175537777,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,L1,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),10_49m_range,1.0,0,0.6,6,0,0,0,20260718,0,0,False,False,NOT_APPLICABLE,False,
dodo,dodo,DODO,https://coin-images.coingecko.com/coins/images/12651/large/dodo_logo.png?1696512458,0.01721215,17212146,890,17212146,12337385,0.01873586,0.0159792,-0.001358022144966102,-7.31292,-1382919.3985677697,-7.43702,1000000000.0,1000000000.0,1000000000.0,8.38,-99.79371,2021-02-20T09:19:28.624Z,0.0129848,33.08632,2026-02-06T00:30:52.016Z,,2026-07-21T16:14:06.073Z,6.928397675813917,-13.214404647724468,strong,0.9979,False,False,False,low,-9.00267,,False,False,0.7167836596319831,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.312,weak,0.0619,False,Sinal fraco: slope=0.0619,10_49m_range,1.0,0,0.6,7,0,0,0,20260514,0,0,False,False,NOT_APPLICABLE,False,
pons,pons,Pons,https://coin-images.coingecko.com/coins/images/102174571/large/jhitvkisdq8fhxvimdkpcw7y3dx5.?1784093932,0.03429453,27429676,675,27429676,19369306,0.04383261,0.01824082,0.01528547,80.41155,27429676.0,0.0,799771695.5799317,799771695.5799317,1000000000.0,0.04383261,-19.15011,2026-07-21T13:45:14.355Z,0.00341456,937.86783,2026-07-17T02:50:30.911Z,,2026-07-21T16:13:22.555Z,,,strong,0.2176,False,False,False,low,78.7218,,False,False,0.7061441775688492,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 0 snapshots (mínimo 3),10_49m_range,1.0,0,0.6,8,0,0,0,20260721,0,0,False,False,NOT_APPLICABLE,False,
based-brett,brett,Brett,https://coin-images.coingecko.com/coins/images/35529/large/1000050750.png?1709031995,0.00517737,51285044,428,51285044,23529926,0.00524575,0.00512862,3.064e-05,0.59539,122469.0,0.23937,9909605379.862432,9909605379.862432,9999998988.0,0.234204,-97.78909,2024-12-01T16:31:18.357Z,0.00084753,510.95972,2024-02-29T08:40:24.951Z,,2026-07-21T16:13:29.654Z,-11.279476216124246,-2.312643004870587,early_accumulation,0.9779,False,False,False,low,-1.09436,,False,False,0.45880678195381874,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",True,0.024585463626484637,True,Meme,0.0,none,-0.0118,False,Ratio em queda — sem acumulação,50m_range,0.8,0,0.48,2,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,False,
