id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,zone,drawdown_pct,suspected_wash_trading,momentum,is_gold,btc_change_24h,btc_change_7d,rs_24h,rs_7d,rs_available,rs_strong_24h,rs_leader_24h,ratio,range,volume_recovery,price_resilience,timeframe_analysis,timeframe_classification,social_analysis,seller_exhaustion,volatility_14d,ratio_surge,sector,accumulation_score,accumulation_signal,accumulation_slope,is_silent_accumulation,accumulation_reason,source_range,quant_score,social_score,final_score,ranking,persistence_count_3d,persistence_count_7d,persistence_count_14d,first_seen,max_persistence_ever,persistence_days,is_confirmed_leader,social_explosion,social_validation,rs_strong
paris-saint-germain-fan-token,psg,Paris Saint-Germain Fan Token,https://coin-images.coingecko.com/coins/images/11620/large/PSG.png?1741772294,1.16,18615849,915,23047597,20418793,1.18,1.045,0.10963,10.42183,1739204.0,10.30539,16065415.9143673,19890000.0,19890000.0,58.79,-98.02881,2021-04-27T04:13:36.909Z,0.600374,93.01888,2026-02-06T00:30:21.119Z,,2026-05-28T10:20:41.258Z,45.20128626372794,17.623790542914985,breakout,0.9803,False,low,False,-3.24485,,13.66668,,True,True,True,1.096849947590357,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Other,0.0,none,-0.0993,False,Ratio em queda — sem acumulação,10_49m_range,1.9,0,1.14,1,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,True
ondo-u-s-dollar-token,usdon,Ondo U.S. Dollar Token,https://coin-images.coingecko.com/coins/images/68688/large/usdon_160x160.png?1756268513,1.0,63437740,409,63437740,74610651,1.0,1.0,0.0,0.0,3544600.0,5.91821,63437740.27574129,63437740.27574129,,1.0,0.0,2025-08-27T08:45:01.644Z,1.0,0.0,2025-08-27T08:45:01.644Z,,2026-05-28T10:19:25.737Z,0.0,0.0,breakout,0.0,False,low,False,-3.24485,,3.24485,,True,True,False,1.1761240390972314,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.522,moderate,0.0302,False,Possível acumulação: slope=0.0302,50m_range,1.7,0,1.02,1,0,0,0,20260506,0,0,False,False,NOT_APPLICABLE,True
drift-protocol,drift,Drift Protocol,https://coin-images.coingecko.com/coins/images/37509/large/DRIFT.png?1715842607,0.02978333,18229407,921,29810197,17961966,0.0360937,0.02932788,-0.003552481965240863,-10.65665,-2305957.9745642915,-11.2292,611515824.085346,1000000000.0,1000000000.0,2.6,-98.86733,2024-11-09T01:41:24.471Z,0.02667806,10.56976,2026-04-10T03:05:31.364Z,,2026-05-28T10:20:44.069Z,-14.948957800816698,4.105786926229136,strong,0.9885,False,low,False,-3.24485,,-7.411800000000001,,True,False,False,0.9853291442777047,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.9,very_strong,0.4007,True,"Acumulação silenciosa FORTE: slope=0.4007, consistência=100%, aceleração=397%",10_49m_range,1.0,0,0.6,2,0,0,0,20260511,0,0,False,False,NOT_APPLICABLE,False
altlayer,alt,AltLayer,https://coin-images.coingecko.com/coins/images/34608/large/Logomark_200x200.png?1715107868,0.00717938,46104542,505,71993429,43360725,0.00879696,0.00709801,-0.001281091722713116,-15.14209,-8084110.6524828,-14.91846,6403993052.0,10000000000.0,10000000000.0,0.676743,-98.93534,2024-03-28T23:20:10.066Z,0.00600213,20.04108,2026-03-29T22:55:39.974Z,,2026-05-28T10:19:43.172Z,-4.986795106293248,-2.920506841579116,strong,0.9894,False,low,False,-3.24485,,-11.89724,,True,False,False,0.9404870565680926,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.388,weak,0.5128,False,Sinal fraco: slope=0.5128,10_49m_range,1.0,0,0.6,3,0,0,0,20260520,0,0,False,False,NOT_APPLICABLE,False
pha,pha,PHALA,https://coin-images.coingecko.com/coins/images/12451/large/phala.png?1696512270,0.04113265,34539206,602,41157671,32482915,0.04940412,0.04038873,-0.007145359708291686,-14.80045,-6058266.222734995,-14.92277,839192446.3122399,1000000000.0,1000000000.0,1.39,-97.04476,2021-05-15T04:20:32.741Z,0.02120268,93.83027,2026-03-01T20:41:27.308Z,,2026-05-28T10:19:41.338Z,30.30725568411217,19.046734228877938,strong,0.9704,False,low,False,-3.24485,,-11.5556,,True,False,False,0.9404650182172688,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.388,weak,0.1052,False,Sinal fraco: slope=0.1052,10_49m_range,1.0,0,0.6,4,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,False
paxos-standard,usdp,Pax Dollar,https://coin-images.coingecko.com/coins/images/6013/large/Pax_Dollar.png?1696506427,0.999801,31947676,648,31947676,21695537,0.999865,0.998872,0.00048274,0.04831,-8593852.793118477,-21.19765,31954027.03052443,31954027.03052443,,1.18,-15.60602,2024-04-16T16:20:21.365Z,0.863529,15.77373,2021-05-19T13:14:42.046Z,"{'times': -0.0001985445180793, 'currency': 'usd', 'percentage': -0.01985445180793}",2026-05-28T10:19:44.781Z,0.018437391747354297,0.04594634731680706,strong,0.1527,False,low,False,-3.24485,,3.29316,,True,True,True,0.6790959379956151,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.663,strong,0.0294,True,"Acumulação silenciosa: slope=0.0294, consistência=55%",10_49m_range,0.7,0,0.42,5,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,True
metronome-synth-usd,msusd,Metronome Synth USD,https://coin-images.coingecko.com/coins/images/67504/large/metronome_msusd.png?1753015705,0.995969,33655004,620,33655004,17182321,0.997449,0.99368,-0.000708461522577752,-0.07108,9074515.0,36.91755,33793484.72665344,33793484.72665344,,3.43,-70.97836,2025-10-16T10:48:38.387Z,0.427862,132.77466,2025-10-09T03:53:06.683Z,,2026-05-28T10:19:45.136Z,0.011972664694854357,-0.37688096063190446,strong,0.7096,False,low,False,-3.24485,,3.17377,,True,True,False,0.5105428304212949,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.336,False,Ratio em queda — sem acumulação,10_49m_range,0.7,0,0.42,6,0,0,0,20260518,0,0,False,False,NOT_APPLICABLE,True
marlin,pond,Marlin,https://coin-images.coingecko.com/coins/images/8903/large/200x200.png?1706115827,0.00177236,14542916,1009,17730087,10016554,0.00225253,0.00171714,-0.000160169640323692,-8.28809,-1306238.3934478033,-8.24169,8202394162.0,10000000000.0,10000000000.0,0.323362,-99.4517,2020-12-21T23:37:33.267Z,0.00135057,31.27733,2026-05-23T08:20:56.196Z,,2026-05-28T10:20:47.482Z,-27.80216037016353,19.63823067527592,strong,0.9945,False,low,False,-3.24485,,-5.043240000000001,,True,False,False,0.688758293041093,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.425,moderate,0.3134,False,Possível acumulação: slope=0.3134,10_49m_range,0.5,0,0.3,7,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,False
zelcash,flux,Flux,https://coin-images.coingecko.com/coins/images/5163/large/Flux_symbol_blue-white.png?1696505679,0.067577,27728992,713,27740381,16078889,0.073904,0.067098,-0.004444996556254119,-6.17173,-1823460.895761419,-6.17025,410324038.4991484,410492570.4991484,440000000.0,3.33,-97.95993,2022-01-03T10:18:02.680Z,0.01640374,313.6252,2021-01-13T05:29:57.987Z,,2026-05-28T10:19:43.991Z,-1.4677234620642468,-6.107182781326013,strong,0.9797,False,low,False,-3.24485,,-2.92688,,True,False,False,0.5798584023537531,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.37,weak,0.0241,False,Sinal fraco: slope=0.0241,10_49m_range,0.5,0,0.3,8,0,0,0,20260525,0,0,False,False,NOT_APPLICABLE,False
aixbt,aixbt,aixbt,https://coin-images.coingecko.com/coins/images/51784/large/3.png?1731981138,0.02715871,27020929,722,27166038,14447257,0.03098742,0.02649886,-0.003072895556792601,-10.16451,-3050979.126439452,-10.14561,994658423.1010208,1000000000.0,1000000000.0,0.942578,-97.11927,2025-01-16T11:56:02.862Z,0.01797721,51.04173,2026-02-23T01:30:43.221Z,,2026-05-28T10:19:44.134Z,1.8870967443143478,-12.503405591165247,strong,0.9712,False,low,False,-3.24485,,-6.91966,,True,False,False,0.5346691447951327,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,AI,0.0,none,-0.0018,False,Ratio em queda — sem acumulação,10_49m_range,0.5,0,0.3,9,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,False
