id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,zone,drawdown_pct,suspected_wash_trading,momentum,is_gold,btc_change_24h,btc_change_7d,rs_24h,rs_7d,rs_available,rs_strong_24h,rs_leader_24h,ratio,range,volume_recovery,price_resilience,timeframe_analysis,timeframe_classification,social_analysis,seller_exhaustion,volatility_14d,ratio_surge,sector,accumulation_score,accumulation_signal,accumulation_slope,is_silent_accumulation,accumulation_reason,source_range,quant_score,social_score,final_score,ranking,persistence_count_3d,persistence_count_7d,persistence_count_14d,first_seen,max_persistence_ever,persistence_days,is_confirmed_leader,social_explosion,social_validation,rs_strong
hims-hers-health-ondo-tokenized-stock,himson,Hims & Hers Health (Ondo Tokenized Stock),https://coin-images.coingecko.com/coins/images/68553/large/himson_160x160.png?1756105686,24.32,17656997,945,17656997,10615741,24.54,23.38,0.241779,1.00411,10417696.0,143.90471,726015.3725557312,726015.3725557312,,64.06,-62.03302,2025-10-15T19:19:34.923Z,14.04,73.25317,2026-02-24T14:57:22.011Z,,2026-05-27T11:09:11.707Z,-20.737959052046005,7.708865738643375,strong,0.6204,False,low,False,-1.89841,,2.90252,,True,True,True,0.601220071567096,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 0 snapshots (mínimo 3),10_49m_range,0.7,0,0.42,8,0,0,0,20260527,0,0,False,False,NOT_APPLICABLE,True
zelcash,flux,Flux,https://coin-images.coingecko.com/coins/images/5163/large/Flux_symbol_blue-white.png?1696505679,0.072532,29763941,705,29770371,16569444,0.080936,0.071244,-0.006059153118557439,-7.70974,-2625813.7619760484,-8.10693,410324038.4991484,410412686.4991484,440000000.0,3.33,-97.8152,2022-01-03T10:18:02.680Z,0.01640374,342.96869,2021-01-13T05:29:57.987Z,,2026-05-27T11:07:23.973Z,3.9875681140081247,4.930837971201816,strong,0.9782,False,low,False,-1.89841,,-5.81133,,True,False,False,0.5566952306483876,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),10_49m_range,0.5,0,0.3,9,0,0,0,20260525,0,0,False,False,NOT_APPLICABLE,False
aixbt,aixbt,aixbt,https://coin-images.coingecko.com/coins/images/51784/large/3.png?1731981138,0.03045417,30249641,698,30412089,16815138,0.03264633,0.02998921,-0.00206943363768489,-6.36287,-2096487.7650971115,-6.48142,994658423.1010208,1000000000.0,1000000000.0,0.942578,-96.78336,2025-01-16T11:56:02.862Z,0.01797721,68.65455,2026-02-23T01:30:43.221Z,,2026-05-27T11:07:24.447Z,11.212394977727227,-3.1591644770658567,strong,0.9677,False,low,False,-1.89841,,-4.46446,,True,False,False,0.5558789276209922,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,AI,0.0,none,-0.0035,False,Ratio em queda — sem acumulação,10_49m_range,0.5,0,0.3,10,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,False
paxos-standard,usdp,Pax Dollar,https://coin-images.coingecko.com/coins/images/6013/large/Pax_Dollar.png?1696506427,0.999229,40538153,556,40538153,22271485,0.999604,0.998989,-2.6175578619614e-05,-0.00262,-3701.3054728657007,-0.00913,40569459.92052442,40569459.92052442,,1.18,-15.64393,2024-04-16T16:20:21.365Z,0.863529,15.72173,2021-05-19T13:14:42.046Z,"{'times': -0.0007706878543857, 'currency': 'usd', 'percentage': -0.07706878543857}",2026-05-27T11:07:24.856Z,-0.030282213081522475,0.009931631857928856,strong,0.1532,False,low,False,-1.89841,,1.8957899999999999,,True,False,False,0.5493956520416705,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.653,strong,0.0254,True,"Acumulação silenciosa: slope=0.0254, consistência=60%",10_49m_range,0.5,0,0.3,11,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,False
bonfida,fida,Bonfida,https://coin-images.coingecko.com/coins/images/13395/large/bonfida.png?1696513157,0.03123747,30962462,680,30962462,16229119,0.03388763,0.03104033,-0.002073181053081029,-6.22378,-1973739.7381430157,-5.99261,990910768.0093,990910768.0093,1000000000.0,18.77,-99.83355,2021-11-03T20:34:33.492Z,0.01221703,155.78812,2026-03-29T22:50:36.078Z,,2026-05-27T11:07:21.238Z,86.19573246422149,17.926730403395585,strong,0.9983,False,low,False,-1.89841,,-4.3253699999999995,,True,False,False,0.5241546683206264,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.66,strong,0.1383,True,"Acumulação silenciosa: slope=0.1383, consistência=45%",10_49m_range,0.5,0,0.3,12,0,0,0,20260506,0,0,False,False,NOT_APPLICABLE,False
ronin,ron,Ronin,https://coin-images.coingecko.com/coins/images/20009/large/photo_2024-04-06_22-52-24.jpg?1712415367,0.091046,70632014,383,91444666,19567438,0.103518,0.086882,0.00323714,3.68657,2890041.0,4.26625,772401679.4337813,1000000000.0,1000000000.0,4.45,-97.96327,2024-03-26T05:12:38.487Z,0.080897,12.05346,2026-02-06T00:22:10.894Z,,2026-05-27T11:07:21.859Z,-7.1347341498504875,-14.289249898537316,early_accumulation,0.9795,False,low,False,-1.89841,,5.58498,,True,True,True,0.2770335559170095,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),50m_range,0.4,0,0.24,4,0,0,0,20260519,0,0,False,False,NOT_APPLICABLE,True
sandisk-ondo-tokenized,sndkon,SanDisk (Ondo Tokenized),https://coin-images.coingecko.com/coins/images/102172440/large/sndkon_160x160.png?1773419692,1617.44,17854608,943,17854608,6488880,1641.47,1511.2,95.6,6.28189,1309738.0,7.91628,11038.83955156813,11038.83955156813,,1641.47,-2.02152,2026-05-27T03:11:01.388Z,554.14,190.23257,2026-03-30T23:54:37.586Z,,2026-05-27T11:09:07.248Z,60.38876018732887,15.013741208499741,early_accumulation,0.0146,False,low,False,-1.89841,,8.180299999999999,,True,True,True,0.36342886945487685,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.0262,False,Ratio em queda — sem acumulação,10_49m_range,0.4,0,0.24,13,0,0,0,20260507,0,0,False,False,NOT_APPLICABLE,True
ong,ong,Ontology Gas,https://coin-images.coingecko.com/coins/images/5716/large/ONG_logo.png?1696506172,0.070831,33387754,636,56710040,11650090,0.075631,0.06237,0.00616125,9.52732,2873656.0,9.41747,470996021.0,800000000.0,1000000000.0,4.39,-98.36946,2018-09-28T10:22:27.611Z,0.04242318,68.6363,2020-03-13T02:24:03.119Z,,2026-05-27T11:07:24.880Z,-4.011266628440201,6.294008922976274,early_accumulation,0.9839,False,low,False,-1.89841,,11.42573,,True,True,True,0.348933024964782,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.182,none,0.0095,False,Dados insuficientes,10_49m_range,0.4,0,0.24,14,0,0,0,20260504,0,0,False,False,NOT_APPLICABLE,True
terra-luna-2,luna,Terra,https://coin-images.coingecko.com/coins/images/25767/large/01_Luna_color.png?1696524851,0.063772,45273302,526,75672288,12008430,0.064462,0.060728,0.00169639,2.7328,1199722.0,2.72209,709984438.91686,1186707049.0,,18.87,-99.6623,2022-05-28T09:18:14.847Z,0.04580672,39.11623,2025-10-10T21:26:52.228Z,,2026-05-27T11:07:22.486Z,1.4340783935751138,0.9483023441463277,early_accumulation,0.9966,False,low,False,-1.89841,,4.63121,,True,True,True,0.2652430785808378,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,DeFi,0.0,none,-0.0266,False,Ratio em queda — sem acumulação,10_49m_range,0.4,0,0.24,15,0,0,0,20260503,0,0,False,False,NOT_APPLICABLE,True
coin98,c98,Coin98,https://coin-images.coingecko.com/coins/images/17117/large/logo.png?1696516677,0.0203948,20427287,885,20427310,5034869,0.02086523,0.01975865,0.00048074,2.41405,533222.0,2.6803,999998884.0,1000000000.0,1000000000.0,6.42,-99.68183,2021-08-25T12:26:13.409Z,0.01666911,22.53137,2026-01-31T18:47:57.431Z,,2026-05-27T11:09:08.175Z,-2.9625905008673326,5.944597262268695,early_accumulation,0.9968,False,low,False,-1.89841,,4.31246,,True,True,True,0.246477615945769,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),10_49m_range,0.4,0,0.24,16,0,0,0,20260511,0,0,False,False,NOT_APPLICABLE,True
ontology,ont,Ontology,https://coin-images.coingecko.com/coins/images/3447/large/ONT.png?1696504138,0.055304,55409121,457,55409121,19529559,0.057089,0.052176,0.00062595,1.14478,771966.0,1.4129,1000000000.0,1000000000.0,,10.92,-99.49245,2018-05-03T01:43:05.844Z,0.0390593,41.90433,2026-03-08T22:25:15.766Z,,2026-05-27T11:07:23.067Z,-21.91344039763851,-6.923654406291749,early_accumulation,0.9949,False,low,False,-1.89841,,3.04319,,True,True,True,0.352461086686432,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),50m_range,0.2,0,0.12,5,0,0,0,20260519,0,0,False,False,NOT_APPLICABLE,True
