id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,zone,drawdown_pct,suspected_wash_trading,momentum,is_gold,btc_change_24h,btc_change_7d,rs_24h,rs_7d,rs_available,rs_strong_24h,rs_leader_24h,ratio,range,volume_recovery,price_resilience,timeframe_analysis,timeframe_classification,social_analysis,seller_exhaustion,volatility_14d,ratio_surge,sector,accumulation_score,accumulation_signal,accumulation_slope,is_silent_accumulation,accumulation_reason,source_range,quant_score,social_score,final_score,ranking,persistence_count_3d,persistence_count_7d,persistence_count_14d,first_seen,max_persistence_ever,persistence_days,is_confirmed_leader,social_explosion,social_validation,rs_strong
altlayer,alt,AltLayer,https://coin-images.coingecko.com/coins/images/34608/large/Logomark_200x200.png?1715107868,0.00847292,54369363,462,84899160,169100487,0.00910718,0.00693493,0.00133593,18.71847,8669065.0,18.96938,6403993052.0,10000000000.0,10000000000.0,0.676743,-98.73708,2024-03-28T23:20:10.066Z,0.00600213,42.39453,2026-03-29T22:55:39.974Z,,2026-05-27T11:07:23.098Z,10.572290021474057,20.08996063902325,breakout,0.9875,False,low,False,-1.89841,,20.61688,,True,True,True,3.110216446714669,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Other,0.0,none,-0.0298,False,Ratio em queda — sem acumulação,50m_range,1.9,0,1.14,1,0,0,0,20260520,0,0,False,False,NOT_APPLICABLE,True
osmosis,osmo,Osmosis,https://coin-images.coingecko.com/coins/images/16724/large/osmo.png?1696516298,0.06131,47488248,508,59962558,53685720,0.070507,0.052584,0.0083086,15.67615,6441945.0,15.69434,775052828.777433,978645278.483818,1000000000.0,11.25,-99.45946,2022-03-04T05:12:18.707Z,0.02916342,108.50115,2026-03-29T22:55:20.160Z,,2026-05-27T11:07:21.606Z,96.63661963625417,-1.0502831954339265,breakout,0.9946,False,low,False,-1.89841,,17.574559999999998,,True,True,True,1.1305053831423724,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Other,0.0,none,-0.2398,False,Ratio em queda — sem acumulação,10_49m_range,1.9,0,1.14,1,0,0,0,20260511,0,0,False,False,NOT_APPLICABLE,True
pha,pha,PHALA,https://coin-images.coingecko.com/coins/images/12451/large/phala.png?1696512270,0.04803094,40310938,558,48038126,91060557,0.061219,0.04756645,-0.001656767475344927,-3.33436,-1441978.2933972254,-3.4536,839144695.4248539,1000000000.0,1000000000.0,1.39,-96.53614,2021-05-15T04:20:32.741Z,0.02120268,127.18974,2026-03-01T20:41:27.308Z,,2026-05-27T11:07:21.073Z,43.834547803255205,46.58107633213939,breakout,0.9654,False,low,False,-1.89841,,-1.4359500000000003,,True,False,False,2.2589540585733827,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.392,weak,0.0869,False,Sinal fraco: slope=0.0869,10_49m_range,1.5,0,0.9,2,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,False
drift-protocol,drift,Drift Protocol,https://coin-images.coingecko.com/coins/images/37509/large/DRIFT.png?1715842607,0.03604204,22019249,846,36007653,39638903,0.04975229,0.0326042,-0.00936158881795561,-20.61859,-5781488.341621298,-20.79617,611515824.085346,1000000000.0,1000000000.0,2.6,-98.54904,2024-11-09T01:41:24.471Z,0.02667806,41.64038,2026-04-10T03:05:31.364Z,,2026-05-27T11:09:09.777Z,5.567091963046181,27.971113536413604,breakout,0.9861,False,low,False,-1.89841,,-18.720180000000003,,True,False,False,1.800193230931718,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Other,0.9,very_strong,0.2679,True,"Acumulação silenciosa FORTE: slope=0.2679, consistência=100%, aceleração=164%",10_49m_range,1.5,0,0.9,3,0,0,0,20260511,0,0,False,False,NOT_APPLICABLE,False
stablr-usd,usdr,StablR USD,https://coin-images.coingecko.com/coins/images/53721/large/stablrusd-logo.png?1737126629,0.997331,21020065,862,21020065,41283425,1.0,0.994525,0.00280566,0.28211,58808.0,0.28055,21076437.506944,21076437.506944,,1.053,-5.24734,2025-03-04T20:26:03.971Z,0.40209,148.03807,2026-05-24T08:51:44.804Z,,2026-05-27T11:09:10.479Z,-0.21447400674845413,-0.21682703932639266,breakout,0.0529,True,low,False,-1.89841,,2.18052,,True,True,True,1.9640008249260885,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),10_49m_range,1.4,0,0.84,4,0,0,0,20260525,0,0,False,False,NOT_APPLICABLE,True
ondo-u-s-dollar-token,usdon,Ondo U.S. Dollar Token,https://coin-images.coingecko.com/coins/images/68688/large/usdon_160x160.png?1756268513,1.0,59893141,430,59893141,118722907,1.0,1.0,0.0,0.0,7374752.0,14.04223,59893140.62964006,59893140.62964006,,1.0,0.0,2025-08-27T08:45:01.644Z,1.0,0.0,2025-08-27T08:45:01.644Z,,2026-05-27T11:07:25.716Z,0.0,0.0,breakout,0.0,True,low,False,-1.89841,,1.89841,,True,False,False,1.9822454627984865,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.017,False,Ratio em queda — sem acumulação,50m_range,1.2,0,0.72,2,0,0,0,20260506,0,0,False,False,NOT_APPLICABLE,False
marlin,pond,Marlin,https://coin-images.coingecko.com/coins/images/8903/large/200x200.png?1706115827,0.00195752,16068495,984,19590006,13386563,0.00256887,0.00183791,-0.00055195874854714,-21.99499,-4225494.840430019,-20.82141,8202394162.0,10000000000.0,10000000000.0,0.323362,-99.39022,2020-12-21T23:37:33.267Z,0.00135057,45.99813,2026-05-23T08:20:56.196Z,,2026-05-27T11:09:12.387Z,-20.871115812291542,33.938345820394595,strong,0.9939,False,low,False,-1.89841,,-20.096580000000003,,True,False,False,0.8330937651597116,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),10_49m_range,1.0,0,0.6,5,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,False
request-network,req,Request,https://coin-images.coingecko.com/coins/images/1031/large/Request_icon_green.png?1696502140,0.077872,58227501,436,78186521,36307008,0.102474,0.064632,0.01277038,19.61615,9773133.0,20.16977,744291192.2591633,999416740.9347086,1000000000.0,1.059,-92.54123,2018-01-06T00:00:00.000Z,0.00454707,1637.55633,2020-03-13T02:24:34.541Z,"{'times': 0.2978629327334917, 'currency': 'usd', 'percentage': 29.786293273349166}",2026-05-27T11:07:20.896Z,5.649700222436994,17.029145332208248,strong,0.9265,False,low,False,-1.89841,,21.51456,,True,True,True,0.623537115219834,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 0 snapshots (mínimo 3),50m_range,0.9,0,0.54,3,0,0,0,20260527,0,0,False,False,NOT_APPLICABLE,True
marvell-technology-ondo-tokenized-stock,mrvlon,Marvell Technology (Ondo Tokenized Stock),https://coin-images.coingecko.com/coins/images/68560/large/mrvlon_160x160.png?1756105919,220.9,24477578,790,24477578,15590586,221.61,200.73,14.28,6.9115,11497812.0,88.58258,110808.8476790384,110808.8476790384,,221.61,-0.53533,2026-05-27T10:20:47.016Z,62.45,252.98173,2025-09-02T16:00:14.755Z,,2026-05-27T11:09:11.622Z,36.24450975192658,19.444589676838213,strong,0.0032,False,low,False,-1.89841,,8.80991,,True,True,True,0.6369333599917443,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 0 snapshots (mínimo 3),10_49m_range,0.9,0,0.54,6,0,0,0,20260527,0,0,False,False,NOT_APPLICABLE,True
test-3,tst,Test,https://coin-images.coingecko.com/coins/images/54274/large/Test.png?1738997629,0.01781385,16797827,969,16797827,8728319,0.01806844,0.01698466,0.00037942,2.17627,381441.0,2.32354,942230397.1986927,942230397.1986927,1000000000.0,0.511293,-96.51348,2025-02-09T09:09:52.387Z,0.00783528,127.51387,2026-03-29T22:56:25.457Z,,2026-05-27T11:09:10.618Z,66.11037650725861,8.18685684792915,strong,0.9652,False,low,False,-1.89841,,4.07468,,True,True,True,0.5196100066990808,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.0073,False,Ratio em queda — sem acumulação,10_49m_range,0.9,0,0.54,7,0,0,0,20260506,0,0,False,False,NOT_APPLICABLE,True
