id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,zone,drawdown_pct,suspected_wash_trading,momentum,is_gold,btc_change_24h,btc_change_7d,rs_24h,rs_7d,rs_available,rs_strong_24h,rs_leader_24h,ratio,range,volume_recovery,price_resilience,timeframe_analysis,timeframe_classification,social_analysis,seller_exhaustion,volatility_14d,ratio_surge,sector,accumulation_score,accumulation_signal,accumulation_slope,is_silent_accumulation,accumulation_reason,source_range,quant_score,social_score,final_score,ranking,persistence_count_3d,persistence_count_7d,persistence_count_14d,first_seen,max_persistence_ever,persistence_days,is_confirmed_leader,social_explosion,social_validation,rs_strong
bonfida,fida,Bonfida,https://coin-images.coingecko.com/coins/images/13395/large/bonfida.png?1696513157,0.03838642,36800716,604,36800716,64464549,0.03838143,0.03222643,0.00485017,14.46247,3619582.0,10.90855,990910775.601922,990910775.601922,1000000000.0,18.77,-99.80335,2021-11-03T20:34:33.492Z,0.01221703,202.19774,2026-03-29T22:50:36.078Z,,2026-05-24T15:16:03.281Z,128.23983803454485,132.3906968686734,breakout,0.998,False,low,False,1.13861,,13.32386,,True,False,False,1.7517199665354337,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.675,strong,0.4586,True,"Acumulação silenciosa: slope=0.4586, consistência=50%",10_49m_range,1.6,0,0.96,1,0,0,0,20260506,0,0,False,False,NOT_APPLICABLE,False
pha,pha,PHALA,https://coin-images.coingecko.com/coins/images/12451/large/phala.png?1696512270,0.03733784,31236193,681,37230110,33109844,0.04046873,0.03255528,0.00456446,13.92734,3908366.0,14.30178,839003498.8811138,1000000000.0,1000000000.0,1.39,-97.33589,2021-05-15T04:20:32.741Z,0.02120268,74.73521,2026-03-01T20:41:27.308Z,,2026-05-24T15:16:03.028Z,14.6266430040825,18.547408139975868,breakout,0.9731,False,low,False,1.13861,,12.78873,,True,False,False,1.059983334076595,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Other,0.396,weak,0.0109,False,Sinal fraco: slope=0.0109,10_49m_range,1.6,0,0.96,2,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,False
stepn,gmt,GMT,https://coin-images.coingecko.com/coins/images/23597/large/token-gmt-200x200.png?1703153841,0.01178032,36762756,605,59950089,83919349,0.0136368,0.0116072,-0.000870966548395446,-6.88441,-4770828.90942055,-11.48668,3111400155.0,5073850155.102167,6000000000.0,4.11,-99.71286,2022-04-28T03:29:53.820Z,0.00938775,25.62914,2026-03-29T22:55:08.566Z,,2026-05-24T15:16:04.052Z,3.3201303922440903,8.517164287656263,breakout,0.9971,False,low,False,1.13861,,-8.023019999999999,,True,False,False,2.2827273613545187,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.408,moderate,0.1473,False,Possível acumulação: slope=0.1473,10_49m_range,1.5,0,0.9,3,0,0,0,20260506,0,0,False,False,NOT_APPLICABLE,False
biconomy,bico,Biconomy,https://coin-images.coingecko.com/coins/images/21061/large/biconomy_logo.jpg?1696520444,0.02835281,20358723,890,28352807,15473946,0.03107809,0.02635654,0.00199156,7.55488,1429742.0,7.55319,718049656.9789356,1000000000.0,1000000000.0,21.45,-99.86813,2021-12-02T02:18:45.254Z,0.01846859,53.13818,2026-03-08T16:55:22.839Z,,2026-05-24T15:16:03.722Z,7.806780475610724,18.275381253107923,strong,0.9987,False,low,False,1.13861,,6.41627,,True,False,False,0.760064666138441,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Other,0.361,weak,0.0019,False,Sinal fraco: slope=0.0019,10_49m_range,1.1,0,0.66,4,0,0,0,20260506,0,0,False,False,NOT_APPLICABLE,False
plume,plume,Plume,https://coin-images.coingecko.com/coins/images/53623/large/plume-token.png?1736896935,0.01546167,88823780,313,154270149,61421428,0.01698005,0.0130926,0.00212124,15.90081,12128403.0,15.81373,5757677709.0,10000000000.0,10000000000.0,0.247537,-93.78182,2025-03-19T22:25:55.148Z,0.00854877,80.0527,2026-02-28T10:16:31.882Z,,2026-05-24T15:15:46.259Z,17.044031317383222,32.536871913985124,strong,0.9375,False,low,False,1.13861,,14.7622,,True,False,False,0.6914975696823531,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.07969114541884899,True,Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),50m_range,0.6,0,0.36,1,0,0,0,20260523,0,0,False,False,NOT_APPLICABLE,False
superfarm,super,SuperVerse,https://coin-images.coingecko.com/coins/images/14040/large/SV-Logo-200x200.png?1706880312,0.118238,75558287,359,118029477,49598210,0.137987,0.110695,0.0068871,6.18506,4544598.0,6.39961,640164549.0,1000000000.0,1000000000.0,4.74,-97.50702,2021-03-31T07:38:55.006Z,0.070397,67.90997,2023-10-19T02:20:23.295Z,,2026-05-24T15:15:42.761Z,-8.9409045281104,-0.7329932018371282,strong,0.9751,False,low,False,1.13861,,5.04645,,True,False,False,0.6564231663960302,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 0 snapshots (mínimo 3),50m_range,0.6,0,0.36,2,0,0,0,20260524,0,0,False,False,NOT_APPLICABLE,False
waves,waves,Waves,https://coin-images.coingecko.com/coins/images/425/large/waves.png?1696501700,0.398138,40221914,570,40221914,24575939,0.439947,0.375451,0.01933183,5.10336,2376082.0,6.27832,100000000.0,100000000.0,,61.3,-99.34432,2022-03-31T14:34:44.545Z,0.130878,207.11721,2016-08-02T00:00:00.000Z,"{'times': 1.1177542464326522, 'currency': 'usd', 'percentage': 111.77542464326521}",2026-05-24T15:16:06.107Z,-5.254311133025367,-0.9054582894656511,strong,0.9935,False,low,False,1.13861,,3.9647500000000004,,True,False,False,0.6110086904367604,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Other,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),10_49m_range,0.6,0,0.36,5,0,0,0,20260507,0,0,False,False,NOT_APPLICABLE,False
metal,mtl,Metal DAO,https://coin-images.coingecko.com/coins/images/763/large/Metal.png?1696501916,0.300752,27189305,748,27189305,14717555,0.336389,0.29882,-0.012092995795268235,-3.86549,-1470399.0593485534,-5.13055,90635915.0,90635915.0,,17.03,-98.23294,2018-06-21T04:04:27.124Z,0.117252,156.61449,2020-03-13T02:29:54.468Z,"{'times': 0.6708448095501367, 'currency': 'usd', 'percentage': 67.08448095501366}",2026-05-24T15:15:48.207Z,1.995117282085353,0.5853790092176234,strong,0.9823,False,low,False,1.13861,,-5.004099999999999,,True,False,False,0.5412994190178823,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),10_49m_range,0.5,0,0.3,6,0,0,0,20260523,0,0,False,False,NOT_APPLICABLE,False
dogs-2,dogs,Dogs,https://coin-images.coingecko.com/coins/images/39699/large/dogs_logo_200x200.png?1723687163,4.897e-05,25165201,778,26784443,13101102,5.282e-05,4.804e-05,-2.519259229346e-06,-4.89314,-1429637.4254445434,-5.37562,516750000000.0,550000000000.0,550000000000.0,0.00163299,-97.01676,2024-08-28T10:10:46.492Z,2.375e-05,105.11674,2026-02-28T12:15:13.471Z,,2026-05-24T15:16:05.823Z,49.92718212991509,-12.591563521849707,strong,0.97,False,low,False,1.13861,,-6.03175,,True,False,False,0.5206039085481574,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Meme,0.0,none,-0.114,False,Ratio em queda — sem acumulação,10_49m_range,0.5,0,0.3,7,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,False
altlayer,alt,AltLayer,https://coin-images.coingecko.com/coins/images/34608/large/Logomark_200x200.png?1715107868,0.00784341,47448127,512,76986256,24093365,0.00844662,0.00764685,-0.000224135080295597,-2.77823,-2439012.1660221443,-4.88906,6163194441.0,10000000000.0,10000000000.0,0.676743,-98.86249,2024-03-28T23:20:10.066Z,0.00600213,28.25433,2026-03-29T22:55:39.974Z,,2026-05-24T15:16:05.033Z,0.15114450157167839,15.334079162459544,strong,0.9884,False,low,False,1.13861,,-3.91684,,True,False,False,0.5077832682415473,10_49m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),10_49m_range,0.5,0,0.3,8,0,0,0,20260520,0,0,False,False,NOT_APPLICABLE,False
