id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,zone,suspected_wash_trading,momentum,is_gold,btc_change_24h,btc_change_7d,rs_24h,rs_7d,rs_available,rs_strong_24h,rs_leader_24h,ratio,range,volume_recovery,price_resilience,timeframe_analysis,timeframe_classification,social_analysis,sector,accumulation_score,accumulation_signal,accumulation_slope,is_silent_accumulation,accumulation_reason,source_range
memecoin-2,meme,Memecoin,https://coin-images.coingecko.com/coins/images/32528/large/memecoin_%282%29.png?1698912168,0.00060406,37813082,592,41719815.0,11234595,0.00060893,0.00056039,2.604e-05,4.50439,1748168.0,4.84728,62538692416.66666,69000000000.0,69000000000.0,0.056324,-98.91971,2024-03-04T17:30:21.569Z,0.00048566,25.28424,2026-04-05T21:45:02.721Z,,2026-05-05T02:17:12.342Z,20.122786634294467,6.436715659587559,early_accumulation,False,low,False,0.71833,,3.78606,,True,False,False,0.2971086831800698,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0.24560893439724205, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),50m_range
snek,snek,Snek,https://coin-images.coingecko.com/coins/images/30496/large/Snek-Square-BG_200x200.png?1768638178,0.00046345,34627893,635,34872226.0,10130688,0.00046969,0.00045531,8.15e-06,1.78895,664192.0,1.95559,74717867136.0,75245073429.0,76715880000.0,0.00895508,-94.83066,2024-12-05T11:50:53.994Z,0.00013847,234.31298,2023-10-20T02:25:36.411Z,,2026-05-05T02:17:18.469Z,11.93794140593264,-2.5787376882342157,early_accumulation,False,low,False,0.71833,,1.07062,,True,False,False,0.29255860297362013,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Meme,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),50m_range
paxos-standard,usdp,Pax Dollar,https://coin-images.coingecko.com/coins/images/6013/large/Pax_Dollar.png?1696506427,0.999524,40548483,563,40548483.0,10942533,0.999766,0.999111,0.00018937,0.01895,6472.42,0.01596,40569459.93027243,40569459.93027243,,1.18,-15.62549,2024-04-16T16:20:21.365Z,0.863529,15.74702,2021-05-19T13:14:42.046Z,"{'times': -0.0004755371407777, 'currency': 'usd', 'percentage': -0.04755371407777}",2026-05-05T02:17:06.259Z,-0.08354006540392957,-0.02353272091788914,early_accumulation,False,low,False,0.71833,,-0.69938,,True,False,False,0.2698629440711752,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0.23169555949167883, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Other,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),50m_range
terrausd,ustc,TerraClassicUSD,https://coin-images.coingecko.com/coins/images/12681/large/UST.png?1696512486,0.00753518,42102700,540,45898750.0,11016819,0.00797023,0.00701833,0.00046453,6.56989,2705820.0,6.86811,5577840891.039438,6080748377.892404,,1.092,-99.30117,2021-01-11T22:30:57.984Z,0.00406362,87.77713,2026-02-06T00:26:24.223Z,,2026-05-05T02:17:02.861Z,71.19643535810052,24.80422138444448,early_accumulation,False,low,False,0.71833,,5.85156,,True,False,False,0.2616653801300154,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",RWA,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),50m_range
ssv-network,ssv,SSV Network,https://coin-images.coingecko.com/coins/images/19155/large/ssv.png?1696518606,2.88,42069718,542,42069718.0,9648826,2.87,2.7,0.089502,3.21142,1284700.0,3.14993,14699173.1,14699173.1,,65.82,-95.65007,2024-03-25T05:21:25.264Z,2.09,37.26145,2026-04-13T08:10:42.294Z,,2026-05-05T02:17:03.478Z,26.240062774220917,-1.938213320466603,early_accumulation,False,low,False,0.71833,,2.49309,,True,False,False,0.22935323692923257,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0.2208542564570914, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",DeFi,0.27,weak,0.0075,False,Sinal fraco: slope=0.0075,50m_range
xyo-network,xyo,XYO Network,https://coin-images.coingecko.com/coins/images/4519/large/XYO_Network-logo.png?1696505103,0.00349144,48635293,498,48635293.0,10775723,0.0035297,0.0034431,3.044e-05,0.87962,422672.0,0.87668,13931216938.01129,13931216938.01129,,0.081391,-95.70649,2021-11-06T04:44:55.346Z,9.672e-05,3512.96014,2020-03-13T02:24:24.303Z,"{'times': -0.9508818937435924, 'currency': 'eth', 'percentage': -95.08818937435925}",2026-05-05T02:17:05.446Z,-2.802904212440724,-0.9031782279044418,early_accumulation,False,low,False,0.71833,,0.16128999999999993,,True,False,False,0.2215617987538391,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0.2201468716376643, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),50m_range
constitutiondao,people,ConstitutionDAO,https://coin-images.coingecko.com/coins/images/20612/large/GN_UVm3d_400x400.jpg?1696520017,0.00812988,41240847,555,41240847.0,8937717,0.00823764,0.00781388,-3.4037740510152e-05,-0.41693,-113432.85581958294,-0.2743,5066444892.014003,5066444892.014003,,0.185022,-95.60825,2021-12-23T05:59:19.861Z,0.0009194,783.80589,2021-11-21T11:33:21.508Z,,2026-05-05T02:17:06.713Z,22.695968586186154,5.540580173065808,early_accumulation,False,low,False,0.71833,,-1.1352600000000002,,True,False,False,0.21672001547397898,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0.20500622927482715, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),50m_range
ong,ong,Ontology Gas,https://coin-images.coingecko.com/coins/images/5716/large/ONG_logo.png?1696506172,0.076987,36129888,613,61573001.0,7620323,0.078465,0.073045,0.00372798,5.08874,1726469.0,5.0183,469425076.0,800000000.0,1000000000.0,4.39,-98.25746,2018-09-28T10:22:27.611Z,0.04242318,80.21964,2020-03-13T02:24:03.119Z,,2026-05-05T02:17:06.210Z,-25.811481709704264,5.320402689780268,early_accumulation,False,low,False,0.71833,,4.37041,,True,False,False,0.2109146587999387,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Other,0.0,none,0.0,False,Apenas 0 snapshots (mínimo 3),50m_range
mubarak,mubarak,Mubarak,https://coin-images.coingecko.com/coins/images/54857/large/DKjv3dc6_400x400.jpg?1742107486,0.01657856,16636798,985,16636798.0,38750442,0.01805601,0.01507033,0.00150823,10.00792,1520008.0,10.0551,1000000000.0,1000000000.0,1000000000.0,0.211228,-92.00071,2025-03-18T05:06:59.770Z,0.01000671,68.8543,2025-10-10T21:27:11.195Z,,2026-05-05T02:19:05.932Z,49.25519324184194,24.601681578837784,breakout,False,low,False,0.71481,,9.29311,,True,False,False,2.3292007272072426,10m_range,False,False,"{'short_term': {'has_spike': True, 'momentum_initial': 'low', 'volume_mc_ratio': 1.6410301399726963, 'is_candidate': True}, 'medium_term': {'persistence_days': 2, 'volume_recovery_consistent': True, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 14.285714285714285, 'is_confirmed_leader': False}, 'classification': 'CANDIDATE_INITIAL'}",CANDIDATE_INITIAL,"{""should_analyze"": true, ""reason"": ""Valida\u00e7\u00e3o social completa"", ""youtube_velocity"": 0.1, ""telegram_spike"": 0.0, ""combined_validation"": ""SOCIAL_WEAK"", ""youtube_data"": {""symbol"": ""mubarak"", ""daily_videos"": [0, 2, 0, 0, 1, 3, 2], ""today_videos"": 0, ""avg_7d_videos"": 1.3333333333333333, ""avg_views_per_video"": 2851.818181818182, ""avg_likes_per_video"": 157.1818181818182, ""avg_comments_per_video"": 6.0, ""total_engagement"": 163.1818181818182, ""total_videos_found"": 11, ""videos_with_stats"": 11, ""data_source"": ""real""}, ""telegram_data"": {""symbol"": ""Mubarak"", ""mentions_today"": 106, ""mentions_7d_avg"": 50.285714285714285, ""channels_analyzed"": 4, ""data_source"": ""simulation""}, ""youtube_data_quality"": ""real"", ""telegram_data_quality"": ""simulation"", ""data_quality_warning"": true, ""both_simulated"": false}",Meme,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),10m_range
act-i-the-ai-prophecy,act,Act I The AI Prophecy,https://coin-images.coingecko.com/coins/images/50984/large/ai_prophecy.jpg?1729653897,0.0161185,15229706,1020,15229706.0,18186711,0.01626873,0.01485369,0.00126301,8.50196,1154263.0,8.20054,948240776.691983,948240776.691983,1000000000.0,0.919768,-98.2549,2024-11-14T08:35:39.083Z,0.00709075,126.36394,2025-10-10T21:25:23.179Z,,2026-05-05T02:19:05.401Z,33.802371253917975,14.010257903233766,breakout,False,low,False,0.71481,,7.7871500000000005,,True,False,False,1.1941603468904785,10m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Other,0.0,none,0.0,False,Apenas 0 snapshots (mínimo 3),10m_range
