id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,zone,fdv_warning,drawdown_pct,price_resilience,is_gold,suspected_wash_trading,momentum,rs_24h,rs_7d,rs_strong_24h,rs_leader_24h,ratio,range,volume_recovery,timeframe_analysis,timeframe_classification,social_analysis,seller_exhaustion,volatility_14d,ratio_surge,sector,accumulation_score,accumulation_signal,accumulation_slope,is_silent_accumulation,accumulation_reason,source_range,quant_score,social_score,final_score,ranking,persistence_count_3d,persistence_count_7d,persistence_count_14d,first_seen,max_persistence_ever,persistence_days,is_confirmed_leader,social_explosion,social_validation,rs_strong
bio-protocol,bio,Bio Protocol,https://coin-images.coingecko.com/coins/images/53022/large/bio.jpg?1735011002,0.03037891,65168280,372,100865155,76677447,0.03417056,0.02880589,0.00157302,5.46074,3943939.0,6.44178,2145029070.25,3320000000.0,3320000000.0,0.888995,-96.56261,2025-01-03T13:16:10.915Z,0.01589991,92.19086,2026-03-29T22:55:40.552Z,,2026-06-09T11:17:04.144Z,-44.1816133914833,-0.3831528137654944,breakout,True,0.9658,False,False,False,low,6.90662,,True,True,1.1766068860494707,50m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.07529435061069861,False,Other,0.432,moderate,0.0169,False,Possível acumulação: slope=0.0169,50m_range,1.5,0,0.9,1,0,0,0,20260513,0,0,False,False,NOT_APPLICABLE,True
stratis,strax,Xertra,https://coin-images.coingecko.com/coins/images/531/large/Xertra_Logo_200x200.png?1761277005,0.00815541,17677607,870,17677607,87370719,0.00894272,0.00793545,-0.000248422676994344,-2.95606,-417710.6654285155,-2.30839,2173716332.847705,2173716332.847705,,22.77,-99.96422,2018-01-08T00:00:00.000Z,0.00793545,2.63678,2026-06-09T03:05:29.971Z,,2026-06-09T11:18:17.649Z,-41.42904210138285,-35.43457423059588,breakout,,0.9996,False,False,False,low,-1.5101799999999999,,False,False,4.942451713062747,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Other,0.0,none,-0.2537,False,Ratio em queda — sem acumulação,10_49m_range,1.5,0,0.9,1,0,0,0,20260531,0,0,False,False,NOT_APPLICABLE,False
epic-chain,epic,Epic Chain,https://coin-images.coingecko.com/coins/images/54734/large/PFP.png?1753421273,0.475582,16040836,911,16040836,29743995,0.559558,0.417264,-0.07864252389309823,-14.18965,-2077137.2575308904,-11.46451,33600000.0,33600000.0,33600000.0,3.2,-84.91903,2025-08-20T15:57:23.043Z,0.192233,150.82633,2026-05-29T04:15:25.109Z,,2026-06-09T11:18:04.534Z,37.64839761441431,12.384917137716053,breakout,,0.8514,False,False,False,low,-12.74377,,False,False,1.854267134206721,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.3034,False,Ratio em queda — sem acumulação,10_49m_range,1.5,0,0.9,2,0,0,0,20260603,0,0,False,False,NOT_APPLICABLE,False
pippin,pippin,pippin,https://coin-images.coingecko.com/coins/images/51589/large/pippin_logo.png?1731570163,0.02294607,22706806,747,22706806,32869644,0.0277452,0.01936678,0.00355067,18.30676,3161106.0,16.1729,999935121.169237,999935121.169237,1000000000.0,0.897199,-97.44898,2026-02-26T15:35:05.499Z,0.0055459,312.69695,2024-12-30T00:02:49.802Z,,2026-06-09T11:17:03.857Z,-8.921266468033934,25.33442644199475,breakout,,0.9744,False,False,False,low,19.75264,,True,True,1.4475679230271312,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.309,weak,0.0211,False,Sinal fraco: slope=0.0211,10_49m_range,1.5,0,0.9,3,0,0,0,20260511,0,0,False,False,NOT_APPLICABLE,True
stargate-finance,stg,Stargate Finance,https://coin-images.coingecko.com/coins/images/24413/large/STG_LOGO.png?1696523595,0.258736,30274938,627,30274938,29299972,0.26886,0.243005,0.01163926,4.71041,1196453.0,4.11457,117007825.81873861,117007825.81873861,1000000000.0,4.14,-93.69205,2022-04-02T00:00:00.000Z,0.104476,150.05057,2025-12-31T19:01:22.813Z,,2026-06-09T11:17:02.286Z,1.2623541293967027,-18.420680731442012,strong,,0.9375,False,False,False,low,6.15629,,True,True,0.9677962676587479,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.363,weak,0.0409,False,Sinal fraco: slope=0.0409,10_49m_range,1.0,0,0.6,4,0,0,0,20260510,0,0,False,False,NOT_APPLICABLE,True
bonfida,fida,Bonfida,https://coin-images.coingecko.com/coins/images/13395/large/bonfida.png?1696513157,0.02408175,23847544,733,23847544,22419172,0.02776347,0.02140283,-0.002625880391416952,-9.83195,-2586693.935957432,-9.78539,990910747.563351,990910747.563351,1000000000.0,18.77,-99.87005,2021-11-03T20:34:33.492Z,0.01221703,99.68798,2026-03-29T22:50:36.078Z,,2026-06-09T11:17:01.456Z,27.6867216627891,5.87757594678838,strong,,0.9987,False,False,False,low,-8.38607,,False,False,0.9401040207746341,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.0,none,-0.055,False,Ratio em queda — sem acumulação,10_49m_range,1.0,0,0.6,5,0,0,0,20260506,0,0,False,False,NOT_APPLICABLE,False
dodo,dodo,DODO,https://coin-images.coingecko.com/coins/images/12651/large/dodo_logo.png?1696512458,0.01615557,16170236,908,16170236,12777555,0.01834702,0.01532734,0.0008081,5.26534,834427.0,5.44104,1000000000.0,1000000000.0,1000000000.0,8.38,-99.8054,2021-02-20T09:19:28.624Z,0.0129848,25.54239,2026-02-06T00:30:52.016Z,,2026-06-09T11:18:01.720Z,-20.801747814793835,-7.638947479181274,strong,,0.9981,False,False,False,low,6.71122,,True,True,0.7901897659378626,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,True,Other,0.0,none,-0.0833,False,Ratio em queda — sem acumulação,10_49m_range,1.0,0,0.6,6,0,0,0,20260514,0,0,False,False,NOT_APPLICABLE,True
paxos-standard,usdp,Pax Dollar,https://coin-images.coingecko.com/coins/images/6013/large/Pax_Dollar.png?1696506427,0.999524,31938643,612,31938643,23985419,1.0,0.998685,0.00036082,0.03611,14442.78,0.04524,31954027.03052443,31954027.03052443,,1.18,-15.62457,2024-04-16T16:20:21.365Z,0.863529,15.74829,2021-05-19T13:14:42.046Z,"{'times': -0.0004763117353461, 'currency': 'usd', 'percentage': -0.04763117353461}",2026-06-09T11:17:04.549Z,-0.018661947022382934,0.030945223298702647,strong,,0.1529,False,False,False,low,1.4819900000000001,,False,True,0.7509842857130781,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.589,moderate,0.0166,False,Possível acumulação: slope=0.0166,10_49m_range,1.0,0,0.6,7,0,0,0,20260502,0,0,False,False,NOT_APPLICABLE,False
adventure-gold,agld,Adventure Gold,https://coin-images.coingecko.com/coins/images/18125/large/lpgblc4h_400x400.jpg?1696517628,0.184986,16282378,907,17288038,12049267,0.196231,0.183641,-0.009927670640319491,-5.09336,-609330.9095112737,-3.60728,87430001.0,92830001.0,96000000.0,7.7,-97.58409,2021-09-03T11:41:40.240Z,0.178306,4.36007,2026-02-06T00:22:15.894Z,,2026-06-09T11:18:09.785Z,-31.424088851325237,-13.627881881187943,strong,,0.976,False,False,False,low,-3.64748,,False,False,0.7400188719362737,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.62,strong,0.0255,True,"Acumulação silenciosa: slope=0.0255, consistência=47%",10_49m_range,1.0,0,0.6,8,0,0,0,20260511,0,0,False,False,NOT_APPLICABLE,False
lorenzo-protocol,bank,Lorenzo Protocol,https://coin-images.coingecko.com/coins/images/55250/large/lorenzo.jpg?1744963693,0.043012,18282632,852,18282632,12939126,0.04409546,0.0389143,0.00111342,2.65743,462014.0,2.59258,425250000.0,425250000.0,2100000000.0,0.230688,-81.26416,2025-10-18T05:15:39.862Z,0.02243767,92.62825,2026-06-05T15:50:47.067Z,,2026-06-09T11:18:11.818Z,6.943031015760065,26.742334682266623,strong,,0.8135,False,False,False,low,4.1033100000000005,,True,True,0.7077277494837724,10_49m_range,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",False,0.0,False,Other,0.269,weak,0.0084,False,Sinal fraco: slope=0.0084,10_49m_range,1.0,0,0.6,9,0,0,0,20260506,0,0,False,False,NOT_APPLICABLE,True
