symbol,name,token_address,chain,price_usd,price_change_24h,market_cap_usd,liquidity_usd,volume_24h_usd,buys_24h,sells_24h,buy_ratio,age_hours,pair_url,last_updated,source,dex_score
ネネ,Kiyomasa's Mother,uidS7gReVyhCWkQFUZapyuMmCjQc8zX344VwoCnpump,solana,0.0001789,376.0,178989.0,30677.17,925400.4,16152,5568,0.74,7.4,https://dexscreener.com/solana/9lhg7bofm7jexja1inhqaeqonkb5ztjwkzwehabscs2j,2026-06-10T12:48:00.447057,dexscreener,21.61336075
CBMEGA,Coinbase Wrapped MEGA,0xcb111E6A2a3bde90856D299d61341ac302167D23,base,0.0461,-1.19,1551335.0,140813.16,455301.92,1323,1205,0.52,,https://dexscreener.com/base/0x0150e3d89e161518c044ad191c4bdf6b40df6e83,2026-06-10T12:48:03.065971,dexscreener,5.75461276
