symbol,name,token_address,chain,price_usd,price_change_24h,market_cap_usd,liquidity_usd,volume_24h_usd,buys_24h,sells_24h,buy_ratio,age_hours,pair_url,last_updated,source,dex_score
GLIPPY,Glippy (Official),5NgDxD1en3YXvS9amAtgb15nc4oRfuGxomcAfu4wpump,solana,0.0006095,1974.0,609534.0,61212.63,1963713.98,17639,15242,0.54,5.5,https://dexscreener.com/solana/ad5krvnlckjcbgvseu2nht5ttyizue1bq8r5zzud6bwe,2026-06-20T11:05:49.186470,dexscreener,17.877901290000004
MAMO,Mamo,0x7300B37DfdfAb110d83290A29DfB31B1740219fE,base,0.008678,4.66,5145429.0,354253.67,33052.2,207,188,0.52,,https://dexscreener.com/base/0xe2b3aa806e56603a244bfc111c9474f7dedd03db,2026-06-20T11:05:51.448538,dexscreener,5.578222649999999
