symbol,name,token_address,chain,price_usd,price_change_24h,market_cap_usd,liquidity_usd,volume_24h_usd,buys_24h,sells_24h,buy_ratio,age_hours,pair_url,last_updated,source,dex_score
STARBASE,Starbase,C34qoK8V27yPWCEQuTf3mPXD2cXCyExEm9uEKbpqpump,solana,0.0004015,438.0,401519.0,46147.08,1375400.18,19308,6131,0.76,7.1,https://dexscreener.com/solana/9sjarckcvsstwei27pdxggh8jpyseafrruzgygs4wzdh,2026-06-24T16:40:29.251828,dexscreener,26.695407640000003
EAGLE250,America Eagle 250,AXLmMWkRmSPdPxkuMqAD4nzYBK7QRssNkYZ6RXzLpump,solana,0.0007952,1201.0,795282.0,66218.22,1897484.7,23181,11095,0.68,13.9,https://dexscreener.com/solana/3qhv2z6n5aknnzx56a2n4qvquz4cvbckuh24kck9t9qy,2026-06-24T16:40:29.251627,dexscreener,26.173150900000003
