symbol,name,token_address,chain,price_usd,price_change_24h,market_cap_usd,liquidity_usd,volume_24h_usd,buys_24h,sells_24h,buy_ratio,age_hours,pair_url,last_updated,source,dex_score
HONTER,honter,GFjDh5ULNahwG13TBEsxrszxCKByTv6SCzfdLgWteXqk,solana,0.0001962,1652.0,196221.0,34674.86,1385752.17,12987,10550,0.55,44.5,https://dexscreener.com/solana/dbzhvfutb5tdc9jbkacffxh5k6pwbq69prfpdp1mnnwb,2026-06-06T10:44:29.519406,dexscreener,13.481140260000002
